member_id,date,amount,plan_type
10,2018-10-29,100,monthly
10,2018-11-28,100,monthly
10,2018-12-28,100,monthly
10,2019-01-27,100,monthly
10,2019-02-26,100,monthly
10,2019-03-28,100,monthly
10,2019-04-27,100,monthly
10,2019-05-27,100,monthly
10,2019-06-26,100,monthly
10,2019-07-26,100,monthly
10,2019-08-25,100,monthly
10,2019-09-24,100,monthly
10,2019-10-24,100,monthly
10,2019-11-23,100,monthly
10,2019-12-23,100,monthly
10,2020-01-22,100,monthly
10,2020-02-21,100,monthly
10,2020-03-22,100,monthly
10,2020-04-21,100,monthly
10,2020-05-21,100,monthly
10,2020-06-20,100,monthly
10,2020-07-20,100,monthly
10,2020-08-19,100,monthly
10,2020-09-18,100,monthly
10,2020-10-18,100,monthly
10,2020-11-17,100,monthly
10,2020-12-17,100,monthly
10,2021-01-16,100,monthly
10,2021-02-15,100,monthly
10,2021-03-17,100,monthly
10,2021-04-16,100,monthly
10,2021-05-16,100,monthly
10,2021-06-15,100,monthly
10,2021-07-15,100,monthly
10,2021-08-14,100,monthly
10,2021-09-13,100,monthly
10,2021-10-13,100,monthly
10,2021-11-12,100,monthly
10,2021-12-12,100,monthly
10,2022-01-11,100,monthly
10,2022-02-10,100,monthly
10,2022-03-12,100,monthly
10,2022-04-11,100,monthly
10,2022-05-11,100,monthly
10,2022-06-10,100,monthly
10,2022-07-10,100,monthly
10,2022-08-09,100,monthly
10,2022-09-08,100,monthly
10,2022-10-08,100,monthly
10,2022-11-07,100,monthly
10,2022-12-07,100,monthly
10,2023-01-06,100,monthly
10,2023-02-05,100,monthly
10,2023-03-07,100,monthly
10,2023-04-06,100,monthly
10,2023-05-06,100,monthly
10,2023-06-05,100,monthly
10,2023-07-05,100,monthly
10,2023-08-04,100,monthly
10,2023-09-03,100,monthly
10,2023-10-03,100,monthly
10,2023-11-02,100,monthly
10,2023-12-02,100,monthly
10,2024-01-01,100,monthly
10,2024-01-31,100,monthly
10,2024-03-01,100,monthly
10,2024-03-31,100,monthly
10,2024-04-30,100,monthly
10,2024-05-30,100,monthly
10,2024-06-29,100,monthly
10,2024-07-29,100,monthly
10,2024-08-28,100,monthly
10,2024-09-27,100,monthly
10,2024-10-27,100,monthly
10,2024-11-26,100,monthly
10,2024-12-26,100,monthly
11,2023-12-22,100,monthly
11,2024-01-21,100,monthly
11,2024-02-20,100,monthly
12,2024-05-28,100,monthly
12,2024-06-27,100,monthly
12,2024-07-27,100,monthly
12,2024-08-26,100,monthly
12,2024-09-25,100,monthly
12,2024-10-25,100,monthly
12,2024-11-24,100,monthly
12,2024-12-24,100,monthly
13,2019-03-17,100,monthly
13,2019-04-16,100,monthly
13,2019-05-16,100,monthly
13,2019-06-15,100,monthly
13,2019-07-15,100,monthly
13,2019-08-14,100,monthly
13,2019-09-13,100,monthly
13,2019-10-13,100,monthly
13,2019-11-12,100,monthly
13,2019-12-12,100,monthly
13,2020-01-11,100,monthly
13,2020-02-10,100,monthly
13,2020-03-11,100,monthly
13,2020-04-10,100,monthly
13,2020-05-10,100,monthly
13,2020-06-09,100,monthly
13,2020-07-09,100,monthly
13,2020-08-08,100,monthly
13,2020-09-07,100,monthly
13,2020-10-07,100,monthly
13,2020-11-06,100,monthly
13,2020-12-06,100,monthly
13,2021-01-05,100,monthly
13,2021-02-04,100,monthly
13,2021-03-06,100,monthly
13,2021-04-05,100,monthly
13,2021-05-05,100,monthly
13,2021-06-04,100,monthly
13,2021-07-04,100,monthly
13,2021-08-03,100,monthly
13,2021-09-02,100,monthly
13,2021-10-02,100,monthly
13,2021-11-01,100,monthly
13,2021-12-01,100,monthly
13,2021-12-31,100,monthly
13,2022-01-30,100,monthly
13,2022-03-01,100,monthly
13,2022-03-31,100,monthly
13,2022-04-30,100,monthly
13,2022-05-30,100,monthly
13,2022-06-29,100,monthly
13,2022-07-29,100,monthly
13,2022-08-28,100,monthly
13,2022-09-27,100,monthly
13,2022-10-27,100,monthly
13,2022-11-26,100,monthly
13,2022-12-26,100,monthly
13,2023-01-25,100,monthly
13,2023-02-24,100,monthly
13,2023-03-26,100,monthly
13,2023-04-25,100,monthly
13,2023-05-25,100,monthly
13,2023-06-24,100,monthly
13,2023-07-24,100,monthly
13,2023-08-23,100,monthly
13,2023-09-22,100,monthly
13,2023-10-22,100,monthly
13,2023-11-21,100,monthly
13,2023-12-21,100,monthly
13,2024-01-20,100,monthly
13,2024-02-19,100,monthly
13,2024-03-20,100,monthly
13,2024-04-19,100,monthly
13,2024-05-19,100,monthly
13,2024-06-18,100,monthly
13,2024-07-18,100,monthly
13,2024-08-17,100,monthly
13,2024-09-16,100,monthly
13,2024-10-16,100,monthly
13,2024-11-15,100,monthly
13,2024-12-15,100,monthly
14,2024-12-14,270,quarterly
15,2024-09-17,100,monthly
15,2024-10-17,100,monthly
15,2024-11-16,100,monthly
15,2024-12-16,100,monthly
16,2022-05-21,270,quarterly
16,2022-08-19,270,quarterly
16,2022-11-17,270,quarterly
16,2023-02-15,270,quarterly
16,2023-05-16,270,quarterly
16,2023-08-14,270,quarterly
16,2023-11-12,270,quarterly
16,2024-02-10,270,quarterly
16,2024-05-10,270,quarterly
16,2024-08-08,270,quarterly
16,2024-11-06,270,quarterly
17,2018-02-10,960,annual
17,2019-02-10,960,annual
17,2020-02-10,960,annual
17,2021-02-09,960,annual
17,2022-02-09,960,annual
17,2023-02-09,960,annual
17,2024-02-09,960,annual
18,2020-06-10,100,monthly
18,2020-07-10,100,monthly
18,2020-08-09,100,monthly
18,2020-09-08,100,monthly
18,2020-10-08,100,monthly
18,2020-11-07,100,monthly
18,2020-12-07,100,monthly
18,2021-01-06,100,monthly
18,2021-02-05,100,monthly
18,2021-03-07,100,monthly
18,2021-04-06,100,monthly
18,2021-05-06,100,monthly
18,2021-06-05,100,monthly
18,2021-07-05,100,monthly
18,2021-08-04,100,monthly
18,2021-09-03,100,monthly
18,2021-10-03,100,monthly
18,2021-11-02,100,monthly
18,2021-12-02,100,monthly
18,2022-01-01,100,monthly
18,2022-01-31,100,monthly
18,2022-03-02,100,monthly
18,2022-04-01,100,monthly
18,2022-05-01,100,monthly
18,2022-05-31,100,monthly
19,2021-08-05,100,monthly
19,2021-09-04,100,monthly
19,2021-10-04,100,monthly
19,2021-11-03,100,monthly
19,2021-12-03,100,monthly
19,2022-01-02,100,monthly
19,2022-02-01,100,monthly
19,2022-03-03,100,monthly
19,2022-04-02,100,monthly
19,2022-05-02,100,monthly
19,2022-06-01,100,monthly
19,2022-07-01,100,monthly
19,2022-07-31,100,monthly
19,2022-08-30,100,monthly
19,2022-09-29,100,monthly
19,2022-10-29,100,monthly
19,2022-11-28,100,monthly
19,2022-12-28,100,monthly
20,2019-09-28,100,monthly
20,2019-10-28,100,monthly
20,2019-11-27,100,monthly
20,2019-12-27,100,monthly
20,2020-01-26,100,monthly
20,2020-02-25,100,monthly
20,2020-03-26,100,monthly
20,2020-04-25,100,monthly
20,2020-05-25,100,monthly
20,2020-06-24,100,monthly
20,2020-07-24,100,monthly
20,2020-08-23,100,monthly
20,2020-09-22,100,monthly
20,2020-10-22,100,monthly
20,2020-11-21,100,monthly
20,2020-12-21,100,monthly
20,2021-01-20,100,monthly
20,2021-02-19,100,monthly
20,2021-03-21,100,monthly
20,2021-04-20,100,monthly
20,2021-05-20,100,monthly
20,2021-06-19,100,monthly
20,2021-07-19,100,monthly
20,2021-08-18,100,monthly
20,2021-09-17,100,monthly
20,2021-10-17,100,monthly
20,2021-11-16,100,monthly
20,2021-12-16,100,monthly
20,2022-01-15,100,monthly
20,2022-02-14,100,monthly
20,2022-03-16,100,monthly
20,2022-04-15,100,monthly
20,2022-05-15,100,monthly
20,2022-06-14,100,monthly
20,2022-07-14,100,monthly
20,2022-08-13,100,monthly
20,2022-09-12,100,monthly
20,2022-10-12,100,monthly
20,2022-11-11,100,monthly
20,2022-12-11,100,monthly
20,2023-01-10,100,monthly
20,2023-02-09,100,monthly
20,2023-03-11,100,monthly
20,2023-04-10,100,monthly
20,2023-05-10,100,monthly
20,2023-06-09,100,monthly
20,2023-07-09,100,monthly
20,2023-08-08,100,monthly
20,2023-09-07,100,monthly
20,2023-10-07,100,monthly
20,2023-11-06,100,monthly
20,2023-12-06,100,monthly
20,2024-01-05,100,monthly
20,2024-02-04,100,monthly
20,2024-03-05,100,monthly
20,2024-04-04,100,monthly
20,2024-05-04,100,monthly
20,2024-06-03,100,monthly
20,2024-07-03,100,monthly
20,2024-08-02,100,monthly
20,2024-09-01,100,monthly
20,2024-10-01,100,monthly
20,2024-10-31,100,monthly
20,2024-11-30,100,monthly
20,2024-12-30,100,monthly
21,2018-01-03,960,annual
21,2019-01-03,960,annual
21,2020-01-03,960,annual
21,2021-01-02,960,annual
21,2022-01-02,960,annual
21,2023-01-02,960,annual
21,2024-01-02,960,annual
22,2018-10-22,100,monthly
22,2018-11-21,100,monthly
22,2018-12-21,100,monthly
22,2019-01-20,100,monthly
22,2019-02-19,100,monthly
22,2019-03-21,100,monthly
22,2019-04-20,100,monthly
22,2019-05-20,100,monthly
22,2019-06-19,100,monthly
22,2019-07-19,100,monthly
22,2019-08-18,100,monthly
22,2019-09-17,100,monthly
22,2019-10-17,100,monthly
22,2019-11-16,100,monthly
22,2019-12-16,100,monthly
22,2020-01-15,100,monthly
22,2020-02-14,100,monthly
22,2020-03-15,100,monthly
22,2020-04-14,100,monthly
22,2020-05-14,100,monthly
22,2020-06-13,100,monthly
22,2020-07-13,100,monthly
22,2020-08-12,100,monthly
22,2020-09-11,100,monthly
22,2020-10-11,100,monthly
22,2020-11-10,100,monthly
22,2020-12-10,100,monthly
22,2021-01-09,100,monthly
22,2021-02-08,100,monthly
22,2021-03-10,100,monthly
22,2021-04-09,100,monthly
22,2021-05-09,100,monthly
22,2021-06-08,100,monthly
22,2021-07-08,100,monthly
22,2021-08-07,100,monthly
22,2021-09-06,100,monthly
22,2021-10-06,100,monthly
22,2021-11-05,100,monthly
22,2021-12-05,100,monthly
22,2022-01-04,100,monthly
22,2022-02-03,100,monthly
22,2022-03-05,100,monthly
22,2022-04-04,100,monthly
22,2022-05-04,100,monthly
22,2022-06-03,100,monthly
22,2022-07-03,100,monthly
22,2022-08-02,100,monthly
22,2022-09-01,100,monthly
22,2022-10-01,100,monthly
22,2022-10-31,100,monthly
22,2022-11-30,100,monthly
22,2022-12-30,100,monthly
22,2023-01-29,100,monthly
22,2023-02-28,100,monthly
22,2023-03-30,100,monthly
22,2023-04-29,100,monthly
22,2023-05-29,100,monthly
22,2023-06-28,100,monthly
22,2023-07-28,100,monthly
22,2023-08-27,100,monthly
22,2023-09-26,100,monthly
22,2023-10-26,100,monthly
22,2023-11-25,100,monthly
22,2023-12-25,100,monthly
22,2024-01-24,100,monthly
22,2024-02-23,100,monthly
22,2024-03-24,100,monthly
22,2024-04-23,100,monthly
22,2024-05-23,100,monthly
22,2024-06-22,100,monthly
22,2024-07-22,100,monthly
22,2024-08-21,100,monthly
22,2024-09-20,100,monthly
22,2024-10-20,100,monthly
22,2024-11-19,100,monthly
22,2024-12-19,100,monthly
23,2023-12-08,100,monthly
23,2024-01-07,100,monthly
23,2024-02-06,100,monthly
23,2024-03-07,100,monthly
23,2024-04-06,100,monthly
23,2024-05-06,100,monthly
23,2024-06-05,100,monthly
24,2024-12-26,270,quarterly
25,2018-03-30,270,quarterly
25,2018-06-28,270,quarterly
25,2018-09-26,270,quarterly
25,2018-12-25,270,quarterly
25,2019-03-25,270,quarterly
25,2019-06-23,270,quarterly
25,2019-09-21,270,quarterly
25,2019-12-20,270,quarterly
25,2020-03-19,270,quarterly
25,2020-06-17,270,quarterly
25,2020-09-15,270,quarterly
25,2020-12-14,270,quarterly
25,2021-03-14,270,quarterly
25,2021-06-12,270,quarterly
25,2021-09-10,270,quarterly
25,2021-12-09,270,quarterly
25,2022-03-09,270,quarterly
25,2022-06-07,270,quarterly
25,2022-09-05,270,quarterly
25,2022-12-04,270,quarterly
25,2023-03-04,270,quarterly
25,2023-06-02,270,quarterly
25,2023-08-31,270,quarterly
26,2018-12-14,100,monthly
26,2019-01-13,100,monthly
26,2019-02-12,100,monthly
26,2019-03-14,100,monthly
26,2019-04-13,100,monthly
26,2019-05-13,100,monthly
26,2019-06-12,100,monthly
26,2019-07-12,100,monthly
26,2019-08-11,100,monthly
26,2019-09-10,100,monthly
26,2019-10-10,100,monthly
26,2019-11-09,100,monthly
26,2019-12-09,100,monthly
26,2020-01-08,100,monthly
26,2020-02-07,100,monthly
26,2020-03-08,100,monthly
26,2020-04-07,100,monthly
26,2020-05-07,100,monthly
26,2020-06-06,100,monthly
26,2020-07-06,100,monthly
26,2020-08-05,100,monthly
26,2020-09-04,100,monthly
26,2020-10-04,100,monthly
26,2020-11-03,100,monthly
26,2020-12-03,100,monthly
26,2021-01-02,100,monthly
26,2021-02-01,100,monthly
26,2021-03-03,100,monthly
26,2021-04-02,100,monthly
26,2021-05-02,100,monthly
26,2021-06-01,100,monthly
26,2021-07-01,100,monthly
26,2021-07-31,100,monthly
26,2021-08-30,100,monthly
26,2021-09-29,100,monthly
26,2021-10-29,100,monthly
26,2021-11-28,100,monthly
26,2021-12-28,100,monthly
26,2022-01-27,100,monthly
26,2022-02-26,100,monthly
26,2022-03-28,100,monthly
26,2022-04-27,100,monthly
26,2022-05-27,100,monthly
26,2022-06-26,100,monthly
26,2022-07-26,100,monthly
26,2022-08-25,100,monthly
26,2022-09-24,100,monthly
26,2022-10-24,100,monthly
26,2022-11-23,100,monthly
26,2022-12-23,100,monthly
26,2023-01-22,100,monthly
26,2023-02-21,100,monthly
26,2023-03-23,100,monthly
26,2023-04-22,100,monthly
26,2023-05-22,100,monthly
26,2023-06-21,100,monthly
26,2023-07-21,100,monthly
26,2023-08-20,100,monthly
26,2023-09-19,100,monthly
26,2023-10-19,100,monthly
27,2018-04-18,960,annual
27,2019-04-18,960,annual
27,2020-04-17,960,annual
27,2021-04-17,960,annual
28,2023-06-15,100,monthly
28,2023-07-15,100,monthly
28,2023-08-14,100,monthly
28,2023-09-13,100,monthly
28,2023-10-13,100,monthly
28,2023-11-12,100,monthly
28,2023-12-12,100,monthly
28,2024-01-11,100,monthly
28,2024-02-10,100,monthly
28,2024-03-11,100,monthly
29,2019-10-29,960,annual
29,2020-10-28,960,annual
30,2018-12-29,270,quarterly
30,2019-03-29,270,quarterly
30,2019-06-27,270,quarterly
30,2019-09-25,270,quarterly
30,2019-12-24,270,quarterly
30,2020-03-23,270,quarterly
30,2020-06-21,270,quarterly
30,2020-09-19,270,quarterly
30,2020-12-18,270,quarterly
30,2021-03-18,270,quarterly
30,2021-06-16,270,quarterly
30,2021-09-14,270,quarterly
30,2021-12-13,270,quarterly
30,2022-03-13,270,quarterly
30,2022-06-11,270,quarterly
30,2022-09-09,270,quarterly
30,2022-12-08,270,quarterly
30,2023-03-08,270,quarterly
31,2021-12-29,960,annual
31,2022-12-29,960,annual
32,2020-04-14,960,annual
32,2021-04-14,960,annual
32,2022-04-14,960,annual
32,2023-04-14,960,annual
32,2024-04-13,960,annual
33,2022-06-12,270,quarterly
33,2022-09-10,270,quarterly
33,2022-12-09,270,quarterly
33,2023-03-09,270,quarterly
33,2023-06-07,270,quarterly
33,2023-09-05,270,quarterly
33,2023-12-04,270,quarterly
33,2024-03-03,270,quarterly
33,2024-06-01,270,quarterly
33,2024-08-30,270,quarterly
33,2024-11-28,270,quarterly
34,2020-10-06,100,monthly
34,2020-11-05,100,monthly
34,2020-12-05,100,monthly
34,2021-01-04,100,monthly
34,2021-02-03,100,monthly
34,2021-03-05,100,monthly
34,2021-04-04,100,monthly
34,2021-05-04,100,monthly
34,2021-06-03,100,monthly
34,2021-07-03,100,monthly
34,2021-08-02,100,monthly
34,2021-09-01,100,monthly
34,2021-10-01,100,monthly
34,2021-10-31,100,monthly
34,2021-11-30,100,monthly
34,2021-12-30,100,monthly
34,2022-01-29,100,monthly
34,2022-02-28,100,monthly
34,2022-03-30,100,monthly
34,2022-04-29,100,monthly
34,2022-05-29,100,monthly
34,2022-06-28,100,monthly
34,2022-07-28,100,monthly
34,2022-08-27,100,monthly
34,2022-09-26,100,monthly
34,2022-10-26,100,monthly
34,2022-11-25,100,monthly
34,2022-12-25,100,monthly
34,2023-01-24,100,monthly
34,2023-02-23,100,monthly
34,2023-03-25,100,monthly
35,2020-03-05,270,quarterly
35,2020-06-03,270,quarterly
35,2020-09-01,270,quarterly
35,2020-11-30,270,quarterly
35,2021-02-28,270,quarterly
35,2021-05-29,270,quarterly
35,2021-08-27,270,quarterly
35,2021-11-25,270,quarterly
35,2022-02-23,270,quarterly
35,2022-05-24,270,quarterly
35,2022-08-22,270,quarterly
35,2022-11-20,270,quarterly
35,2023-02-18,270,quarterly
35,2023-05-19,270,quarterly
36,2019-06-15,100,monthly
36,2019-07-15,100,monthly
36,2019-08-14,100,monthly
36,2019-09-13,100,monthly
36,2019-10-13,100,monthly
36,2019-11-12,100,monthly
36,2019-12-12,100,monthly
36,2020-01-11,100,monthly
36,2020-02-10,100,monthly
36,2020-03-11,100,monthly
36,2020-04-10,100,monthly
36,2020-05-10,100,monthly
36,2020-06-09,100,monthly
36,2020-07-09,100,monthly
36,2020-08-08,100,monthly
36,2020-09-07,100,monthly
36,2020-10-07,100,monthly
36,2020-11-06,100,monthly
36,2020-12-06,100,monthly
36,2021-01-05,100,monthly
36,2021-02-04,100,monthly
36,2021-03-06,100,monthly
36,2021-04-05,100,monthly
36,2021-05-05,100,monthly
36,2021-06-04,100,monthly
36,2021-07-04,100,monthly
36,2021-08-03,100,monthly
36,2021-09-02,100,monthly
36,2021-10-02,100,monthly
36,2021-11-01,100,monthly
36,2021-12-01,100,monthly
36,2021-12-31,100,monthly
36,2022-01-30,100,monthly
36,2022-03-01,100,monthly
36,2022-03-31,100,monthly
36,2022-04-30,100,monthly
36,2022-05-30,100,monthly
36,2022-06-29,100,monthly
36,2022-07-29,100,monthly
36,2022-08-28,100,monthly
36,2022-09-27,100,monthly
36,2022-10-27,100,monthly
36,2022-11-26,100,monthly
36,2022-12-26,100,monthly
36,2023-01-25,100,monthly
36,2023-02-24,100,monthly
36,2023-03-26,100,monthly
36,2023-04-25,100,monthly
36,2023-05-25,100,monthly
36,2023-06-24,100,monthly
36,2023-07-24,100,monthly
36,2023-08-23,100,monthly
36,2023-09-22,100,monthly
36,2023-10-22,100,monthly
36,2023-11-21,100,monthly
36,2023-12-21,100,monthly
36,2024-01-20,100,monthly
37,2022-10-14,100,monthly
37,2022-11-13,100,monthly
37,2022-12-13,100,monthly
37,2023-01-12,100,monthly
37,2023-02-11,100,monthly
37,2023-03-13,100,monthly
37,2023-04-12,100,monthly
37,2023-05-12,100,monthly
37,2023-06-11,100,monthly
37,2023-07-11,100,monthly
37,2023-08-10,100,monthly
38,2019-06-13,960,annual
38,2020-06-12,960,annual
38,2021-06-12,960,annual
38,2022-06-12,960,annual
38,2023-06-12,960,annual
38,2024-06-11,960,annual
39,2024-10-11,100,monthly
39,2024-11-10,100,monthly
39,2024-12-10,100,monthly
40,2019-01-07,100,monthly
40,2019-02-06,100,monthly
40,2019-03-08,100,monthly
40,2019-04-07,100,monthly
40,2019-05-07,100,monthly
40,2019-06-06,100,monthly
40,2019-07-06,100,monthly
40,2019-08-05,100,monthly
40,2019-09-04,100,monthly
40,2019-10-04,100,monthly
40,2019-11-03,100,monthly
40,2019-12-03,100,monthly
40,2020-01-02,100,monthly
40,2020-02-01,100,monthly
40,2020-03-02,100,monthly
40,2020-04-01,100,monthly
40,2020-05-01,100,monthly
40,2020-05-31,100,monthly
40,2020-06-30,100,monthly
40,2020-07-30,100,monthly
40,2020-08-29,100,monthly
40,2020-09-28,100,monthly
40,2020-10-28,100,monthly
40,2020-11-27,100,monthly
40,2020-12-27,100,monthly
40,2021-01-26,100,monthly
40,2021-02-25,100,monthly
40,2021-03-27,100,monthly
40,2021-04-26,100,monthly
40,2021-05-26,100,monthly
40,2021-06-25,100,monthly
40,2021-07-25,100,monthly
40,2021-08-24,100,monthly
40,2021-09-23,100,monthly
40,2021-10-23,100,monthly
40,2021-11-22,100,monthly
40,2021-12-22,100,monthly
40,2022-01-21,100,monthly
40,2022-02-20,100,monthly
40,2022-03-22,100,monthly
40,2022-04-21,100,monthly
40,2022-05-21,100,monthly
40,2022-06-20,100,monthly
40,2022-07-20,100,monthly
40,2022-08-19,100,monthly
40,2022-09-18,100,monthly
40,2022-10-18,100,monthly
40,2022-11-17,100,monthly
40,2022-12-17,100,monthly
40,2023-01-16,100,monthly
40,2023-02-15,100,monthly
40,2023-03-17,100,monthly
40,2023-04-16,100,monthly
40,2023-05-16,100,monthly
40,2023-06-15,100,monthly
40,2023-07-15,100,monthly
40,2023-08-14,100,monthly
40,2023-09-13,100,monthly
40,2023-10-13,100,monthly
40,2023-11-12,100,monthly
40,2023-12-12,100,monthly
40,2024-01-11,100,monthly
40,2024-02-10,100,monthly
40,2024-03-11,100,monthly
40,2024-04-10,100,monthly
40,2024-05-10,100,monthly
40,2024-06-09,100,monthly
40,2024-07-09,100,monthly
40,2024-08-08,100,monthly
40,2024-09-07,100,monthly
40,2024-10-07,100,monthly
40,2024-11-06,100,monthly
40,2024-12-06,100,monthly
41,2022-03-29,100,monthly
41,2022-04-28,100,monthly
41,2022-05-28,100,monthly
41,2022-06-27,100,monthly
41,2022-07-27,100,monthly
41,2022-08-26,100,monthly
41,2022-09-25,100,monthly
41,2022-10-25,100,monthly
41,2022-11-24,100,monthly
41,2022-12-24,100,monthly
41,2023-01-23,100,monthly
41,2023-02-22,100,monthly
41,2023-03-24,100,monthly
41,2023-04-23,100,monthly
41,2023-05-23,100,monthly
41,2023-06-22,100,monthly
41,2023-07-22,100,monthly
41,2023-08-21,100,monthly
41,2023-09-20,100,monthly
41,2023-10-20,100,monthly
41,2023-11-19,100,monthly
41,2023-12-19,100,monthly
41,2024-01-18,100,monthly
41,2024-02-17,100,monthly
41,2024-03-18,100,monthly
41,2024-04-17,100,monthly
41,2024-05-17,100,monthly
41,2024-06-16,100,monthly
41,2024-07-16,100,monthly
41,2024-08-15,100,monthly
41,2024-09-14,100,monthly
41,2024-10-14,100,monthly
41,2024-11-13,100,monthly
41,2024-12-13,100,monthly
42,2021-10-03,960,annual
42,2022-10-03,960,annual
42,2023-10-03,960,annual
42,2024-10-02,960,annual
43,2023-04-08,270,quarterly
43,2023-07-07,270,quarterly
43,2023-10-05,270,quarterly
43,2024-01-03,270,quarterly
43,2024-04-02,270,quarterly
43,2024-07-01,270,quarterly
43,2024-09-29,270,quarterly
44,2018-09-30,100,monthly
44,2018-10-30,100,monthly
44,2018-11-29,100,monthly
44,2018-12-29,100,monthly
44,2019-01-28,100,monthly
44,2019-02-27,100,monthly
44,2019-03-29,100,monthly
44,2019-04-28,100,monthly
44,2019-05-28,100,monthly
44,2019-06-27,100,monthly
44,2019-07-27,100,monthly
44,2019-08-26,100,monthly
44,2019-09-25,100,monthly
44,2019-10-25,100,monthly
44,2019-11-24,100,monthly
44,2019-12-24,100,monthly
44,2020-01-23,100,monthly
44,2020-02-22,100,monthly
44,2020-03-23,100,monthly
44,2020-04-22,100,monthly
44,2020-05-22,100,monthly
44,2020-06-21,100,monthly
44,2020-07-21,100,monthly
44,2020-08-20,100,monthly
44,2020-09-19,100,monthly
44,2020-10-19,100,monthly
44,2020-11-18,100,monthly
44,2020-12-18,100,monthly
44,2021-01-17,100,monthly
44,2021-02-16,100,monthly
44,2021-03-18,100,monthly
44,2021-04-17,100,monthly
44,2021-05-17,100,monthly
44,2021-06-16,100,monthly
44,2021-07-16,100,monthly
44,2021-08-15,100,monthly
44,2021-09-14,100,monthly
44,2021-10-14,100,monthly
45,2018-03-31,960,annual
45,2019-03-31,960,annual
45,2020-03-30,960,annual
46,2018-05-31,100,monthly
46,2018-06-30,100,monthly
46,2018-07-30,100,monthly
46,2018-08-29,100,monthly
46,2018-09-28,100,monthly
46,2018-10-28,100,monthly
46,2018-11-27,100,monthly
46,2018-12-27,100,monthly
46,2019-01-26,100,monthly
46,2019-02-25,100,monthly
46,2019-03-27,100,monthly
