clinic_id,visit_date,daily_visits,daily_revenue,unique_pets,unique_customers,revenue_per_visit,day_of_week,month,week_of_year,quarter,is_weekend,lag_1_visits,lag_7_visits,lag_14_visits,lag_30_visits,lag_7_revenue,lag_30_revenue,rolling_7d_visits_mean,rolling_14d_visits_mean,rolling_30d_visits_mean,rolling_7d_visits_std,rolling_30d_visits_std,rolling_7d_revenue_mean,rolling_30d_revenue_mean,demand_trend_7d
C001,2020-01-28,1,67.38,1,1,67.38,1,1,5,1,0,3.0,7.0,5.0,,432.03000000000003,,5.142857142857143,5.285714285714286,,1.9518001458970666,,1034.3242857142857,,
C001,2020-01-29,8,1742.5800000000002,8,8,217.82250000000002,2,1,5,1,0,1.0,5.0,5.0,,1229.86,,4.285714285714286,5.0,,2.2886885410853175,,982.2314285714285,,
C001,2020-01-30,8,927.7399999999999,8,8,115.96749999999999,3,1,5,1,0,8.0,4.0,6.0,,1993.43,,4.714285714285714,5.214285714285714,,2.6903708365381975,,1055.4771428571428,,
C001,2020-01-31,9,1226.09,9,9,136.23222222222222,4,1,5,1,0,8.0,3.0,7.0,5.0,513.26,392.0,5.285714285714286,5.357142857142857,5.633333333333334,2.9277002188456,2.326508903520663,903.2357142857144,902.493,-0.34761904761904816
C001,2020-02-01,4,187.32,4,4,46.83,5,2,5,1,1,9.0,6.0,6.0,9.0,684.85,1588.72,6.142857142857143,5.5,5.766666666666667,3.0237157840738185,2.4023455970813385,1005.0685714285713,930.296,0.37619047619047663
C001,2020-02-02,8,464.77,7,7,58.09625,6,2,5,1,1,4.0,8.0,6.0,4.0,889.17,949.3699999999999,5.857142857142857,5.357142857142857,5.6,3.1320159337914957,2.343001317202744,933.9928571428571,883.5826666666667,0.2571428571428571
C001,2020-02-03,7,1430.28,7,7,204.32571428571427,0,2,6,1,0,8.0,3.0,3.0,5.0,1497.67,770.03,5.857142857142857,5.5,5.733333333333333,3.1320159337914957,2.362542951017462,873.3642857142858,867.4293333333334,0.12380952380952337
C001,2020-02-04,3,371.0,3,3,123.66666666666667,1,2,6,1,0,7.0,1.0,7.0,8.0,67.38,518.6,6.428571428571429,5.785714285714286,5.8,2.8784916685156987,2.3693444459276654,863.7371428571429,889.4376666666667,0.628571428571429
C001,2020-02-05,8,806.23,8,8,100.77875,2,2,6,1,0,3.0,8.0,5.0,10.0,1742.5800000000002,2620.5,6.714285714285714,5.5,5.633333333333334,2.2886885410853184,2.3850588561137096,907.1114285714286,884.5176666666666,1.0809523809523807
C001,2020-02-06,9,2201.04,9,9,244.56,3,2,6,1,0,8.0,8.0,4.0,3.0,927.7399999999999,505.97,6.714285714285714,5.714285714285714,5.566666666666666,2.2886885410853184,2.2846313115872894,773.3471428571429,824.0419999999999,1.147619047619048
C001,2020-02-07,5,572.5600000000001,5,5,114.51200000000001,4,2,6,1,0,9.0,9.0,3.0,3.0,1226.09,125.63,6.857142857142857,6.071428571428571,5.766666666666667,2.41029537806548,2.3146211924130946,955.2471428571428,880.5443333333334,1.0904761904761902
C001,2020-02-08,8,984.94,8,8,123.1175,5,2,6,1,1,5.0,4.0,6.0,5.0,187.32,1212.82,6.285714285714286,6.214285714285714,5.833333333333333,2.2886885410853184,2.2603529375517555,861.8857142857142,895.4419999999999,0.45238095238095255
C001,2020-02-09,5,1001.52,5,5,200.304,6,2,6,1,1,8.0,8.0,8.0,9.0,464.77,2082.6,6.857142857142857,6.357142857142857,5.933333333333334,2.1157009420498167,2.2884015402012388,975.8314285714285,887.846,0.9238095238095232
C001,2020-02-10,8,476.72,8,8,59.59,0,2,7,1,0,5.0,7.0,3.0,9.0,1430.28,784.61,6.428571428571429,6.142857142857143,5.8,2.1491969707422407,2.2190398669322016,1052.51,851.81,0.628571428571429
C001,2020-02-11,4,471.43000000000006,4,4,117.85750000000002,1,2,7,1,0,8.0,3.0,1.0,2.0,371.0,322.48,6.571428571428571,6.5,5.766666666666667,2.2253945610567483,2.176414852273206,916.2871428571428,841.547,0.8047619047619046
C001,2020-02-12,8,2118.77,8,8,264.84625,2,2,7,1,0,4.0,8.0,8.0,6.0,806.23,615.59,6.714285714285714,6.714285714285714,5.833333333333333,1.976047040118709,2.0858031337217997,930.6342857142857,846.5120000000001,0.8809523809523814
C001,2020-02-13,5,927.5600000000001,5,5,185.512,3,2,7,1,0,8.0,9.0,8.0,5.0,2201.04,453.29999999999995,6.714285714285714,6.714285714285714,5.9,1.976047040118709,2.1229452540572353,1118.1399999999999,896.618,0.8142857142857141
C001,2020-02-14,4,719.01,4,4,179.7525,4,2,7,1,0,5.0,5.0,9.0,5.0,572.5600000000001,741.48,6.142857142857143,6.5,5.9,1.7728105208558373,2.1229452540572353,936.2142857142857,912.4266666666666,0.24285714285714288
C001,2020-02-15,6,1169.01,6,6,194.835,5,2,7,1,1,4.0,8.0,4.0,6.0,984.94,1237.46,6.0,6.142857142857143,5.866666666666666,1.9148542155126766,2.1452969143162246,957.1357142857142,911.6776666666666,0.13333333333333375
C001,2020-02-16,14,2011.5,14,14,143.67857142857142,6,2,7,1,1,6.0,5.0,8.0,7.0,1001.52,941.04,5.714285714285714,6.285714285714286,5.866666666666666,1.7043362064926937,2.1452969143162246,983.4314285714287,909.3960000000001,-0.15238095238095184
C001,2020-02-17,4,611.51,4,4,152.8775,0,2,8,1,0,14.0,8.0,7.0,6.0,476.72,629.31,7.0,6.714285714285714,6.1,3.511884584284247,2.604372980333204,1127.7142857142858,945.078,0.9000000000000004
C001,2020-02-18,5,501.45,5,5,100.28999999999999,1,2,8,1,0,4.0,4.0,3.0,6.0,471.43000000000006,402.2,6.428571428571429,6.5,6.033333333333333,3.644957377763736,2.632467484599053,1146.97,944.4846666666667,0.3952380952380956
C001,2020-02-19,5,1043.1899999999998,5,5,208.63799999999998,2,2,8,1,0,5.0,8.0,8.0,3.0,2118.77,203.11,6.571428571428571,6.642857142857143,6.0,3.552329886011098,2.6392266369865456,1151.2585714285713,947.793,0.5714285714285712
C001,2020-02-20,8,832.77,8,8,104.09625,3,2,8,1,0,5.0,5.0,9.0,7.0,927.5600000000001,432.03000000000003,6.142857142857143,6.428571428571429,6.066666666666666,3.5321651258386093,2.5855478087369352,997.6042857142857,975.7956666666666,0.07619047619047681
C001,2020-02-21,3,162.54,3,3,54.18,4,2,8,1,0,8.0,4.0,5.0,5.0,719.01,1229.86,6.571428571428571,6.357142857142857,6.1,3.552329886011098,2.604372980333204,984.0628571428571,989.1536666666667,0.47142857142857153
C001,2020-02-22,16,1070.75,16,16,66.921875,5,2,8,1,1,3.0,6.0,8.0,4.0,1169.01,1993.43,6.428571428571429,6.214285714285714,6.033333333333333,3.690399384761441,2.65853645676602,904.5671428571428,953.5763333333333,0.3952380952380956
C001,2020-02-23,3,285.77,3,3,95.25666666666666,6,2,8,1,1,16.0,14.0,5.0,3.0,2011.5,513.26,7.857142857142857,6.785714285714286,6.433333333333334,5.145501965424801,3.1914036835324313,890.5299999999999,922.8203333333333,1.4238095238095232
C001,2020-02-24,5,257.81,5,5,51.562,0,2,9,1,0,3.0,4.0,8.0,6.0,611.51,684.85,6.285714285714286,6.642857142857143,6.433333333333334,4.608480795022937,3.1914036835324313,643.9971428571428,915.2373333333333,-0.14761904761904798
C001,2020-02-25,7,905.01,7,7,129.28714285714287,1,2,9,1,0,5.0,5.0,4.0,8.0,501.45,889.17,6.428571428571429,6.428571428571429,6.4,4.540820148282425,3.2012928422855924,593.4685714285714,901.0026666666666,0.02857142857142847
C001,2020-02-26,4,585.9,4,4,146.475,2,2,9,1,0,7.0,5.0,8.0,3.0,1043.1899999999998,1497.67,6.714285714285714,6.642857142857143,6.366666666666666,4.498677054212187,3.1892419738577527,651.12,901.5306666666668,0.34761904761904816
C001,2020-02-27,3,783.38,2,2,261.12666666666667,3,2,9,1,0,4.0,8.0,5.0,1.0,832.77,67.38,6.571428571428571,6.357142857142857,6.4,4.577377082170635,3.157912885610281,585.7928571428572,871.1383333333332,0.17142857142857082
C001,2020-02-28,8,554.28,8,8,69.285,4,2,9,1,0,3.0,3.0,4.0,8.0,162.54,1742.5800000000002,5.857142857142857,6.214285714285714,6.466666666666667,4.705619740571602,3.059561985028231,578.7371428571429,895.0049999999999,-0.60952380952381
C001,2020-02-29,10,3194.1800000000003,10,10,319.418,5,2,9,1,1,8.0,16.0,6.0,8.0,1070.75,927.7399999999999,6.571428571428571,6.5,6.466666666666667,4.577377082170635,3.059561985028231,634.6999999999999,855.395,0.10476190476190439
C001,2020-03-01,10,1340.17,10,10,134.017,6,3,9,1,1,10.0,3.0,14.0,9.0,285.77,1226.09,5.714285714285714,6.785714285714286,6.533333333333333,2.6903708365381975,3.1154048094006637,938.0471428571428,930.9429999999999,-0.8190476190476188
C001,2020-03-02,2,205.07999999999998,2,2,102.53999999999999,0,3,10,1,0,10.0,5.0,4.0,4.0,257.81,187.32,6.714285714285714,6.5,6.566666666666666,2.8115408417381937,3.1478874507038612,1088.6757142857143,934.7456666666666,0.14761904761904798
C001,2020-03-03,8,1134.25,8,8,141.78125,1,3,10,1,0,2.0,7.0,5.0,8.0,905.01,464.77,6.285714285714286,6.357142857142857,6.5,3.30223589477825,3.2243684225190417,1081.142857142857,935.3376666666666,-0.2142857142857144
C001,2020-03-04,1,97.92,1,1,97.92,2,3,10,1,0,8.0,4.0,5.0,7.0,585.9,1430.28,6.428571428571429,6.571428571428571,6.5,3.359421718944243,3.2243684225190417,1113.8914285714286,957.6536666666666,-0.07142857142857117
C001,2020-03-05,5,747.9300000000001,5,5,149.586,3,3,10,1,0,1.0,3.0,8.0,3.0,783.38,371.0,6.0,6.285714285714286,6.3,3.8729833462074175,3.374856318780667,1044.18,913.2416666666667,-0.2999999999999998
C001,2020-03-06,10,1427.6299999999999,10,10,142.76299999999998,4,3,10,1,0,5.0,8.0,3.0,8.0,554.28,806.23,6.285714285714286,6.071428571428571,6.366666666666666,3.683941988065037,3.32683274180624,1039.1157142857144,925.806,-0.08095238095238066
C001,2020-03-07,6,1082.29,6,6,180.38166666666666,5,3,10,1,1,10.0,10.0,16.0,9.0,3194.1800000000003,2201.04,6.571428571428571,6.571428571428571,6.433333333333334,3.9096949095440032,3.3803012856266523,1163.8799999999999,946.5193333333334,0.1380952380952376
C001,2020-03-08,4,403.22,4,4,100.805,6,3,10,1,1,6.0,10.0,3.0,5.0,1340.17,572.5600000000001,6.0,5.857142857142857,6.333333333333333,3.6055512754639896,3.3459531226319625,862.1814285714287,909.2276666666666,-0.33333333333333304
C001,2020-03-09,5,827.8599999999999,5,5,165.57199999999997,0,3,11,1,0,4.0,2.0,5.0,8.0,205.07999999999998,984.94,5.142857142857143,5.928571428571429,6.3,3.1847852585154217,3.364623256052959,728.3314285714285,903.5830000000001,-1.1571428571428566
C001,2020-03-10,5,747.8,5,5,149.56,1,3,11,1,0,5.0,8.0,7.0,5.0,1134.25,1001.52,5.571428571428571,5.928571428571429,6.2,2.8784916685156974,3.356927988092891,817.3000000000001,898.347,-0.628571428571429
C001,2020-03-11,7,1304.11,7,7,186.30142857142854,2,3,11,1,0,5.0,1.0,4.0,8.0,97.92,476.72,5.142857142857143,5.785714285714286,6.2,2.6726124191242433,3.356927988092891,762.092857142857,889.8896666666666,-1.057142857142857
C001,2020-03-12,4,188.82,4,4,47.205,3,3,11,1,0,7.0,5.0,3.0,4.0,747.9300000000001,471.43000000000006,6.0,6.0,6.166666666666667,2.0000000000000004,3.3433756772968595,934.4057142857143,917.4693333333333,-0.16666666666666696
C001,2020-03-13,9,1198.24,9,9,133.13777777777779,4,3,11,1,0,4.0,10.0,8.0,8.0,1427.6299999999999,2118.77,5.857142857142857,6.071428571428571,6.166666666666667,2.1157009420498154,3.3433756772968595,854.5328571428571,908.0490000000001,-0.3095238095238102
C001,2020-03-14,5,444.3,5,5,88.86,5,3,11,1,1,9.0,6.0,10.0,5.0,1082.29,927.5600000000001,5.714285714285714,6.142857142857143,6.2,1.7994708216848745,3.367184437253588,821.7628571428571,877.3646666666666,-0.48571428571428577
C001,2020-03-15,8,599.21,8,8,74.90125,6,3,11,1,1,5.0,4.0,10.0,4.0,403.22,719.01,5.571428571428571,5.785714285714286,6.2,1.8126539343499308,3.367184437253588,730.6214285714285,861.256,-0.628571428571429
C001,2020-03-16,6,539.53,6,6,89.92166666666667,0,3,12,1,0,8.0,5.0,2.0,6.0,827.8599999999999,1169.01,6.142857142857143,5.642857142857143,6.333333333333333,1.864454471471609,3.3562431103976897,758.62,857.2626666666667,-0.1904761904761898
C001,2020-03-17,9,1305.0,9,9,145.0,1,3,12,1,0,6.0,5.0,8.0,14.0,747.8,2011.5,6.285714285714286,5.928571428571429,6.333333333333333,1.7994708216848752,3.3562431103976897,717.43,836.28,-0.04761904761904745
C001,2020-03-18,7,622.0,7,7,88.85714285714286,2,3,12,1,0,9.0,7.0,1.0,4.0,1304.11,611.51,6.857142857142857,6.0,6.166666666666667,1.9518001458970677,3.0747394992918915,797.03,812.7299999999999,0.6904761904761898
C001,2020-03-19,6,528.41,6,6,88.06833333333333,3,3,12,1,0,7.0,4.0,5.0,5.0,188.82,501.45,6.857142857142857,6.428571428571429,6.266666666666667,1.9518001458970677,3.0505322693649353,699.5857142857143,813.0796666666666,0.5904761904761902
C001,2020-03-20,7,1105.07,7,7,157.86714285714285,4,3,12,1,0,6.0,9.0,10.0,5.0,1198.24,1043.1899999999998,7.142857142857143,6.5,6.3,1.5735915849388886,3.041664698472045,748.0985714285714,813.9783333333332,0.8428571428571434
C001,2020-03-21,10,2008.8600000000001,10,10,200.88600000000002,5,3,12,1,1,7.0,5.0,6.0,8.0,444.3,832.77,6.857142857142857,6.285714285714286,6.366666666666666,1.3451854182691005,3.034097415449409,734.7885714285715,816.0409999999999,0.4904761904761905
C001,2020-03-22,9,1646.99,9,9,182.9988888888889,6,3,12,1,1,10.0,8.0,4.0,3.0,599.21,162.54,7.571428571428571,6.571428571428571,6.433333333333334,1.5118578920369123,3.0926312124293056,958.2971428571428,855.244,1.1380952380952376
C001,2020-03-23,7,435.46,7,7,62.208571428571425,0,3,13,1,0,9.0,6.0,5.0,16.0,539.53,1070.75,7.714285714285714,6.928571428571429,6.633333333333334,1.60356745147455,3.0567430642629327,1107.98,904.7256666666667,1.0809523809523807
C001,2020-03-24,8,771.12,8,8,96.39,1,3,13,1,0,7.0,9.0,5.0,3.0,1305.0,285.77,7.857142857142857,7.071428571428571,6.333333333333333,1.463850109422804,2.495973769387665,1093.1128571428571,883.5493333333333,1.5238095238095237
C001,2020-03-25,9,614.0600000000001,8,8,68.22888888888889,2,3,13,1,0,8.0,7.0,7.0,5.0,622.0,257.81,7.714285714285714,7.285714285714286,6.5,1.3801311186847125,2.43182916822878,1016.8442857142857,899.7276666666666,1.2142857142857144
C001,2020-03-26,4,1048.1999999999998,4,4,262.04999999999995,3,3,13,1,0,9.0,6.0,4.0,7.0,528.41,905.01,8.0,7.428571428571429,6.633333333333334,1.4142135623730996,2.4562844569254065,1015.71,911.6026666666668,1.3666666666666663
C001,2020-03-27,4,381.16999999999996,4,4,95.29249999999999,4,3,13,1,0,4.0,7.0,9.0,4.0,1105.07,585.9,7.714285714285714,7.428571428571429,6.533333333333333,1.9760470401187105,2.501493806581943,1089.9657142857143,916.3756666666667,1.1809523809523812
C001,2020-03-28,13,1363.27,13,13,104.86692307692307,5,3,13,1,1,4.0,10.0,5.0,3.0,2008.8600000000001,783.38,7.285714285714286,7.071428571428571,6.533333333333333,2.4299715851758252,2.501493806581943,986.5514285714287,909.5513333333333,0.7523809523809524
C001,2020-03-29,7,1677.25,7,7,239.60714285714286,6,3,13,1,1,13.0,9.0,8.0,8.0,1646.99,554.28,7.714285714285714,7.642857142857143,6.866666666666666,3.147183169877774,2.6747005418374883,894.3242857142858,928.881,0.8476190476190482
C001,2020-03-30,3,191.04,3,3,63.68,0,3,14,1,0,7.0,7.0,6.0,10.0,435.46,3194.1800000000003,7.428571428571429,7.571428571428571,6.833333333333333,3.101458950082627,2.666307447069609,898.647142857143,966.3133333333334,0.5952380952380958
C001,2020-03-31,5,527.9599999999999,5,5,105.59199999999998,1,3,14,1,0,3.0,8.0,9.0,10.0,771.12,1340.17,6.857142857142857,7.357142857142857,6.6,3.5321651258386098,2.6858505363195992,863.7300000000001,866.2086666666668,0.2571428571428571
C001,2020-04-01,4,635.91,4,4,158.9775,2,4,14,2,0,5.0,9.0,7.0,2.0,614.0600000000001,205.07999999999998,6.428571428571429,7.071428571428571,6.433333333333334,3.552329886011098,2.621967323152248,828.9928571428571,839.135,-0.004761904761904745
C001,2020-04-02,3,620.1500000000001,3,3,206.7166666666667,3,4,14,2,0,4.0,4.0,6.0,8.0,1048.1999999999998,1134.25,5.714285714285714,6.857142857142857,6.5,3.450327796711771,2.5291405109518794,832.1142857142856,853.496,-0.7857142857142856
C001,2020-04-03,4,914.01,4,4,228.5025,4,4,14,2,0,3.0,4.0,7.0,1.0,381.16999999999996,97.92,5.571428571428571,6.642857142857143,6.333333333333333,3.552329886011098,2.590877009462418,770.9642857142857,836.3593333333334,-0.7619047619047619
C001,2020-04-04,10,1852.6599999999999,10,10,185.266,5,4,14,2,1,4.0,13.0,10.0,5.0,1363.27,747.9300000000001,5.571428571428571,6.428571428571429,6.433333333333334,3.552329886011098,2.4308836669612255,847.0842857142858,863.5623333333333,-0.8619047619047624
C001,2020-04-05,6,639.6600000000001,6,6,106.61000000000001,6,4,14,2,1,10.0,7.0,9.0,10.0,1677.25,1427.6299999999999,5.142857142857143,6.428571428571429,6.6,2.544836041121407,2.4996551486293006,916.9971428571428,900.3866666666667,-1.4571428571428564
C001,2020-04-06,5,1788.23,5,5,357.646,0,4,15,2,0,6.0,3.0,7.0,6.0,191.04,1082.29,5.0,6.214285714285714,6.466666666666667,2.449489742783178,2.4173700918393823,768.7699999999999,874.121,-1.4666666666666668
C001,2020-04-07,3,278.15999999999997,3,3,92.71999999999998,1,4,15,2,0,5.0,5.0,8.0,4.0,527.9599999999999,403.22,5.285714285714286,6.071428571428571,6.433333333333334,2.2886885410853175,2.4308836669612255,996.9399999999999,897.6523333333333,-1.147619047619048
C001,2020-04-08,5,1142.5700000000002,5,5,228.51400000000004,2,4,15,2,0,3.0,4.0,9.0,5.0,635.91,827.8599999999999,5.0,5.714285714285714,6.4,2.449489742783178,2.4719111690322144,961.2542857142859,893.4836666666666,-1.4000000000000004
C001,2020-04-09,4,834.41,4,4,208.6025,3,4,15,2,0,5.0,3.0,4.0,5.0,620.1500000000001,747.8,5.142857142857143,5.428571428571429,6.4,2.410295378065479,2.4719111690322144,1033.6342857142859,903.9739999999999,-1.2571428571428571
C001,2020-04-10,8,916.37,8,8,114.54625,4,4,15,2,0,4.0,4.0,4.0,7.0,914.01,1304.11,5.285714285714286,5.428571428571429,6.366666666666666,2.2886885410853175,2.498045212772874,1064.242857142857,906.861,-1.0809523809523807
C001,2020-04-11,13,2598.48,13,13,199.8830769230769,5,4,15,2,1,8.0,10.0,13.0,4.0,1852.6599999999999,188.82,5.857142857142857,5.714285714285714,6.4,2.410295378065479,2.5134122979149973,1064.58,893.9363333333333,-0.5428571428571436
C001,2020-04-12,4,341.29,4,4,85.3225,6,4,15,2,1,13.0,6.0,7.0,9.0,639.6600000000001,1198.24,6.285714285714286,5.714285714285714,6.7,3.3523268393901033,2.7436446939967567,1171.1257142857144,974.2583333333333,-0.4142857142857146
C001,2020-04-13,1,37.71,1,1,37.71,0,4,16,2,0,4.0,5.0,3.0,5.0,1788.23,444.3,6.0,5.5,6.533333333333333,3.464101615137755,2.750966392370875,1128.5014285714285,945.6933333333334,-0.5333333333333332
C001,2020-04-14,5,251.28,5,5,50.256,1,4,16,2,0,1.0,3.0,5.0,8.0,278.15999999999997,599.21,5.428571428571429,5.357142857142857,6.4,3.952094080237415,2.9196126337297703,878.4271428571429,932.1403333333333,-0.9714285714285715
C001,2020-04-15,4,176.47,4,4,44.1175,2,4,16,2,0,5.0,5.0,4.0,6.0,1142.5700000000002,539.53,5.714285714285714,5.357142857142857,6.3,3.8172540616821107,2.914292958553732,874.5871428571428,920.5426666666666,-0.5857142857142854
C001,2020-04-16,6,398.27,6,6,66.37833333333333,3,4,16,2,0,4.0,4.0,3.0,9.0,834.41,1305.0,5.571428571428571,5.357142857142857,6.233333333333333,3.8668308667927223,2.9441155024818615,736.5728571428572,908.4406666666667,-0.6619047619047622
C001,2020-04-17,9,2400.5,9,9,266.72222222222223,4,4,16,2,0,6.0,8.0,4.0,7.0,916.37,622.0,5.857142857142857,5.571428571428571,6.133333333333334,3.8047589248453675,2.897482061868645,674.267142857143,878.2163333333334,-0.276190476190477
C001,2020-04-18,5,587.31,5,5,117.46199999999999,5,4,16,2,1,9.0,13.0,10.0,6.0,2598.48,528.41,6.0,5.928571428571429,6.2,3.915780041490244,2.940795107121366,886.2857142857143,937.4996666666667,-0.20000000000000018
C001,2020-04-19,5,1306.3700000000001,5,5,261.274,6,4,16,2,1,5.0,4.0,6.0,7.0,341.29,1105.07,4.857142857142857,5.571428571428571,6.166666666666667,2.4102953780654786,2.9487967544153624,598.9757142857143,939.463,-1.3095238095238102
C001,2020-04-20,6,689.79,6,6,114.96499999999999,0,4,17,2,0,5.0,1.0,5.0,10.0,37.71,2008.8600000000001,5.0,5.5,6.1,2.380476142847616,2.9519134647628604,736.8442857142857,946.1730000000001,-1.0999999999999996
C001,2020-04-21,2,104.18,2,2,52.09,1,4,17,2,0,6.0,5.0,3.0,9.0,251.28,1646.99,5.714285714285714,5.571428571428571,5.966666666666667,1.6035674514745473,2.8585423501876077,829.9985714285714,902.204,-0.2523809523809524
C001,2020-04-22,6,1225.36,6,6,204.22666666666666,2,4,17,2,0,2.0,4.0,5.0,7.0,176.47,435.46,5.285714285714286,5.5,5.733333333333333,2.138089935299395,2.887945616707051,808.9842857142858,850.7769999999999,-0.4476190476190478
C001,2020-04-23,7,450.96,7,7,64.42285714285714,3,4,17,2,0,6.0,6.0,4.0,8.0,398.27,771.12,5.571428571428571,5.571428571428571,5.7,2.070196678027063,2.878577234772713,958.8257142857143,877.107,-0.128571428571429
C001,2020-04-24,7,730.61,7,7,104.37285714285714,4,4,17,2,0,7.0,9.0,8.0,9.0,2400.5,614.0600000000001,5.714285714285714,5.785714285714286,5.666666666666667,2.138089935299396,2.8567323186168285,966.3528571428571,866.435,0.04761904761904745
C001,2020-04-25,9,950.0699999999999,9,9,105.56333333333333,5,4,17,2,1,7.0,5.0,13.0,4.0,587.31,1048.1999999999998,5.428571428571429,5.714285714285714,5.6,1.7182493859684493,2.7990146049316507,727.7971428571428,870.3199999999999,-0.17142857142857082
C001,2020-04-26,8,1704.37,8,8,213.04625,6,4,17,2,1,9.0,5.0,4.0,4.0,1306.3700000000001,381.16999999999996,6.0,5.428571428571429,5.766666666666667,2.160246899469288,2.848875559588903,779.62,867.0489999999999,0.2333333333333334
C001,2020-04-27,3,255.57999999999998,3,3,85.19333333333333,0,4,18,2,0,8.0,6.0,1.0,13.0,689.79,1363.27,6.428571428571429,5.714285714285714,5.9,2.2253945610567487,2.8569334898658805,836.4771428571429,911.1556666666667,0.5285714285714285
