clinic_id,visit_date,number_of_daily_visits,daily_revenue,clinic_capacity,vet_utilization_rate,average_wait_time
C001,2020-02-15,6,1169.01,36,0.16666666666666666,14.247322994924755
C001,2020-02-16,14,2011.5,36,0.3888888888888889,19.59950191377108
C001,2020-02-17,4,611.51,36,0.1111111111111111,14.242427070371615
C001,2020-02-18,5,501.45,36,0.1388888888888889,18.96485808547984
C001,2020-02-19,5,1043.1899999999998,36,0.1388888888888889,12.593225521906875
C001,2020-02-20,8,832.77,36,0.2222222222222222,16.90392293808207
C001,2020-02-21,3,162.54,36,0.08333333333333333,34.26792398585468
C001,2020-02-22,16,1070.75,36,0.4444444444444444,30.683626707347166
C001,2020-02-23,3,285.77,36,0.08333333333333333,12.447202847406022
C001,2020-02-24,5,257.81,36,0.1388888888888889,19.5912068573526
C001,2020-02-25,7,905.01,36,0.19444444444444445,5.0
C001,2020-02-26,4,585.9,36,0.1111111111111111,15.215104013485881
C001,2020-02-27,3,783.38,36,0.08333333333333333,16.911025700657692
C001,2020-02-28,8,554.28,36,0.2222222222222222,8.579299058538613
C001,2020-02-29,10,3194.1800000000003,36,0.2777777777777778,6.427914092139101
C001,2020-03-01,10,1340.17,36,0.2777777777777778,27.588517833841212
C001,2020-03-02,2,205.07999999999998,36,0.05555555555555555,17.585752045807826
C001,2020-03-03,8,1134.25,36,0.2222222222222222,13.240718178099437
C001,2020-03-04,1,97.92,36,0.027777777777777776,7.048876281427588
C001,2020-03-05,5,747.9300000000001,36,0.1388888888888889,5.0
C001,2020-03-06,10,1427.6299999999999,36,0.2777777777777778,16.405562861083517
C001,2020-03-07,6,1082.29,36,0.16666666666666666,6.212369053794184
C001,2020-03-08,4,403.22,36,0.1111111111111111,11.214122662741127
C001,2020-03-09,5,827.8599999999999,36,0.1388888888888889,14.492840282877072
C001,2020-03-10,5,747.8,36,0.1388888888888889,12.13497279442721
C001,2020-03-11,7,1304.11,36,0.19444444444444445,27.260144853884917
C001,2020-03-12,4,188.82,36,0.1111111111111111,20.191051018265398
C001,2020-03-13,9,1198.24,36,0.25,17.81200804097413
C001,2020-03-14,5,444.3,36,0.1388888888888889,13.644371353119269
C001,2020-03-15,8,599.21,36,0.2222222222222222,20.704516439945884
C001,2020-03-16,6,539.53,36,0.16666666666666666,5.635395882776443
C001,2020-03-17,9,1305.0,36,0.25,17.441917529864188
C001,2020-03-18,7,622.0,36,0.19444444444444445,5.0
C001,2020-03-19,6,528.41,36,0.16666666666666666,15.516887825961305
C001,2020-03-20,7,1105.07,36,0.19444444444444445,24.756823585022694
C001,2020-03-21,10,2008.8600000000001,36,0.2777777777777778,17.339906391277857
C001,2020-03-22,9,1646.99,36,0.25,21.272305380457077
C001,2020-03-23,7,435.46,36,0.19444444444444445,11.318554602301445
C001,2020-03-24,8,771.12,36,0.2222222222222222,7.521118300486552
C001,2020-03-25,9,614.0600000000001,36,0.25,11.580553650498183
C001,2020-03-26,4,1048.1999999999998,36,0.1111111111111111,21.966255959136546
C001,2020-03-27,4,381.16999999999996,36,0.1111111111111111,7.77694083301982
C001,2020-03-28,13,1363.27,36,0.3611111111111111,12.490909956587236
C001,2020-03-29,7,1677.25,36,0.19444444444444445,19.581731534075487
C001,2020-03-30,3,191.04,36,0.08333333333333333,11.476626330846987
C001,2020-03-31,5,527.9599999999999,36,0.1388888888888889,24.379090202713684
C001,2020-04-01,4,635.91,36,0.1111111111111111,15.31705259139866
C001,2020-04-02,3,620.1500000000001,36,0.08333333333333333,5.0
C001,2020-04-03,4,914.01,36,0.1111111111111111,15.42025018130185
C001,2020-04-04,10,1852.6599999999999,36,0.2777777777777778,21.773565614735677
C001,2020-04-05,6,639.6600000000001,36,0.16666666666666666,18.063266233504084
C001,2020-04-06,5,1788.23,36,0.1388888888888889,14.676653181281218
C001,2020-04-07,3,278.15999999999997,36,0.08333333333333333,18.87691877891755
C001,2020-04-08,5,1142.5700000000002,36,0.1388888888888889,12.37757291677715
C001,2020-04-09,4,834.41,36,0.1111111111111111,17.38012101515262
C001,2020-04-10,8,916.37,36,0.2222222222222222,10.475580978411148
C001,2020-04-11,13,2598.48,36,0.3611111111111111,25.199960645102752
C001,2020-04-12,4,341.29,36,0.1111111111111111,11.22499556793026
C001,2020-04-13,1,37.71,36,0.027777777777777776,6.253458310336006
C001,2020-04-14,5,251.28,36,0.1388888888888889,22.97575762825327
C001,2020-04-15,4,176.47,36,0.1111111111111111,20.53857740841991
C001,2020-04-16,6,398.27,36,0.16666666666666666,21.530992128169434
C001,2020-04-17,9,2400.5,36,0.25,16.62221578647864
C001,2020-04-18,5,587.31,36,0.1388888888888889,12.969533749281597
C001,2020-04-19,5,1306.3700000000001,36,0.1388888888888889,5.973373669095086
C001,2020-04-20,6,689.79,36,0.16666666666666666,15.05288597616954
C001,2020-04-21,2,104.18,36,0.05555555555555555,16.525326372746605
C001,2020-04-22,6,1225.36,36,0.16666666666666666,19.23925803944332
C001,2020-04-23,7,450.96,36,0.19444444444444445,7.912339434105071
C001,2020-04-24,7,730.61,36,0.19444444444444445,13.466974774986102
C001,2020-04-25,9,950.0699999999999,36,0.25,8.323690311241164
C001,2020-04-26,8,1704.37,36,0.2222222222222222,15.688510009082652
C001,2020-04-27,3,255.57999999999998,36,0.08333333333333333,5.868333503378854
C001,2020-04-28,6,388.5,36,0.16666666666666666,13.922240180627462
C001,2020-04-29,5,891.23,36,0.1388888888888889,14.996244107408316
C001,2020-04-30,4,738.5,36,0.1111111111111111,13.439412143017853
C001,2020-05-01,6,610.15,36,0.16666666666666666,15.893592081972725
C001,2020-05-02,10,1265.29,36,0.2777777777777778,18.521197594866084
C001,2020-05-03,6,1069.68,36,0.16666666666666666,9.027213199326454
C001,2020-05-04,7,712.3299999999999,36,0.19444444444444445,6.060534008570882
C001,2020-05-05,8,809.4,36,0.2222222222222222,9.10952936590442
C001,2020-05-06,5,382.24,36,0.1388888888888889,23.981531390678136
C001,2020-05-07,8,2056.56,36,0.2222222222222222,12.920182941766775
C001,2020-05-08,10,810.7,36,0.2777777777777778,10.154030471926305
C001,2020-05-09,5,902.47,36,0.1388888888888889,19.843911603581184
C001,2020-05-10,4,236.52,36,0.1111111111111111,9.75234922827748
C001,2020-05-11,8,1009.08,36,0.2222222222222222,17.293354179678765
C001,2020-05-12,6,833.05,36,0.16666666666666666,21.278361481160804
C001,2020-05-13,5,249.9,36,0.1388888888888889,25.47653691595606
C001,2020-05-14,7,739.6,36,0.19444444444444445,14.2137494551496
C001,2020-05-15,8,1340.15,36,0.2222222222222222,22.639235886722645
C001,2020-05-16,8,929.22,36,0.2222222222222222,19.543560104011583
C001,2020-05-17,8,1426.65,36,0.2222222222222222,14.231282896868265
C001,2020-05-18,4,470.33,36,0.1111111111111111,10.590496702185996
C001,2020-05-19,8,710.8,36,0.2222222222222222,5.0
C001,2020-05-20,6,496.79,36,0.16666666666666666,10.92288826112517
C001,2020-05-21,11,1109.13,36,0.3055555555555556,21.282533220337704
C001,2020-05-22,5,380.94,36,0.1388888888888889,22.880233833935193
C001,2020-05-23,8,1808.33,36,0.2222222222222222,15.323914436819415
C001,2020-05-24,4,427.11,36,0.1111111111111111,24.586263894765043
C001,2020-05-25,3,217.89,36,0.08333333333333333,14.843128363651527
C001,2020-05-26,8,1494.1100000000001,36,0.2222222222222222,17.078057395426004
C001,2020-05-27,9,2039.41,36,0.25,12.272265194479136
C001,2020-05-28,5,246.26,36,0.1388888888888889,25.334940084515523
C001,2020-05-29,7,440.82,36,0.19444444444444445,22.796446680028538
C001,2020-05-30,6,422.89,36,0.16666666666666666,13.903098622012863
C001,2020-05-31,6,1559.3,36,0.16666666666666666,14.484247117952961
C001,2020-06-01,5,620.0699999999999,36,0.1388888888888889,23.100771227632183
C001,2020-06-02,8,1899.69,36,0.2222222222222222,7.70626610481453
C001,2020-06-03,10,635.1,36,0.2777777777777778,13.840296499167277
C001,2020-06-04,2,190.07999999999998,36,0.05555555555555555,12.033579422872736
C001,2020-06-05,9,2412.01,36,0.25,21.92968621906541
C001,2020-06-06,12,1025.74,36,0.3333333333333333,20.952538937742705
C001,2020-06-07,7,1695.02,36,0.19444444444444445,20.652783970599383
C001,2020-06-08,8,619.43,36,0.2222222222222222,13.626099358207531
C001,2020-06-09,7,712.58,36,0.19444444444444445,19.95813653089633
C001,2020-06-10,7,2492.27,36,0.19444444444444445,21.495898969053528
C001,2020-06-11,7,816.9300000000001,36,0.19444444444444445,23.401333583964952
C001,2020-06-12,4,293.03,36,0.1111111111111111,14.684093907555141
C001,2020-06-13,6,597.13,36,0.16666666666666666,8.479633070578142
C001,2020-06-14,7,1164.1399999999999,36,0.19444444444444445,14.635414339419118
C001,2020-06-15,1,73.47,36,0.027777777777777776,21.84113194138773
C001,2020-06-16,8,409.89,36,0.2222222222222222,21.104584940445253
C001,2020-06-17,6,438.83,36,0.16666666666666666,28.874176409439567
C001,2020-06-18,5,544.27,36,0.1388888888888889,12.146088507718238
C001,2020-06-19,5,1247.09,36,0.1388888888888889,17.888102126917367
C001,2020-06-20,5,1585.1799999999998,36,0.1388888888888889,17.063038012656072
C001,2020-06-21,7,982.0,36,0.19444444444444445,16.619073124758252
C001,2020-06-22,7,723.87,36,0.19444444444444445,18.776912649564306
C001,2020-06-23,3,166.17000000000002,36,0.08333333333333333,9.52043000993966
C001,2020-06-24,4,264.81,36,0.1111111111111111,8.637872350955265
C001,2020-06-25,3,473.5,36,0.08333333333333333,11.137701466670283
C001,2020-06-26,7,567.19,36,0.19444444444444445,13.45782690773726
C001,2020-06-27,7,414.21,36,0.19444444444444445,22.14455587211825
C001,2020-06-28,6,599.02,36,0.16666666666666666,17.72165841280789
C001,2020-06-29,3,447.71,36,0.08333333333333333,8.945054445822304
C001,2020-06-30,8,1584.72,36,0.2222222222222222,20.09245531312819
C001,2020-07-01,6,802.53,36,0.16666666666666666,25.810406823992835
C001,2020-07-02,7,537.57,36,0.19444444444444445,13.892485561016446
C001,2020-07-03,5,584.7099999999999,36,0.1388888888888889,18.865280867556947
C001,2020-07-04,8,1679.28,36,0.2222222222222222,11.84207274148499
C001,2020-07-05,4,725.0000000000001,36,0.1111111111111111,6.327656750027551
C001,2020-07-06,5,700.06,36,0.1388888888888889,8.881609232289357
C001,2020-07-07,5,1197.55,36,0.1388888888888889,14.615476037119926
C001,2020-07-08,2,93.34,36,0.05555555555555555,8.928372975066232
C001,2020-07-09,8,1458.58,36,0.2222222222222222,7.638158885630709
C001,2020-07-10,3,426.17,36,0.08333333333333333,11.379648747284733
C001,2020-07-11,6,678.43,36,0.16666666666666666,10.072116194323902
C001,2020-07-12,6,770.86,36,0.16666666666666666,12.6270250251109
C001,2020-07-13,9,2024.06,36,0.25,14.783505633119772
C001,2020-07-14,2,386.81,36,0.05555555555555555,12.84018575594807
C001,2020-07-15,5,446.9,36,0.1388888888888889,12.646817644292208
C001,2020-07-16,3,116.41999999999999,36,0.08333333333333333,16.844954678420287
C001,2020-07-17,7,1034.65,36,0.19444444444444445,16.42675800296883
C001,2020-07-18,7,1719.5,36,0.19444444444444445,16.54811733277289
C001,2020-07-19,7,2354.63,36,0.19444444444444445,17.0579831244282
C001,2020-07-20,6,545.33,36,0.16666666666666666,6.526864954737655
C001,2020-07-21,6,1726.55,36,0.16666666666666666,14.34898025430865
C001,2020-07-22,6,1416.65,36,0.16666666666666666,13.613364031264826
C001,2020-07-23,8,1825.6100000000001,36,0.2222222222222222,17.21060779142037
C001,2020-07-24,6,746.55,36,0.16666666666666666,11.791025142911842
C001,2020-07-25,4,302.25,36,0.1111111111111111,17.844400607543452
C001,2020-07-26,7,864.36,36,0.19444444444444445,9.454621422158123
C001,2020-07-27,4,1663.99,36,0.1111111111111111,15.305118488169889
C001,2020-07-28,6,473.67999999999995,36,0.16666666666666666,16.28745318545492
C001,2020-07-29,2,171.81,36,0.05555555555555555,8.281655156932748
C001,2020-07-30,8,732.14,36,0.2222222222222222,20.17438027677901
C001,2020-07-31,6,668.52,36,0.16666666666666666,18.64024924419335
C001,2020-08-01,10,486.37,36,0.2777777777777778,26.765044344248054
C001,2020-08-02,6,1119.9,36,0.16666666666666666,21.88242711886833
C001,2020-08-03,4,748.9599999999999,36,0.1111111111111111,15.475107405354244
C001,2020-08-04,5,2670.26,36,0.1388888888888889,10.092143141636148
C001,2020-08-05,3,555.01,36,0.08333333333333333,16.847314444672612
C001,2020-08-06,4,507.91,36,0.1111111111111111,20.39495427735698
C001,2020-08-07,3,596.9300000000001,36,0.08333333333333333,13.151294662884888
C001,2020-08-08,7,2099.0099999999998,36,0.19444444444444445,13.384770859224925
C001,2020-08-09,6,862.63,36,0.16666666666666666,16.280038660301237
C001,2020-08-10,1,42.31,36,0.027777777777777776,12.830960988747162
C001,2020-08-11,7,1200.27,36,0.19444444444444445,15.566347212061935
C001,2020-08-12,5,698.3199999999999,36,0.1388888888888889,16.329606942824444
C001,2020-08-13,5,524.97,36,0.1388888888888889,16.25059811648657
C001,2020-08-14,4,187.18,36,0.1111111111111111,11.658056916274697
C001,2020-08-15,8,461.74,36,0.2222222222222222,15.182900207955287
C001,2020-08-16,8,1835.15,36,0.2222222222222222,18.110217314806103
C001,2020-08-17,4,640.96,36,0.1111111111111111,16.607776390281906
C001,2020-08-18,4,514.4000000000001,36,0.1111111111111111,18.143541019240843
C001,2020-08-19,4,1125.27,36,0.1111111111111111,17.6118974715101
C001,2020-08-20,8,1009.57,36,0.2222222222222222,23.19498657275915
C001,2020-08-21,12,2740.06,36,0.3333333333333333,14.552444296845602
C001,2020-08-22,3,678.67,36,0.08333333333333333,9.132496368451955
C001,2020-08-23,5,613.1700000000001,36,0.1388888888888889,9.929471409482582
C001,2020-08-24,3,111.0,36,0.08333333333333333,22.94952733750108
C001,2020-08-25,2,115.31,36,0.05555555555555555,5.0
C001,2020-08-26,10,1352.77,36,0.2777777777777778,18.24240010699716
C001,2020-08-27,5,744.4399999999999,36,0.1388888888888889,16.460393028859546
C001,2020-08-28,5,990.4100000000001,36,0.1388888888888889,18.523649648821007
C001,2020-08-29,7,2773.34,36,0.19444444444444445,26.32113323789146
C001,2020-08-30,7,1560.6399999999999,36,0.19444444444444445,5.0
C001,2020-08-31,3,249.68,36,0.08333333333333333,24.148119129060632
C001,2020-09-01,7,617.51,36,0.19444444444444445,11.022268043932602
C001,2020-09-02,5,1568.0,36,0.1388888888888889,13.095986799201514
C001,2020-09-03,4,340.84000000000003,36,0.1111111111111111,5.0
C001,2020-09-04,4,293.0,36,0.1111111111111111,28.472491126842527
C001,2020-09-05,9,1607.0,36,0.25,16.42407074568735
C001,2020-09-06,5,292.59,36,0.1388888888888889,16.841472758759913
C001,2020-09-07,1,58.7,36,0.027777777777777776,12.818014283573051
C001,2020-09-08,2,115.41999999999999,36,0.05555555555555555,14.449925645221962
C001,2020-09-09,7,1204.73,36,0.19444444444444445,16.3717672014679
C001,2020-09-10,3,173.29000000000002,36,0.08333333333333333,11.35587633582664
C001,2020-09-11,15,1776.6,36,0.4166666666666667,21.09372775447227
C001,2020-09-12,5,491.37,36,0.1388888888888889,18.712520516960158
C001,2020-09-13,5,551.54,36,0.1388888888888889,21.36566693707297
C001,2020-09-14,7,2226.63,36,0.19444444444444445,20.558992578669933
C001,2020-09-15,5,498.12,36,0.1388888888888889,5.0
C001,2020-09-16,4,918.57,36,0.1111111111111111,11.998467227486243
C001,2020-09-17,3,168.31,36,0.08333333333333333,5.0
C001,2020-09-18,3,167.94,36,0.08333333333333333,9.598868649923745
C001,2020-09-19,6,2811.24,36,0.16666666666666666,8.785007244669957
C001,2020-09-20,9,1392.84,36,0.25,21.510574174309646
C001,2020-09-21,2,277.1,36,0.05555555555555555,16.069297595052436
C001,2020-09-22,3,303.06,36,0.08333333333333333,18.16942188341496
C001,2020-09-23,6,563.12,36,0.16666666666666666,15.452327413836668
C001,2020-09-24,5,615.58,36,0.1388888888888889,13.089516044153028
C001,2020-09-25,7,669.75,36,0.19444444444444445,18.877485950390778
C001,2020-09-26,3,710.23,36,0.08333333333333333,9.19612028997335
C001,2020-09-27,10,2528.29,36,0.2777777777777778,13.287256125699946
C001,2020-09-28,3,166.67000000000002,36,0.08333333333333333,8.75197360176766
C001,2020-09-29,1,147.68,36,0.027777777777777776,17.490326647222798
C001,2020-09-30,9,816.0699999999999,36,0.25,22.13411948722649
C001,2020-10-01,7,674.9000000000001,36,0.19444444444444445,8.364237187497244
C001,2020-10-02,6,435.32,36,0.16666666666666666,24.309764620731638
C001,2020-10-03,7,898.01,36,0.19444444444444445,12.361245517309882
C001,2020-10-04,7,473.14,36,0.19444444444444445,15.331510158138963
C001,2020-10-05,8,705.23,36,0.2222222222222222,15.309916880263632
C001,2020-10-06,3,155.4,36,0.08333333333333333,16.245265929845047
C001,2020-10-07,8,763.16,36,0.2222222222222222,21.558471941477045
C001,2020-10-08,3,1111.01,36,0.08333333333333333,16.835323142320863
C001,2020-10-09,9,1165.76,36,0.25,13.625051837336146
C001,2020-10-10,6,650.46,36,0.16666666666666666,23.34431428551565
C001,2020-10-11,5,321.37,36,0.1388888888888889,5.0
C001,2020-10-12,8,899.82,36,0.2222222222222222,15.051823388193453
C001,2020-10-13,4,402.41999999999996,36,0.1111111111111111,7.507981265697435
C001,2020-10-14,5,541.56,36,0.1388888888888889,15.497083868758365
C001,2020-10-15,3,157.13,36,0.08333333333333333,14.195927113277252
C001,2020-10-16,5,1179.47,36,0.1388888888888889,6.005919948891337
C001,2020-10-17,10,510.55,36,0.2777777777777778,21.734117849410815
C001,2020-10-18,6,1111.6599999999999,36,0.16666666666666666,7.645767376825411
C001,2020-10-19,7,1309.02,36,0.19444444444444445,19.526116191925986
C001,2020-10-20,6,446.54,36,0.16666666666666666,23.888876315365525
C001,2020-10-21,7,422.05,36,0.19444444444444445,15.452960685017832
C001,2020-10-22,7,1334.54,36,0.19444444444444445,14.861824188970935
C001,2020-10-23,6,1547.4,36,0.16666666666666666,15.012620394297231
C001,2020-10-24,2,73.67,36,0.05555555555555555,19.57973548791177
C001,2020-10-25,6,846.61,36,0.16666666666666666,16.14225691948617
C001,2020-10-26,3,409.77000000000004,36,0.08333333333333333,8.421881655681336
C001,2020-10-27,8,738.1,36,0.2222222222222222,13.453725127015225
C001,2020-10-28,5,638.63,36,0.1388888888888889,5.0
C001,2020-10-29,5,879.26,36,0.1388888888888889,15.320391644771576
C001,2020-10-30,5,1254.74,36,0.1388888888888889,13.494663973974
C001,2020-10-31,11,1952.86,36,0.3055555555555556,14.21943016802544
C001,2020-11-01,3,856.66,36,0.08333333333333333,16.955802692178118
C001,2020-11-02,5,1059.8100000000002,36,0.1388888888888889,15.927928072633556
C001,2020-11-03,7,724.0,36,0.19444444444444445,10.777964466826559
C001,2020-11-04,7,346.63,36,0.19444444444444445,15.989861242119442
C001,2020-11-05,3,512.6800000000001,36,0.08333333333333333,19.980264282286768
C001,2020-11-06,9,2042.14,36,0.25,20.207601829315006
C001,2020-11-07,5,689.98,36,0.1388888888888889,14.675643455513393
C001,2020-11-08,5,609.4699999999999,36,0.1388888888888889,15.97088442503684
C001,2020-11-09,4,223.25,36,0.1111111111111111,16.011487673646855
C001,2020-11-10,10,1662.72,36,0.2777777777777778,15.898613368047979
C001,2020-11-11,2,106.37,36,0.05555555555555555,15.035463644898893
C001,2020-11-12,6,427.76,36,0.16666666666666666,5.0
C001,2020-11-13,2,106.55000000000001,36,0.05555555555555555,5.0
C001,2020-11-14,2,172.82,36,0.05555555555555555,15.406702222697612
C001,2020-11-15,5,896.68,36,0.1388888888888889,25.820488427023314
C001,2020-11-16,4,276.86,36,0.1111111111111111,6.143901486827351
C001,2020-11-17,4,254.86,36,0.1111111111111111,5.928504781273068
C001,2020-11-18,3,687.5899999999999,36,0.08333333333333333,14.265432057377145
C001,2020-11-19,2,127.37,36,0.05555555555555555,11.565609141231946
C001,2020-11-20,6,656.47,36,0.16666666666666666,23.93358246343901
C001,2020-11-21,13,1631.12,36,0.3611111111111111,32.51355806076056
C001,2020-11-22,6,1130.47,36,0.16666666666666666,10.094487007804634
C001,2020-11-23,4,287.06,36,0.1111111111111111,5.0
C001,2020-11-24,7,1253.33,36,0.19444444444444445,26.840401128106734
C001,2020-11-25,6,1059.8400000000001,36,0.16666666666666666,19.062461640287793
C001,2020-11-26,6,751.6600000000001,36,0.16666666666666666,8.420076744740225
C001,2020-11-27,1,136.65,36,0.027777777777777776,12.992332656874124
C001,2020-11-28,5,407.45,36,0.1388888888888889,14.289732058825516
C001,2020-11-29,5,510.53,36,0.1388888888888889,17.679341034321936
C001,2020-11-30,8,1772.78,36,0.2222222222222222,15.7187360949497
C001,2020-12-01,7,532.74,36,0.19444444444444445,8.992689803689231
C001,2020-12-02,4,691.17,36,0.1111111111111111,18.08449369305255
C001,2020-12-03,9,604.76,36,0.25,18.59787748487706
C001,2020-12-04,4,587.4,36,0.1111111111111111,5.6526716754833455
C001,2020-12-05,8,1146.19,36,0.2222222222222222,22.20222553967603
C001,2020-12-06,3,362.35,36,0.08333333333333333,6.8575317627182
C001,2020-12-07,1,38.48,36,0.027777777777777776,7.604865627058387
C001,2020-12-08,2,338.23,36,0.05555555555555555,18.580479102346036
C001,2020-12-09,5,500.69,36,0.1388888888888889,15.679849937877998
C001,2020-12-10,5,1006.8399999999999,36,0.1388888888888889,14.167401362049457
C001,2020-12-11,3,1081.39,36,0.08333333333333333,18.134000250894534
C001,2020-12-12,5,708.3499999999999,36,0.1388888888888889,9.333727712331473
C001,2020-12-13,5,354.49,36,0.1388888888888889,13.864906224293435
C001,2020-12-14,6,324.29,36,0.16666666666666666,15.501004337423536
C001,2020-12-15,4,214.51000000000002,36,0.1111111111111111,11.09056025931088
C001,2020-12-16,4,203.68,36,0.1111111111111111,13.262484247538975
C001,2020-12-17,9,1256.98,36,0.25,30.971536615894294
C001,2020-12-18,7,1083.19,36,0.19444444444444445,23.520782529475994
C001,2020-12-19,6,1110.48,36,0.16666666666666666,5.0
C001,2020-12-20,9,2152.1,36,0.25,13.333306006766975
C001,2020-12-21,4,211.01,36,0.1111111111111111,5.0
C001,2020-12-22,6,796.03,36,0.16666666666666666,22.779507164297904
C001,2020-12-23,6,629.48,36,0.16666666666666666,16.539356445109725
C001,2020-12-24,4,337.25,36,0.1111111111111111,11.750501048752565
C001,2020-12-25,4,918.9,36,0.1111111111111111,17.595095985360558
C001,2020-12-26,2,143.16,36,0.05555555555555555,14.250533052326608
C001,2020-12-27,5,406.0,36,0.1388888888888889,8.387056977020189
C001,2020-12-28,16,1126.61,36,0.4444444444444444,24.478750075895576
C001,2020-12-29,7,459.87,36,0.19444444444444445,19.73176724644312
C001,2020-12-30,5,347.01,36,0.1388888888888889,9.190247067704357
C001,2020-12-31,8,847.12,36,0.2222222222222222,12.290247047428618
C001,2021-01-01,10,520.53,36,0.2777777777777778,24.316711142622427
C001,2021-01-02,8,1868.95,36,0.2222222222222222,14.049645402618179
C001,2021-01-03,8,1058.06,36,0.2222222222222222,18.861926915887143
C001,2021-01-04,5,1120.44,36,0.1388888888888889,12.013238345186238
C001,2021-01-05,6,371.69,36,0.16666666666666666,18.471379904555903
C001,2021-01-06,5,1315.0800000000002,36,0.1388888888888889,13.914696660927158
C001,2021-01-07,9,581.09,36,0.25,10.313724291383249
C001,2021-01-08,3,372.51,36,0.08333333333333333,16.41413508819965
C001,2021-01-09,9,1923.8200000000002,36,0.25,17.829476628485434
C001,2021-01-10,9,686.7,36,0.25,13.966225712155383
C001,2021-01-11,6,1140.06,36,0.16666666666666666,18.153728298429705
C001,2021-01-12,7,481.11,36,0.19444444444444445,15.58391048801192
C001,2021-01-13,5,939.47,36,0.1388888888888889,13.608204717836236
C001,2021-01-14,2,1037.15,36,0.05555555555555555,7.670174806714225
C001,2021-01-15,9,1668.61,36,0.25,12.244626479213576
C001,2021-01-16,6,275.1,36,0.16666666666666666,21.87838358698009
C001,2021-01-17,5,617.5,36,0.1388888888888889,12.790554737991444
C001,2021-01-18,4,510.56,36,0.1111111111111111,12.087000028953671
C001,2021-01-19,8,733.01,36,0.2222222222222222,14.44280252389418
C001,2021-01-20,4,875.69,36,0.1111111111111111,6.719284721881075
C001,2021-01-21,3,219.82,36,0.08333333333333333,19.022006226240592
C001,2021-01-22,9,1446.19,36,0.25,8.273202423271451
C001,2021-01-23,9,1304.21,36,0.25,14.979697191097362
C001,2021-01-24,4,185.87,36,0.1111111111111111,22.525662146885576
C001,2021-01-25,5,396.65,36,0.1388888888888889,19.82231342810487
