customer_id,signup_date,age,income,country,loyalty_member,website_visits,app_usage,discount_usage,engagement_score,purchase_propensity,total_orders,total_spent,average_order_value,days_since_last_purchase
1851,2023-01-10,39,38274,Spain,False,7,2,False,0.08863353959468852,0.0,0.0,0.0,0.0,730.0
1614,2023-01-10,44,85286,Spain,False,9,1,False,0.21375814253798828,0.1532676338299848,26.0,1755.97,67.53730769230769,46.0
281,2023-01-10,18,90024,Spain,True,5,7,False,0.24882481182563876,0.3419785065398475,59.0,6558.43,111.15983050847458,0.0
442,2023-01-10,18,32425,France,False,6,3,True,0.4057668479241008,0.37879814715963,52.0,5895.24,113.36999999999999,10.0
1527,2023-01-11,18,53630,Germany,False,10,6,False,0.3506882183489735,0.11348921734831255,16.0,2289.16,143.0725,0.0
6366,2023-01-11,31,134523,Spain,True,5,1,False,0.15495726695105214,0.3614021655716654,54.0,6574.11,121.74277777777777,0.0
3652,2023-01-11,36,124299,Spain,True,6,2,True,0.32535568762437084,0.5760795902819734,74.0,5850.14,79.05594594594595,9.0
2492,2023-01-11,45,31499,Portugal,False,6,4,True,0.4452970280445827,0.3995190223795995,65.0,7683.84,118.21292307692308,2.0
610,2023-01-11,18,24935,Spain,False,11,4,False,0.20109448704306992,0.06362887701896702,11.0,1048.34,95.30363636363636,52.0
3792,2023-01-11,21,59592,Italy,False,4,4,True,0.37394326889755014,0.32293487450116776,60.0,5792.49,96.5415,7.0
1094,2023-01-12,36,71416,Italy,False,8,3,False,0.2828335602812887,0.1724492622344832,24.0,2259.25,94.13541666666667,13.0
1105,2023-01-12,37,71642,Spain,True,5,2,False,0.21553390308830536,0.3902731345899412,54.0,5416.6900000000005,100.30907407407409,11.0
1224,2023-01-12,33,65668,Spain,True,10,4,True,0.5364682784981752,0.6409703244050289,115.0,12269.35,106.69,5.0
8754,2023-01-12,23,57617,Spain,True,9,5,False,0.3444713812281051,0.3514669300302289,56.0,5251.23,93.77196428571428,1.0
6739,2023-01-12,28,40439,Germany,True,10,6,False,0.33858730326963227,0.3742177076980261,50.0,5451.34,109.02680000000001,8.0
7481,2023-01-13,33,36431,France,False,10,6,False,0.2515483540552136,0.11676195176307061,15.0,1282.0,85.46666666666667,9.0
205,2023-01-13,18,74743,France,True,8,3,True,0.40533400845290773,0.5782450496814686,96.0,8721.73,90.85135416666667,5.0
9766,2023-01-13,26,35141,Italy,True,8,5,False,0.2743479010345461,0.2925951108881758,45.0,4262.61,94.72466666666666,9.0
2119,2023-01-13,21,21722,France,False,5,4,True,0.36301376420273324,0.27208734733801254,30.0,2943.48,98.116,6.0
5496,2023-01-13,40,53729,Netherlands,False,7,3,False,0.1898460104037798,0.13692059451035365,30.0,2776.69,92.55633333333334,21.0
9143,2023-01-13,25,57675,Germany,False,8,6,False,0.2941895059382912,0.21111072105706444,29.0,2290.17,78.97137931034483,1.0
4158,2023-01-14,21,130826,Spain,False,11,3,False,0.28587167811742065,0.30321380569731543,52.0,4245.39,81.6421153846154,0.0
2259,2023-01-14,29,50844,France,False,8,3,False,0.24419679626223567,0.06804236450154481,17.0,1765.37,103.84529411764706,16.0
6944,2023-01-14,42,25760,Italy,False,10,1,False,0.1333241367720559,0.019255294358554893,3.0,136.44,45.48,150.0
6039,2023-01-14,34,91992,Spain,False,6,5,False,0.2337586095028315,0.2371446318820398,41.0,5577.17,136.02853658536586,0.0
7417,2023-01-14,46,48782,Italy,False,9,7,True,0.5082368634281071,0.39649558665987716,72.0,5839.72,81.10722222222222,6.0
3505,2023-01-14,44,46159,Spain,True,6,1,False,0.1961840352560246,0.30583354431275817,59.0,6262.5599999999995,106.1450847457627,0.0
6319,2023-01-15,27,27948,Portugal,True,6,0,False,0.16278081587968696,0.2546817769873144,46.0,4988.43,108.44413043478262,2.0
9978,2023-01-15,36,64509,Germany,False,11,0,True,0.535009647307599,0.40949254780129596,62.0,6127.63,98.83274193548387,10.0
5467,2023-01-15,45,54063,Spain,True,10,8,True,0.6283176482276612,0.5932632782928281,92.0,8888.08,96.6095652173913,0.0
1381,2023-01-15,30,52027,Portugal,True,3,5,False,0.217663339428658,0.32594692474323944,49.0,4486.64,91.56408163265307,4.0
964,2023-01-15,37,79907,Spain,True,4,2,True,0.41981183475043277,0.5892421968811388,102.0,10243.44,100.42588235294119,0.0
3079,2023-01-15,25,84895,France,False,10,6,False,0.3959528086442341,0.25360776146806324,36.0,4197.24,116.58999999999999,7.0
7766,2023-01-15,32,58694,Italy,True,16,5,False,0.4479375780463461,0.3623889189255548,65.0,6565.29,101.00446153846154,11.0
8286,2023-01-15,32,65450,Portugal,True,9,4,False,0.24016750316750118,0.3287721014901293,66.0,6838.35,103.61136363636365,1.0
2372,2023-01-16,41,59471,Spain,False,8,1,False,0.25785912781759385,0.12485711942456924,11.0,614.07,55.82454545454546,199.0
1485,2023-01-16,31,115354,Italy,True,7,4,False,0.25332783106135764,0.5024111876718637,79.0,8108.66,102.6412658227848,0.0
4217,2023-01-16,37,31774,Spain,False,9,2,False,0.16726392443207963,0.05714144812590921,9.0,641.08,71.23111111111112,295.0
7637,2023-01-16,38,29054,Spain,False,8,1,True,0.4264277110185634,0.4052304145480946,58.0,5679.2699999999995,97.91844827586206,11.0
4902,2023-01-16,27,27599,Spain,True,5,6,False,0.3075176197701927,0.34214644557640395,51.0,5307.63,104.07117647058824,3.0
2368,2023-01-16,30,64759,Germany,False,9,7,True,0.48765928835391137,0.4073331092462424,56.0,6400.7300000000005,114.29875000000001,0.0
8473,2023-01-17,39,47244,Spain,False,11,3,True,0.5781585842985971,0.38370218229928926,59.0,5953.18,100.9013559322034,2.0
9046,2023-01-17,53,28757,Spain,False,5,4,False,0.16489239723554935,0.10921439938749938,18.0,1132.56,62.919999999999995,10.0
3895,2023-01-17,22,45389,Netherlands,False,10,1,True,0.3936816311872839,0.3301441303046312,41.0,7857.53,191.6470731707317,46.0
6186,2023-01-17,40,147041,Spain,True,6,6,False,0.17864842352518573,0.4169237917819896,67.0,6742.37,100.6323880597015,0.0
7036,2023-01-17,47,61914,France,True,9,6,False,0.3204741150212114,0.37909409499052377,60.0,4844.84,80.74733333333333,7.0
8941,2023-01-17,35,104532,Germany,False,6,5,False,0.17665465009697387,0.17042597085546624,31.0,3892.26,125.55677419354839,4.0
6117,2023-01-17,25,26059,Spain,False,11,1,True,0.5443518748061058,0.3399046927551834,48.0,3369.29,70.19354166666666,11.0
3424,2023-01-18,34,57860,France,False,9,6,True,0.6345648170964092,0.4557683271590795,82.0,8278.14,100.95292682926828,0.0
5575,2023-01-18,25,64610,Germany,False,3,7,False,0.22439704833910165,0.13560938098008757,17.0,1928.96,113.46823529411765,10.0
9299,2023-01-18,29,70670,Germany,True,9,3,False,0.23139510570618158,0.35365575099924396,58.0,6015.69,103.71879310344826,3.0
9527,2023-01-18,38,44056,Italy,False,8,2,False,0.22940521141735912,0.1072806943515544,18.0,2773.07,154.05944444444447,0.0
8856,2023-01-19,34,81886,France,True,9,6,False,0.38855996946592614,0.43623587056847013,60.0,5860.41,97.6735,0.0
976,2023-01-19,36,63939,Portugal,False,8,6,False,0.358564194134018,0.18713638710811029,34.0,5663.25,166.56617647058823,2.0
8137,2023-01-19,23,52252,Germany,True,6,2,True,0.39930158420320605,0.5025219082379955,74.0,5974.36,80.7345945945946,3.0
6758,2023-01-19,28,40359,Germany,True,4,5,False,0.23356567460126965,0.3361633075486339,62.0,5670.73,91.46338709677418,10.0
4258,2023-01-20,41,23792,Spain,True,6,8,False,0.3566432686599893,0.31200509059786374,39.0,2773.07,71.10435897435897,0.0
1879,2023-01-20,18,19176,Germany,False,4,3,True,0.3451311324081811,0.27850492240138325,52.0,4583.6,88.14615384615385,9.0
4989,2023-01-20,21,35710,Germany,False,5,5,True,0.5171449856468981,0.32789063625417136,36.0,2916.99,81.02749999999999,3.0
3866,2023-01-20,31,46286,Italy,True,7,4,False,0.20109316073616787,0.3591590330303965,56.0,5293.85,94.53303571428572,1.0
2242,2023-01-20,29,35662,Italy,True,11,3,False,0.31647619554621736,0.3280484996918888,47.0,6148.81,130.82574468085107,7.0
4358,2023-01-20,42,59396,France,False,12,4,True,0.547107388596764,0.4354215474028419,62.0,8086.87,130.4333870967742,1.0
1561,2023-01-20,18,75452,Germany,False,8,4,False,0.2983591281161172,0.13033080744455627,17.0,2347.64,138.0964705882353,0.0
9666,2023-01-20,34,26755,Italy,False,8,6,False,0.2642158390720329,0.12836540515491612,16.0,1958.79,122.424375,55.0
6113,2023-01-21,48,65799,France,True,7,6,False,0.34334529483689036,0.3585915988727364,53.0,5646.17,106.53150943396227,2.0
5836,2023-01-21,38,49336,Spain,True,3,5,True,0.3192699243041165,0.4924049344261195,77.0,7130.28,92.60103896103895,0.0
3728,2023-01-21,19,21122,Portugal,False,7,5,True,0.41943185967568974,0.3439410499779393,64.0,7198.4,112.475,2.0
625,2023-01-21,59,78748,Netherlands,True,8,4,False,0.29167817195024925,0.3609828379916905,59.0,5169.29,87.61508474576272,3.0
8371,2023-01-21,29,31319,France,True,4,5,False,0.16357824341176141,0.2879348675041432,44.0,4351.11,98.88886363636362,6.0
7478,2023-01-21,18,180753,Netherlands,True,10,3,False,0.32412754281336414,0.5061499430649157,71.0,7514.280000000001,105.83492957746479,3.0
3687,2023-01-21,43,89644,Spain,False,17,2,True,0.6032318685066597,0.49754235997081464,63.0,7473.87,118.63285714285715,10.0
1799,2023-01-21,26,46562,Spain,True,9,5,False,0.21693418546298812,0.30631832026546285,52.0,4136.42,79.54653846153846,14.0
1750,2023-01-21,53,49958,Germany,False,11,3,False,0.3792749566000864,0.18405402115186464,31.0,2126.31,68.59064516129033,2.0
5916,2023-01-21,42,24936,Portugal,True,8,3,True,0.36447540842334336,0.4992657452084462,73.0,7943.61,108.81657534246575,7.0
8571,2023-01-22,56,120353,Germany,False,9,3,False,0.304476823614094,0.20487239576004948,30.0,2588.85,86.295,0.0
5564,2023-01-22,24,32701,Spain,False,9,4,True,0.507381633424179,0.3589449688077461,54.0,5958.73,110.34685185185184,0.0
4216,2023-01-22,47,51060,Spain,False,6,8,False,0.3776615638309755,0.16648282871978023,33.0,3037.0099999999998,92.03060606060605,2.0
177,2023-01-22,26,36268,Italy,False,7,4,True,0.4341369189622466,0.3197545680785924,46.0,5722.69,124.40630434782608,2.0
8715,2023-01-22,38,62964,Italy,True,10,5,False,0.2823174921071421,0.31509898747487236,56.0,6692.53,119.50946428571429,23.0
9301,2023-01-22,36,49480,Spain,False,7,5,False,0.1947859809627655,0.13276354589801065,18.0,1286.88,71.49333333333334,125.0
2855,2023-01-22,48,36558,France,True,8,9,False,0.33231160266091725,0.4001990989488829,60.0,8889.59,148.15983333333332,1.0
4128,2023-01-22,43,63066,Netherlands,False,10,2,False,0.26877005615742816,0.18670653005106022,30.0,4009.71,133.657,0.0
9236,2023-01-22,30,106057,France,True,6,5,True,0.3943979760250082,0.6279357763049682,104.0,12668.52,121.81269230769232,0.0
4110,2023-01-22,45,51236,Spain,True,3,7,False,0.24362295263590283,0.3508074711418015,44.0,4383.88,99.63363636363637,2.0
9598,2023-01-22,34,16720,Portugal,False,10,6,False,0.49133832844720393,0.16959013466010067,27.0,2476.2999999999997,91.7148148148148,0.0
8517,2023-01-22,41,60330,France,True,10,2,False,0.23957932680714145,0.30740531431739276,51.0,4166.66,81.69921568627451,3.0
5796,2023-01-23,37,23895,Spain,False,10,4,False,0.40725039285339776,0.13661395428833983,19.0,1965.81,103.46368421052631,15.0
7999,2023-01-23,32,25211,Spain,True,14,0,True,0.5669548887761893,0.5640378018261257,86.0,8918.68,103.70558139534884,1.0
1568,2023-01-23,21,23935,France,True,17,3,True,0.6442931550836026,0.651231917339133,114.0,11408.28,100.07263157894738,1.0
2759,2023-01-23,37,71175,Italy,False,9,10,False,0.45311240065054814,0.24868461916820986,42.0,4696.58,111.82333333333334,9.0
2659,2023-01-23,28,24188,Italy,True,11,2,False,0.323087577502301,0.286104995078281,43.0,4630.87,107.69465116279069,8.0
1839,2023-01-23,22,81912,France,False,9,5,False,0.3283011495381871,0.22429525926504512,39.0,3449.13,88.43923076923078,6.0
4189,2023-01-23,43,74999,Italy,True,8,4,True,0.45036686643038815,0.6268092771193935,102.0,8479.71,83.13441176470587,2.0
5646,2023-01-23,28,32477,France,False,9,7,False,0.3132639184185767,0.19070920549154666,26.0,2507.49,96.44192307692308,6.0
624,2023-01-23,18,63534,Italy,True,5,5,False,0.2522958683181826,0.329341414350304,48.0,6698.41,139.55020833333333,1.0
6726,2023-01-24,35,90114,Spain,False,10,2,True,0.42115316522500396,0.44773436712790315,70.0,5690.25,81.28928571428571,1.0
4630,2023-01-24,33,37369,Spain,True,11,2,False,0.28198959281262087,0.2853920743809674,52.0,3411.36,65.60307692307693,2.0
4820,2023-01-24,34,92580,Portugal,True,6,5,False,0.2515202123572451,0.33194818173090607,52.0,5383.71,103.53288461538462,3.0
6939,2023-01-24,34,54404,Spain,False,6,5,False,0.21324322001853832,0.11026732929008878,19.0,1201.43,63.23315789473685,25.0
9556,2023-01-24,24,35424,Spain,False,10,3,False,0.2690379229314731,0.10332734349117771,22.0,2581.42,117.33727272727273,6.0
6208,2023-01-24,31,75563,Spain,False,9,1,False,0.1613702904976875,0.07708461207585529,11.0,1207.83,109.80272727272727,157.0
3760,2023-01-24,45,34773,France,True,7,10,True,0.5575741543121969,0.5544476869681042,84.0,8167.16,97.22809523809524,4.0
9753,2023-01-24,43,99983,Spain,True,10,1,True,0.4920983800259766,0.5942873544950071,111.0,12064.61,108.69018018018019,2.0
4900,2023-01-25,31,28103,France,False,8,6,True,0.4359807156881978,0.350872928532498,60.0,6662.22,111.037,1.0
4801,2023-01-25,40,96227,Portugal,False,6,2,True,0.33714328535715504,0.3848292797029102,54.0,5365.89,99.36833333333334,0.0
8149,2023-01-25,35,55759,Italy,True,9,4,False,0.2772670030863124,0.3315395396461175,63.0,7116.71,112.9636507936508,26.0
8974,2023-01-25,31,71391,Spain,False,9,8,False,0.37504368019837797,0.19552782261982765,25.0,2076.45,83.05799999999999,22.0
4299,2023-01-25,47,41069,Spain,True,9,8,False,0.31459774779941163,0.39925697811010524,61.0,6244.8,102.37377049180328,2.0
1926,2023-01-25,26,60819,Spain,False,10,9,True,0.5816136679393832,0.44805363797927394,70.0,8045.1,114.93,2.0
6723,2023-01-25,38,14113,Spain,True,6,3,True,0.41489839353561836,0.50477821980408,69.0,7458.7300000000005,108.09753623188406,0.0
3230,2023-01-25,18,55772,Spain,False,5,1,True,0.29260018042700253,0.3398695788232876,77.0,7182.58,93.28025974025974,0.0
9403,2023-01-25,38,25929,Portugal,False,10,1,False,0.306396389201072,0.15070787066138094,29.0,3644.7599999999998,125.68137931034482,24.0
6594,2023-01-25,28,72678,Spain,False,9,1,False,0.2405298394601521,0.14088687457375781,26.0,3612.2000000000003,138.93076923076924,8.0
5160,2023-01-25,31,38267,France,True,9,8,False,0.28480279907269346,0.37466160402907533,69.0,6906.82,100.09884057971014,0.0
72,2023-01-26,32,38088,France,False,6,4,False,0.23069203873655625,0.12228061281300737,18.0,1425.1200000000001,79.17333333333335,4.0
1369,2023-01-26,18,27938,Italy,False,9,4,False,0.24803091322366405,0.11906332501989464,21.0,2478.22,118.01047619047618,34.0
1227,2023-01-26,18,54819,Italy,True,9,1,False,0.2851117973638495,0.38665655603344223,71.0,9894.72,139.36225352112675,0.0
2449,2023-01-26,43,32736,Netherlands,False,3,7,True,0.37016353312426625,0.3595745880903576,61.0,5286.49,86.66377049180328,5.0
3973,2023-01-26,36,48697,Spain,True,7,3,True,0.4320246819538557,0.5571407478987566,82.0,7586.28,92.51560975609756,1.0
6279,2023-01-26,49,42460,Spain,True,6,6,False,0.20371106187014415,0.3630157584223511,71.0,7724.4,108.7943661971831,2.0
4373,2023-01-26,21,29955,Spain,False,5,8,False,0.35126068910029695,0.18554342683714037,33.0,3040.42,92.1339393939394,7.0
6635,2023-01-26,43,41170,France,False,11,3,False,0.28881528529726275,0.1501260343303697,22.0,3296.54,149.84272727272727,20.0
3615,2023-01-26,39,37216,Italy,False,8,6,False,0.34813585618030596,0.21416981909428845,38.0,2552.08,67.16,1.0
8950,2023-01-27,46,81222,Spain,False,9,4,False,0.27901460288610747,0.17442341117576504,24.0,2986.7799999999997,124.44916666666666,32.0
5930,2023-01-27,33,88271,Italy,False,12,7,False,0.4536266473332041,0.2850026841718696,53.0,4617.23,87.11754716981132,5.0
1328,2023-01-27,36,25852,Spain,True,11,5,True,0.5681893551049565,0.6109818354598524,98.0,10125.66,103.32306122448979,2.0
9013,2023-01-27,26,55079,Italy,False,9,3,False,0.2561681518311276,0.17503019957433644,29.0,3501.6800000000003,120.74758620689656,11.0
2042,2023-01-27,32,43464,Italy,False,9,2,True,0.3888096557778705,0.31904190445976627,53.0,5336.82,100.69471698113207,8.0
3887,2023-01-27,30,32215,Portugal,True,13,3,True,0.5478722470335622,0.5997267163514243,93.0,9201.3,98.93870967741935,0.0
6740,2023-01-27,21,53779,France,False,15,1,True,0.5135139126738905,0.38499748537263473,60.0,6111.83,101.86383333333333,0.0
1205,2023-01-27,36,63215,Spain,False,11,4,False,0.28320590533169376,0.14865038337404152,25.0,2672.16,106.8864,9.0
2391,2023-01-27,44,13211,Italy,True,5,3,True,0.3598041173329758,0.5025805539650583,69.0,4848.82,70.27275362318841,4.0
8833,2023-01-27,46,82631,Spain,True,11,6,False,0.4044848081873481,0.41371667642466603,66.0,7610.41,115.30924242424243,1.0
9697,2023-01-27,26,71341,Spain,True,10,2,True,0.4996695779451792,0.5836107696178684,107.0,9684.27,90.50719626168225,2.0
727,2023-01-27,34,49346,Italy,True,6,4,True,0.3663980593170006,0.5294949296953594,72.0,7652.41,106.28347222222222,1.0
7777,2023-01-27,33,32236,France,False,6,2,True,0.4350552811018086,0.37005092811366147,45.0,4269.93,94.88733333333334,31.0
8185,2023-01-27,49,63862,Germany,True,5,0,False,0.06046693772211825,0.28414265026014757,38.0,4901.87,128.99657894736842,13.0
8831,2023-01-27,52,36038,Portugal,False,8,3,False,0.26170809100350034,0.08040622545328091,11.0,1143.46,103.9509090909091,33.0
4584,2023-01-27,21,94348,Spain,False,8,0,False,0.1579764798365048,0.21216842405583597,22.0,2179.82,99.08272727272728,6.0
9593,2023-01-28,39,78332,Germany,False,8,3,False,0.26017806115024456,0.15555579673180672,17.0,1036.9,60.99411764705883,18.0
1763,2023-01-28,40,50491,Germany,False,7,6,False,0.2204127229386858,0.13891243876398787,22.0,1773.08,80.59454545454545,8.0
5369,2023-01-28,32,33427,Portugal,False,10,1,True,0.42881215700752295,0.3416884769957184,55.0,6012.57,109.31945454545453,2.0
4498,2023-01-28,22,64080,Spain,False,5,8,True,0.5031721054005335,0.39410287342820566,61.0,6996.06,114.68950819672132,1.0
4406,2023-01-28,42,74300,France,False,7,2,False,0.2573809892699901,0.14987328856973128,21.0,3000.92,142.9009523809524,1.0
6008,2023-01-28,47,42305,France,True,6,7,True,0.5346752610371908,0.6334400820992729,93.0,10983.16,118.09849462365591,4.0
5969,2023-01-28,29,61418,Spain,True,9,4,True,0.4611130819013775,0.603481035951596,101.0,10437.15,103.33811881188119,17.0
3184,2023-01-28,46,39330,France,True,13,3,True,0.49798243288574995,0.5202766683400275,85.0,8026.36,94.42776470588235,0.0
6727,2023-01-28,35,20926,France,False,6,7,True,0.49533073780998776,0.3617327211781828,62.0,6886.6,111.0741935483871,11.0
1345,2023-01-28,49,21770,Spain,False,6,5,True,0.48277237339422113,0.3907336244902743,59.0,7613.54,129.04305084745764,27.0
8395,2023-01-28,49,54057,Italy,False,9,4,False,0.22900493717737166,0.144762869825822,21.0,1601.39,76.25666666666667,23.0
5820,2023-01-29,34,107086,France,True,7,5,False,0.24429338169301154,0.4139119228421742,62.0,7650.83,123.40048387096775,13.0
4156,2023-01-29,39,30828,Spain,False,10,3,False,0.2882841073344452,0.10383583929496715,14.0,1606.04,114.71714285714286,91.0
3254,2023-01-29,27,33436,Spain,True,10,3,False,0.28272425233667664,0.36332687218542503,51.0,3678.4,72.12549019607843,2.0
302,2023-01-29,18,58102,Spain,False,6,4,False,0.23208444794438224,0.14656793693935932,25.0,2157.85,86.314,16.0
4051,2023-01-29,37,50931,Netherlands,True,5,2,False,0.14292973223533145,0.31466620145128493,58.0,6595.16,113.70965517241379,7.0
3937,2023-01-29,20,57675,Netherlands,True,4,3,True,0.34988626383689536,0.5503059364483566,105.0,12404.55,118.13857142857142,0.0
5501,2023-01-29,55,64777,Portugal,True,7,2,False,0.1989552695655073,0.27885664237783003,45.0,4063.91,90.30911111111111,22.0
8574,2023-01-29,46,49546,France,False,11,6,True,0.6566516575258052,0.4693602389730339,56.0,7369.06,131.59035714285716,2.0
1733,2023-01-29,33,53540,Italy,True,8,6,False,0.20878885219529966,0.3029638937109481,49.0,5277.05,107.69489795918368,0.0
6384,2023-01-29,61,28463,Italy,True,6,3,False,0.21207230299022048,0.3022439183760516,50.0,6183.54,123.6708,0.0
9243,2023-01-29,28,40565,Spain,True,9,1,False,0.16615608602522075,0.30896490801032556,51.0,5582.82,109.4670588235294,10.0
1910,2023-01-29,31,93978,Germany,False,11,5,False,0.40100612052379875,0.26731890797511915,46.0,3794.83,82.49630434782608,3.0
9945,2023-01-29,30,63288,Netherlands,False,11,3,False,0.25168541594566907,0.11880852289650758,12.0,930.85,77.57083333333334,6.0
3489,2023-01-29,34,57486,Spain,False,8,5,False,0.36862306516735194,0.1912646365934498,31.0,2904.46,93.69225806451612,1.0
6596,2023-01-29,31,32324,Germany,True,7,1,False,0.22130840510453775,0.31660336492568536,53.0,4899.48,92.44301886792452,1.0
1185,2023-01-29,39,33444,Germany,True,7,6,True,0.524658236283813,0.5510394857157908,82.0,9781.49,119.28646341463414,10.0
2545,2023-01-29,25,29219,France,False,4,7,False,0.3012921047616614,0.07160214652503433,7.0,321.54,45.934285714285714,12.0
9081,2023-01-29,36,19974,France,True,10,6,False,0.3994688843338515,0.3256806293029673,65.0,7917.360000000001,121.80553846153848,1.0
2298,2023-01-30,29,43705,France,True,8,5,True,0.5057506394459849,0.5701160802864224,102.0,12771.22,125.20803921568627,1.0
1500,2023-01-30,35,41151,France,True,5,7,False,0.30119612765289366,0.28974290214614995,38.0,3237.9,85.2078947368421,3.0
6301,2023-01-30,24,54840,Spain,False,9,4,True,0.4011588906822964,0.36310946811609024,62.0,5895.11,95.0824193548387,12.0
710,2023-01-30,26,83924,Italy,False,9,2,False,0.26402332800772316,0.20612120552883356,27.0,2521.83,93.4011111111111,6.0
1015,2023-01-30,56,36554,Germany,True,9,5,False,0.31898488699314104,0.3578349907956301,72.0,6634.92,92.15166666666667,22.0
4461,2023-01-30,25,93370,Netherlands,False,6,4,False,0.29225664800350526,0.21333961730104065,30.0,2584.57,86.15233333333335,4.0
8503,2023-01-30,40,64669,Spain,True,7,4,False,0.2857632824217845,0.34885871979972644,67.0,6971.18,104.04746268656717,1.0
6023,2023-01-30,29,101799,Spain,False,8,3,False,0.21189757078666827,0.14573956040237412,25.0,1758.06,70.3224,1.0
459,2023-01-30,24,28286,Spain,True,12,3,False,0.4366827393992727,0.3876965125147323,59.0,5753.18,97.51152542372881,21.0
8458,2023-01-30,35,89879,France,False,9,5,True,0.551661072922977,0.45626180927212545,65.0,6388.48,98.28430769230769,3.0
1632,2023-01-30,26,35683,Spain,False,4,4,False,0.15911493838720178,0.07957261976954075,12.0,816.24,68.02,5.0
9446,2023-01-30,40,33593,France,True,6,5,False,0.17490044884775924,0.2463859081528738,29.0,1609.01,55.48310344827586,8.0
5049,2023-01-30,33,48545,Germany,False,4,3,False,0.1510100017114439,0.12393220532934728,33.0,3105.26,94.09878787878789,3.0
1202,2023-01-30,48,32712,Spain,False,12,6,False,0.43579948785335176,0.19332077029339503,34.0,3587.7599999999998,105.52235294117646,7.0
8995,2023-01-30,21,61969,Italy,True,9,1,True,0.40059667608582866,0.6005697561115001,92.0,12211.58,132.7345652173913,1.0
2963,2023-01-30,37,76139,Portugal,False,15,2,True,0.5198618793533297,0.41756476365021666,60.0,6378.63,106.3105,4.0
8771,2023-01-30,38,64005,Spain,False,4,7,False,0.384061836501356,0.22566126513272614,34.0,2887.57,84.92852941176471,0.0
1518,2023-01-31,25,48611,Italy,False,12,4,True,0.450089289069332,0.41756501762867126,73.0,6875.9400000000005,94.19095890410959,0.0
4382,2023-01-31,28,90176,France,True,4,4,True,0.39770457362361555,0.6549901070138178,116.0,12178.73,104.98905172413792,9.0
