order_date,daily_revenue,daily_orders,year,month,day,day_of_week,week_of_year,is_weekend,month_sin,month_cos,weekday_sin,weekday_cos,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_lag_30,orders_lag_1,orders_lag_7,orders_lag_14,orders_lag_30,revenue_roll_mean_7,revenue_roll_mean_14,revenue_roll_mean_30,revenue_roll_std_7,revenue_roll_std_14,revenue_roll_std_30,orders_roll_mean_7,orders_roll_mean_14,orders_roll_mean_30
2023-04-04,59278.79,556,2023,4,4,1,14,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,58025.08,61422.24,56019.12,63179.98,532.0,561.0,517.0,593.0,57471.377142857134,58335.08285714286,58070.26233333333,4575.652527307671,6791.179436504872,6188.912349998452,549.0,546.2857142857143,545.4
2023-04-05,54331.13,501,2023,4,5,2,14,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,59278.79,49177.6,56886.32,51161.5,556.0,487.0,544.0,468.0,58207.595714285715,58152.569285714286,58175.916666666664,3237.794121321159,6867.0221046674815,6093.21746921163,551.0,543.2142857142857,546.5
2023-04-06,52538.56,485,2023,4,6,3,14,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,54331.13,53222.01,51257.6,53714.86,501.0,521.0,488.0,523.0,58109.96,58244.06642857142,58136.70666666667,3418.4557068653025,6776.016518954764,6126.607644239232,545.8571428571429,543.0,545.2333333333333
2023-04-07,54707.81,496,2023,4,7,4,14,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,52538.56,60631.25,49119.6,51941.65,485.0,550.0,463.0,531.0,57263.75428571428,58643.224285714285,58228.912,3423.456077829612,6348.263495092081,6050.49974028843,538.1428571428571,545.3571428571429,544.0666666666667
2023-04-08,71828.66,614,2023,4,8,5,14,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,54707.81,60452.24,69430.2,57124.36,496.0,606.0,654.0,535.0,58888.95714285714,58814.54285714286,58719.05533333334,6503.862392567752,6685.183453064674,6534.190612980594,539.2857142857143,542.5,546.7
2023-04-09,73786.2,649,2023,4,9,6,14,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,71828.66,61512.67,71879.67,50665.0,614.0,591.0,593.0,479.0,60642.31857142857,58950.72357142857,59489.762,8634.47930897096,6984.516662654739,6904.5340928704,547.5714285714286,546.5,552.3666666666667
2023-04-10,54211.43,544,2023,4,10,0,15,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,73786.2,58025.08,54395.89,69838.32,649.0,532.0,502.0,657.0,60097.51142857143,58937.547857142854,58968.865666666665,8941.980428856217,6993.937558520215,6682.796457990903,549.2857142857143,549.5,548.6
2023-04-11,58196.34,529,2023,4,11,1,15,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,54211.43,59278.79,61422.24,66323.12,544.0,556.0,561.0,620.0,59942.875714285714,58707.12642857143,58697.973,8967.820680397323,6958.832190922896,6537.540243087927,545.4285714285714,547.2142857142857,545.5666666666667
2023-04-12,57427.76,516,2023,4,12,2,15,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,58196.34,54331.13,49177.6,57548.86,529.0,501.0,487.0,526.0,60385.25142857143,59296.42357142857,58693.93633333334,8717.750949651385,6418.079030772381,6538.311582136996,547.5714285714286,549.2857142857143,545.2333333333333
2023-04-13,53731.02,538,2023,4,13,3,15,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,57427.76,52538.56,53222.01,53016.73,516.0,485.0,521.0,511.0,60555.60285714286,59332.78142857143,58717.74600000001,8548.880842797913,6382.36337918421,6518.194407755932,555.1428571428571,550.5,546.1333333333333
2023-04-14,52618.88,500,2023,4,14,4,15,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,53731.02,54707.81,60631.25,57047.55,538.0,496.0,550.0,510.0,60257.18428571429,58760.46928571428,58570.12366666667,8819.218549005835,6612.076277358512,6606.871378607163,555.7142857142857,546.9285714285714,545.8
2023-04-15,68229.18,621,2023,4,15,5,15,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,52618.88,71828.66,60452.24,57549.1,500.0,614.0,606.0,560.0,59742.97285714285,59315.965000000004,58926.126333333326,8108.374956386582,7075.572945921604,6833.801577333722,556.7142857142857,548.0,547.8333333333334
2023-04-16,65655.54,598,2023,4,16,6,15,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,68229.18,73786.2,61512.67,58709.03,621.0,649.0,591.0,526.0,58581.450000000004,59611.88428571428,59157.67666666666,6093.3945219311,7258.77329041921,6943.004136454407,549.4285714285714,548.5,550.2333333333333
2023-04-17,56931.96,493,2023,4,17,0,16,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,65655.54,54211.43,58025.08,65429.95,598.0,544.0,532.0,641.0,58970.097142857136,59533.80428571429,58874.410333333326,5850.1161961044645,7282.99368597062,6851.02331689391,542.1428571428571,545.7142857142857,545.3
2023-04-18,61952.93,570,2023,4,18,1,16,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,56931.96,58196.34,59278.79,64794.9,493.0,529.0,556.0,608.0,59506.75285714286,59724.81428571428,58779.678,5938.935837551801,7310.805021666656,6785.671905759198,548.0,546.7142857142857,544.0333333333333
2023-04-19,58377.0,508,2023,4,19,2,16,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,61952.93,57427.76,54331.13,54532.66,570.0,516.0,501.0,502.0,59642.35857142857,60013.80499999999,58907.82266666667,5894.22261124238,7159.597459442654,6738.8408631250295,546.8571428571429,547.2142857142857,544.2333333333333
2023-04-20,58227.57,534,2023,4,20,3,16,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,58377.0,53731.02,52538.56,56019.12,508.0,538.0,485.0,517.0,60284.72285714285,60420.16285714286,58981.437666666665,5363.774184473448,6857.771778224075,6718.227585238014,546.2857142857143,550.7142857142857,544.8
2023-04-21,58978.93,509,2023,4,21,4,16,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,58227.57,52618.88,54707.81,56886.32,534.0,500.0,496.0,544.0,61193.30142857142,60725.24285714285,59051.191333333336,4277.495064175719,6676.713739114739,6706.577820358846,547.5714285714286,551.6428571428571,543.6333333333333
2023-04-22,73955.28,644,2023,4,22,5,16,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,58978.93,68229.18,71828.66,51257.6,509.0,621.0,614.0,488.0,62011.315714285716,60877.14428571429,59807.780666666666,6034.101180355031,6966.654403658258,7067.62010934078,550.8571428571429,553.7857142857143,548.8333333333334
2023-04-23,70834.02,665,2023,4,23,6,16,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,73955.28,65655.54,73786.2,49119.6,644.0,598.0,649.0,463.0,62751.09857142857,60666.27428571428,60531.594666666664,6821.425216026907,6579.798248594784,7047.156220195949,560.4285714285714,554.9285714285714,555.5666666666667
2023-04-24,61534.35,576,2023,4,24,0,17,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,70834.02,56931.96,54211.43,69430.2,665.0,493.0,544.0,654.0,63408.58285714286,61189.340000000004,60268.399666666664,6374.207874159001,6312.849272659935,6847.985120489438,572.2857142857143,557.2142857142857,552.9666666666667
2023-04-25,54307.35,531,2023,4,25,1,17,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,61534.35,61952.93,58196.34,71879.67,576.0,570.0,529.0,593.0,62316.357142857145,60911.55499999999,59682.65566666667,7258.856330266996,6536.290947084181,6566.297806095065,566.7142857142857,557.3571428571429,550.9
2023-04-26,59613.29,531,2023,4,26,2,17,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,54307.35,58377.0,57427.76,54395.89,531.0,508.0,516.0,502.0,62492.97000000001,61067.66428571429,59856.568999999996,7161.420528444999,6472.472921565265,6490.096658404782,570.0,558.4285714285714,551.8666666666667
2023-04-27,58476.63,558,2023,4,27,3,17,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,59613.29,58227.57,53731.02,61422.24,531.0,534.0,538.0,561.0,62528.55,61406.63642857143,59758.382,7137.274832317546,6176.171667533222,6487.874551760544,573.4285714285714,559.8571428571429,551.7666666666667
2023-04-28,51941.21,489,2023,4,28,4,17,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,58476.63,58978.93,52618.88,49177.6,558.0,509.0,500.0,487.0,61523.16142857143,61358.23142857143,59850.50233333333,8145.146561669779,6252.5261718110705,6350.627488556129,570.5714285714286,559.0714285714286,551.8333333333334
2023-04-29,68977.08,612,2023,4,29,5,17,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,51941.21,73955.28,68229.18,53222.01,489.0,644.0,621.0,521.0,60811.99,61411.65285714285,60375.67133333334,7018.112891608876,6318.593144753796,6434.462843345835,566.0,558.4285714285714,554.8666666666667
2023-04-30,73126.24,657,2023,4,30,6,17,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,68977.08,70834.02,65655.54,60631.25,612.0,665.0,598.0,550.0,61139.45,61945.274285714295,60792.171,7593.5554774712355,6984.898542933356,6843.004411977772,564.8571428571429,562.6428571428571,558.4333333333333
2023-05-01,54494.74,513,2023,5,1,0,18,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,73126.24,61534.35,56931.96,60452.24,657.0,576.0,493.0,606.0,60133.79142857143,61771.18714285714,60593.58766666667,7988.421721202568,7147.9278969765655,6938.97934458996,555.8571428571429,564.0714285714286,555.3333333333334
2023-05-02,49583.29,496,2023,5,2,1,18,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,54494.74,54307.35,61952.93,61512.67,513.0,531.0,570.0,591.0,59458.92571428571,60887.64142857143,60195.941666666666,8727.989880476218,7853.416776029945,7220.592840615334,550.8571428571429,558.7857142857143,552.1666666666666
2023-05-03,57233.58,492,2023,5,3,2,18,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,49583.29,59613.29,58377.0,58025.08,496.0,531.0,508.0,532.0,59118.967142857146,60805.96857142857,60169.55833333333,8767.232331486211,7887.407070850692,7230.238065400005,545.2857142857143,557.6428571428571,550.8333333333334
2023-05-04,55041.73,523,2023,5,4,3,18,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,57233.58,58476.63,58227.57,59278.79,492.0,558.0,534.0,556.0,58628.26714285714,60578.40857142857,60028.323,8904.230612556621,8012.484543519337,7289.379767852705,540.2857142857143,556.8571428571429,549.7333333333333
2023-05-05,60452.34,553,2023,5,5,4,18,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,55041.73,51941.21,58978.93,54331.13,523.0,489.0,509.0,501.0,59844.142857142855,60683.65214285714,60232.36333333333,8406.088756547671,7999.525495232807,7209.642664653257,549.4285714285714,560.0,551.4666666666667
2023-05-06,70687.48,657,2023,5,6,5,18,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,60452.34,68977.08,73955.28,52538.56,553.0,612.0,644.0,485.0,60088.485714285714,60450.237857142856,60837.32733333333,8734.256929023513,7621.220478422458,7302.632696619588,555.8571428571429,560.9285714285714,557.2
2023-05-07,78399.99,683,2023,5,7,6,18,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,70687.48,73126.24,70834.02,54707.81,657.0,657.0,665.0,496.0,60841.87857142858,60990.66428571428,61627.066666666666,10157.7426250774,8617.33869681596,7875.519414759732,559.5714285714286,562.2142857142857,563.4333333333333
2023-05-08,57079.409999999996,548,2023,5,8,0,19,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,78399.99,54494.74,61534.35,71828.66,683.0,513.0,576.0,614.0,61211.11714285715,60672.45428571429,61135.425,9933.059727257116,8677.759150120688,7674.516056364615,564.5714285714286,560.2142857142857,561.2333333333333
2023-05-09,60954.52,581,2023,5,9,1,19,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,57079.409999999996,49583.29,54307.35,73786.2,548.0,496.0,531.0,649.0,62835.57857142857,61147.25214285714,60707.70233333333,8547.722959660918,8482.354973729678,7293.241846733834,576.7142857142857,563.7857142857143,558.9666666666667
2023-05-10,54535.23,536,2023,5,10,2,19,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,60954.52,57233.58,59613.29,54211.43,581.0,492.0,531.0,544.0,62450.09999999999,60784.53357142857,60718.49566666667,8896.203769777314,8659.713918696789,7283.529572590326,583.0,564.1428571428571,558.7
2023-05-11,53385.36,510,2023,5,11,3,19,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,54535.23,55041.73,58476.63,58196.34,536.0,523.0,558.0,529.0,62213.475714285705,60420.87142857142,60558.12966666666,9144.654877057708,8868.475870636361,7393.115110064593,581.1428571428571,560.7142857142857,558.0666666666667
2023-05-12,57873.09,536,2023,5,12,4,19,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,53385.36,60452.34,51941.21,57427.76,510.0,553.0,489.0,516.0,61845.01142857143,60844.57714285714,60572.974,9278.427170581284,8568.822719141068,7387.057631364513,578.7142857142857,564.0714285714286,558.7333333333333
2023-05-13,70036.93,647,2023,5,13,5,19,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,57873.09,70687.48,68977.08,53731.02,536.0,657.0,612.0,538.0,61752.07571428571,60920.28071428572,61116.50433333333,9177.80914919216,8650.490916240591,7465.740984445702,577.2857142857143,566.5714285714286,562.3666666666667
2023-05-14,66422.55,636,2023,5,14,6,19,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,70036.93,78399.99,73126.24,52618.88,647.0,683.0,657.0,500.0,60041.01285714285,60441.44571428571,61576.62666666667,6185.456220783055,8090.271812502979,7348.409373780917,570.5714285714286,565.0714285714286,566.9
2023-05-15,55617.81,532,2023,5,15,0,20,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,66422.55,57079.409999999996,54494.74,68229.18,636.0,548.0,513.0,621.0,59832.212857142855,60521.66499999999,61156.24766666667,6325.183289931114,8032.130356267451,7315.368717038021,568.2857142857143,566.4285714285714,563.9333333333333
2023-05-16,58279.57,545,2023,5,16,1,20,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,55617.81,60954.52,49583.29,65655.54,532.0,581.0,496.0,598.0,59450.07714285714,61142.82785714286,60910.382,6326.881729274206,7435.22629627182,7282.814228778551,563.1428571428571,569.9285714285714,562.1666666666666
2023-05-17,51969.0,531,2023,5,17,2,20,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,58279.57,54535.23,57233.58,56931.96,545.0,536.0,492.0,493.0,59083.47285714286,60766.78642857143,60744.95,6721.192805360054,7773.57886867641,7431.158882326916,562.4285714285714,572.7142857142857,563.4333333333333
2023-05-18,60903.26,526,2023,5,18,3,20,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,51969.0,53385.36,55041.73,61952.93,531.0,510.0,523.0,570.0,60157.45857142857,61185.467142857146,60709.960999999996,6242.537067999487,7597.363479503852,7427.745439645985,564.7142857142857,572.9285714285714,561.9666666666667
2023-05-19,54049.3,494,2023,5,19,4,20,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,60903.26,57873.09,60452.34,58377.0,526.0,536.0,553.0,508.0,59611.20285714285,60728.107142857145,60565.70433333333,6630.964089003733,7833.940091407417,7516.116168566777,558.7142857142857,568.7142857142857,561.5
2023-05-20,70051.4,635,2023,5,20,5,20,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,54049.3,70036.93,70687.48,58227.57,494.0,647.0,657.0,534.0,59613.270000000004,60682.67285714286,60959.832,6634.757073056001,7773.346016390219,7697.109885542306,557.0,567.1428571428571,564.8666666666667
