customer_id,signup_date,age,income,country,loyalty_member,website_visits,app_usage,discount_usage,engagement_score,purchase_propensity,total_orders,total_spent,average_order_value,days_since_last_purchase,customer_tenure_days_x,engagement_index,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment,avg_spend_per_order,customer_tenure_days_y,purchase_rate
610,2023-01-11,18,24935,Spain,False,11,4,False,0.2010944870430699,0.063628877018967,11.0,1048.34,95.30363636363636,52.0,720,5.660328346112921,52.0,11.0,1048.34,1,1,1,111,Other,95.30363636363636,720.0,0.015256588072122053
3792,2023-01-11,21,59592,Italy,False,4,4,True,0.3739432688975501,0.3229348745011677,60.0,5792.49,96.5415,7.0,720,2.912182980669265,7.0,60.0,5792.49,2,4,4,244,At Risk,96.5415,720.0,0.08321775312066575
1094,2023-01-12,36,71416,Italy,False,8,3,False,0.2828335602812887,0.1724492622344832,24.0,2259.25,94.13541666666669,13.0,719,4.184850068084386,13.0,24.0,2259.25,1,1,1,111,Other,94.13541666666667,719.0,0.03333333333333333
1105,2023-01-12,37,71642,Spain,True,5,2,False,0.2155339030883053,0.3902731345899412,54.0,5416.6900000000005,100.30907407407408,11.0,719,2.6646601709264917,11.0,54.0,5416.6900000000005,2,3,3,233,At Risk,100.30907407407409,719.0,0.075
1224,2023-01-12,33,65668,Spain,True,10,4,True,0.5364682784981752,0.6409703244050289,115.0,12269.35,106.69,5.0,719,5.360940483549452,5.0,115.0,12269.35,3,5,5,355,At Risk,106.69,719.0,0.1597222222222222
8754,2023-01-12,23,57617,Spain,True,9,5,False,0.3444713812281051,0.3514669300302289,56.0,5251.23,93.77196428571428,1.0,719,5.203341414368431,1.0,56.0,5251.23,5,4,3,543,At Risk,93.77196428571428,719.0,0.07777777777777778
6739,2023-01-12,28,40439,Germany,True,10,6,False,0.3385873032696322,0.3742177076980261,50.0,5451.34,109.0268,8.0,719,5.901576190980889,8.0,50.0,5451.34,2,3,3,233,At Risk,109.02680000000001,719.0,0.06944444444444445
7481,2023-01-13,33,36431,France,False,10,6,False,0.2515483540552136,0.1167619517630706,15.0,1282.0,85.46666666666667,9.0,718,5.875464506216564,9.0,15.0,1282.0,2,1,1,211,At Risk,85.46666666666667,718.0,0.02086230876216968
205,2023-01-13,18,74743,France,True,8,3,True,0.4053340084529077,0.5782450496814686,96.0,8721.73,90.85135416666668,5.0,718,4.221600202535872,5.0,96.0,8721.73,3,5,5,355,At Risk,90.85135416666667,718.0,0.13351877607788595
9766,2023-01-13,26,35141,Italy,True,8,5,False,0.2743479010345461,0.2925951108881758,45.0,4262.61,94.72466666666666,9.0,718,4.782304370310364,9.0,45.0,4262.61,2,3,3,233,At Risk,94.72466666666666,718.0,0.06258692628650904
2119,2023-01-13,21,21722,France,False,5,4,True,0.3630137642027332,0.2720873473380125,30.0,2943.48,98.116,6.0,718,3.3089041292608203,6.0,30.0,2943.48,2,2,2,222,At Risk,98.116,718.0,0.04172461752433936
5496,2023-01-13,40,53729,Netherlands,False,7,3,False,0.1898460104037798,0.1369205945103536,30.0,2776.69,92.55633333333334,21.0,718,3.7569538031211342,21.0,30.0,2776.69,1,2,2,122,Other,92.55633333333334,718.0,0.04172461752433936
9143,2023-01-13,25,57675,Germany,False,8,6,False,0.2941895059382912,0.2111107210570644,29.0,2290.17,78.97137931034483,1.0,718,5.0882568517814875,1.0,29.0,2290.17,5,2,1,521,At Risk,78.97137931034483,718.0,0.04033379694019471
4158,2023-01-14,21,130826,Spain,False,11,3,False,0.2858716781174206,0.3032138056973154,52.0,4245.39,81.6421153846154,0.0,717,5.385761503435227,0.0,52.0,4245.39,5,3,3,533,At Risk,81.6421153846154,717.0,0.07242339832869081
2259,2023-01-14,29,50844,France,False,8,3,False,0.2441967962622356,0.0680423645015448,17.0,1765.37,103.84529411764706,16.0,717,4.17325903887867,16.0,17.0,1765.37,1,1,1,111,Other,103.84529411764706,717.0,0.023676880222841225
6944,2023-01-14,42,25760,Italy,False,10,1,False,0.1333241367720559,0.0192552943585548,3.0,136.44,45.48,150.0,717,4.339997241031616,150.0,3.0,136.44,1,1,1,111,Other,45.48,717.0,0.004178272980501393
6039,2023-01-14,34,91992,Spain,False,6,5,False,0.2337586095028315,0.2371446318820398,41.0,5577.17,136.02853658536586,0.0,717,3.97012758285085,0.0,41.0,5577.17,5,2,3,523,At Risk,136.02853658536586,717.0,0.057103064066852366
7417,2023-01-14,46,48782,Italy,False,9,7,True,0.5082368634281071,0.3964955866598771,72.0,5839.72,81.10722222222222,6.0,717,5.852471059028432,6.0,72.0,5839.72,2,5,4,254,At Risk,81.10722222222222,717.0,0.10027855153203342
3505,2023-01-14,44,46159,Spain,True,6,1,False,0.1961840352560246,0.3058335443127581,59.0,6262.5599999999995,106.1450847457627,0.0,717,2.7588552105768076,0.0,59.0,6262.5599999999995,5,4,4,544,At Risk,106.1450847457627,717.0,0.08217270194986072
6319,2023-01-15,27,27948,Portugal,True,6,0,False,0.1627808158796869,0.2546817769873144,46.0,4988.43,108.44413043478262,2.0,716,2.448834244763906,2.0,46.0,4988.43,4,3,3,433,At Risk,108.44413043478262,716.0,0.06415620641562064
9978,2023-01-15,36,64509,Germany,False,11,0,True,0.535009647307599,0.4094925478012959,62.0,6127.63,98.83274193548388,10.0,716,4.56050289419228,10.0,62.0,6127.63,2,4,4,244,At Risk,98.83274193548387,716.0,0.08647140864714087
5467,2023-01-15,45,54063,Spain,True,10,8,True,0.6283176482276612,0.5932632782928281,92.0,8888.08,96.6095652173913,0.0,716,6.588495294468299,0.0,92.0,8888.08,5,5,5,555,At Risk,96.6095652173913,716.0,0.12831241283124128
1381,2023-01-15,30,52027,Portugal,True,3,5,False,0.217663339428658,0.3259469247432394,49.0,4486.64,91.56408163265309,4.0,716,2.7652990018285974,4.0,49.0,4486.64,3,3,3,333,At Risk,91.56408163265307,716.0,0.06834030683403068
964,2023-01-15,37,79907,Spain,True,4,2,True,0.4198118347504327,0.5892421968811388,102.0,10243.44,100.4258823529412,0.0,716,2.32594355042513,0.0,102.0,10243.44,5,5,5,555,At Risk,100.42588235294119,716.0,0.14225941422594143
3079,2023-01-15,25,84895,France,False,10,6,False,0.3959528086442341,0.2536077614680632,36.0,4197.24,116.59,7.0,716,5.9187858425932705,7.0,36.0,4197.24,2,2,3,223,At Risk,116.58999999999999,716.0,0.0502092050209205
7766,2023-01-15,32,58694,Italy,True,16,5,False,0.4479375780463461,0.3623889189255548,65.0,6565.29,101.00446153846154,11.0,716,8.034381273413905,11.0,65.0,6565.29,2,4,4,244,At Risk,101.00446153846154,716.0,0.09065550906555091
8286,2023-01-15,32,65450,Portugal,True,9,4,False,0.2401675031675011,0.3287721014901293,66.0,6838.35,103.61136363636363,1.0,716,4.872050250950251,1.0,66.0,6838.35,5,4,4,544,At Risk,103.61136363636365,716.0,0.09205020920502092
2372,2023-01-16,41,59471,Spain,False,8,1,False,0.2578591278175938,0.1248571194245692,11.0,614.07,55.82454545454546,199.0,715,3.577357738345278,199.0,11.0,614.07,1,1,1,111,Other,55.82454545454546,715.0,0.015363128491620111
1485,2023-01-16,31,115354,Italy,True,7,4,False,0.2533278310613576,0.5024111876718637,79.0,8108.66,102.6412658227848,0.0,715,4.075998349318407,0.0,79.0,8108.66,5,5,5,555,At Risk,102.6412658227848,715.0,0.11033519553072625
4217,2023-01-16,37,31774,Spain,False,9,2,False,0.1672639244320796,0.0571414481259092,9.0,641.08,71.23111111111112,295.0,715,4.250179177329624,295.0,9.0,641.08,1,1,1,111,Other,71.23111111111112,715.0,0.012569832402234637
7637,2023-01-16,38,29054,Spain,False,8,1,True,0.4264277110185634,0.4052304145480946,58.0,5679.2699999999995,97.91844827586206,11.0,715,3.627928313305569,11.0,58.0,5679.2699999999995,2,4,3,243,At Risk,97.91844827586206,715.0,0.08100558659217877
4902,2023-01-16,27,27599,Spain,True,5,6,False,0.3075176197701927,0.3421464455764039,51.0,5307.63,104.07117647058824,3.0,715,3.8922552859310575,3.0,51.0,5307.63,3,3,3,333,At Risk,104.07117647058824,715.0,0.0712290502793296
2368,2023-01-16,30,64759,Germany,False,9,7,True,0.4876592883539113,0.4073331092462424,56.0,6400.7300000000005,114.29875,0.0,715,5.846297786506174,0.0,56.0,6400.7300000000005,5,4,4,544,At Risk,114.29875000000001,715.0,0.0782122905027933
8473,2023-01-17,39,47244,Spain,False,11,3,True,0.5781585842985971,0.3837021822992892,59.0,5953.18,100.9013559322034,2.0,714,5.47344757528958,2.0,59.0,5953.18,4,4,4,444,At Risk,100.9013559322034,714.0,0.08251748251748252
9046,2023-01-17,53,28757,Spain,False,5,4,False,0.1648923972355493,0.1092143993874993,18.0,1132.56,62.919999999999995,10.0,714,3.249467719170665,10.0,18.0,1132.56,2,1,1,211,At Risk,62.919999999999995,714.0,0.025174825174825177
3895,2023-01-17,22,45389,Netherlands,False,10,1,True,0.3936816311872839,0.3301441303046312,41.0,7857.53,191.6470731707317,46.0,714,4.418104489356185,46.0,41.0,7857.53,1,2,5,125,Other,191.6470731707317,714.0,0.057342657342657345
6186,2023-01-17,40,147041,Spain,True,6,6,False,0.1786484235251857,0.4169237917819896,67.0,6742.37,100.6323880597015,0.0,714,4.2535945270575555,0.0,67.0,6742.37,5,4,4,544,At Risk,100.6323880597015,714.0,0.0937062937062937
7036,2023-01-17,47,61914,France,True,9,6,False,0.3204741150212114,0.3790940949905237,60.0,4844.84,80.74733333333333,7.0,714,5.4961422345063635,7.0,60.0,4844.84,2,4,3,243,At Risk,80.74733333333333,714.0,0.08391608391608392
8941,2023-01-17,35,104532,Germany,False,6,5,False,0.1766546500969738,0.1704259708554662,31.0,3892.26,125.5567741935484,4.0,714,3.9529963950290923,4.0,31.0,3892.26,3,2,2,322,At Risk,125.55677419354839,714.0,0.043356643356643354
6117,2023-01-17,25,26059,Spain,False,11,1,True,0.5443518748061058,0.3399046927551834,48.0,3369.29,70.19354166666666,11.0,714,4.863305562441832,11.0,48.0,3369.29,2,3,2,232,At Risk,70.19354166666666,714.0,0.06713286713286713
3424,2023-01-18,34,57860,France,False,9,6,True,0.6345648170964092,0.4557683271590795,82.0,8278.14,100.95292682926828,0.0,713,5.590369445128923,0.0,82.0,8278.14,5,5,5,555,At Risk,100.95292682926828,713.0,0.11484593837535013
5575,2023-01-18,25,64610,Germany,False,3,7,False,0.2243970483391016,0.1356093809800875,17.0,1928.96,113.46823529411763,10.0,713,3.367319114501731,10.0,17.0,1928.96,2,1,1,211,At Risk,113.46823529411765,713.0,0.023809523809523808
9299,2023-01-18,29,70670,Germany,True,9,3,False,0.2313951057061815,0.3536557509992439,58.0,6015.69,103.71879310344826,3.0,713,4.569418531711855,3.0,58.0,6015.69,3,4,4,344,At Risk,103.71879310344826,713.0,0.08123249299719888
9527,2023-01-18,38,44056,Italy,False,8,2,False,0.2294052114173591,0.1072806943515544,18.0,2773.07,154.05944444444447,0.0,713,3.868821563425208,0.0,18.0,2773.07,5,1,2,512,At Risk,154.05944444444447,713.0,0.025210084033613446
8856,2023-01-19,34,81886,France,True,9,6,False,0.3885599694659261,0.4362358705684701,60.0,5860.41,97.6735,0.0,712,5.5165679908397784,0.0,60.0,5860.41,5,4,4,544,At Risk,97.6735,712.0,0.08415147265077139
976,2023-01-19,36,63939,Portugal,False,8,6,False,0.358564194134018,0.1871363871081102,34.0,5663.25,166.56617647058823,2.0,712,5.107569258240205,2.0,34.0,5663.25,4,2,3,423,At Risk,166.56617647058823,712.0,0.047685834502103785
8137,2023-01-19,23,52252,Germany,True,6,2,True,0.399301584203206,0.5025219082379955,74.0,5974.36,80.7345945945946,3.0,712,3.119790475260962,3.0,74.0,5974.36,3,5,4,354,At Risk,80.7345945945946,712.0,0.10378681626928471
6758,2023-01-19,28,40359,Germany,True,4,5,False,0.2335656746012696,0.3361633075486339,62.0,5670.73,91.46338709677418,10.0,712,3.1700697023803808,10.0,62.0,5670.73,2,4,3,243,At Risk,91.46338709677418,712.0,0.08695652173913043
4258,2023-01-20,41,23792,Spain,True,6,8,False,0.3566432686599893,0.3120050905978637,39.0,2773.07,71.10435897435897,0.0,711,4.906992980597997,0.0,39.0,2773.07,5,2,2,522,At Risk,71.10435897435897,711.0,0.054775280898876406
1879,2023-01-20,18,19176,Germany,False,4,3,True,0.3451311324081811,0.2785049224013832,52.0,4583.6,88.14615384615385,9.0,711,2.603539339722454,9.0,52.0,4583.6,2,3,3,233,At Risk,88.14615384615385,711.0,0.07303370786516854
4989,2023-01-20,21,35710,Germany,False,5,5,True,0.5171449856468981,0.3278906362541713,36.0,2916.99,81.02749999999999,3.0,711,3.6551434956940696,3.0,36.0,2916.99,3,2,2,322,At Risk,81.02749999999999,711.0,0.05056179775280899
3866,2023-01-20,31,46286,Italy,True,7,4,False,0.2010931607361678,0.3591590330303965,56.0,5293.85,94.53303571428572,1.0,711,4.06032794822085,1.0,56.0,5293.85,5,4,3,543,At Risk,94.53303571428572,711.0,0.07865168539325842
2242,2023-01-20,29,35662,Italy,True,11,3,False,0.3164761955462173,0.3280484996918888,47.0,6148.81,130.82574468085107,7.0,711,5.394942858663866,7.0,47.0,6148.81,2,3,4,234,At Risk,130.82574468085107,711.0,0.06601123595505617
4358,2023-01-20,42,59396,France,False,12,4,True,0.547107388596764,0.4354215474028419,62.0,8086.87,130.4333870967742,1.0,711,6.16413221657903,1.0,62.0,8086.87,5,4,5,545,At Risk,130.4333870967742,711.0,0.08707865168539326
1561,2023-01-20,18,75452,Germany,False,8,4,False,0.2983591281161172,0.1303308074445562,17.0,2347.64,138.0964705882353,0.0,711,4.489507738434836,0.0,17.0,2347.64,5,1,1,511,At Risk,138.0964705882353,711.0,0.023876404494382022
9666,2023-01-20,34,26755,Italy,False,8,6,False,0.2642158390720329,0.1283654051549161,16.0,1958.79,122.424375,55.0,711,5.07926475172161,55.0,16.0,1958.79,1,1,1,111,Other,122.424375,711.0,0.02247191011235955
6113,2023-01-21,48,65799,France,True,7,6,False,0.3433452948368903,0.3585915988727364,53.0,5646.17,106.53150943396228,2.0,710,4.703003588451066,2.0,53.0,5646.17,4,3,3,433,At Risk,106.53150943396227,710.0,0.07454289732770746
5836,2023-01-21,38,49336,Spain,True,3,5,True,0.3192699243041165,0.4924049344261195,77.0,7130.28,92.60103896103897,0.0,710,2.795780977291235,0.0,77.0,7130.28,5,5,4,554,At Risk,92.60103896103895,710.0,0.10829817158931083
3728,2023-01-21,19,21122,Portugal,False,7,5,True,0.4194318596756897,0.3439410499779393,64.0,7198.4,112.475,2.0,710,4.425829557902707,2.0,64.0,7198.4,4,4,4,444,At Risk,112.475,710.0,0.090014064697609
625,2023-01-21,59,78748,Netherlands,True,8,4,False,0.2916781719502492,0.3609828379916905,59.0,5169.29,87.61508474576272,3.0,710,4.487503451585075,3.0,59.0,5169.29,3,4,3,343,At Risk,87.61508474576272,710.0,0.0829817158931083
8371,2023-01-21,29,31319,France,True,4,5,False,0.1635782434117614,0.2879348675041432,44.0,4351.11,98.88886363636362,6.0,710,3.1490734730235284,6.0,44.0,4351.11,2,3,3,233,At Risk,98.88886363636362,710.0,0.06188466947960619
7478,2023-01-21,18,180753,Netherlands,True,10,3,False,0.3241275428133641,0.5061499430649157,71.0,7514.280000000001,105.8349295774648,3.0,710,4.99723826284401,3.0,71.0,7514.280000000001,3,5,5,355,At Risk,105.83492957746479,710.0,0.09985935302390998
3687,2023-01-21,43,89644,Spain,False,17,2,True,0.6032318685066597,0.4975423599708146,63.0,7473.87,118.63285714285716,10.0,710,7.580969560551998,10.0,63.0,7473.87,2,4,5,245,At Risk,118.63285714285715,710.0,0.08860759493670886
1799,2023-01-21,26,46562,Spain,True,9,5,False,0.2169341854629881,0.3063183202654628,52.0,4136.42,79.54653846153846,14.0,710,5.165080255638896,14.0,52.0,4136.42,1,3,2,132,Other,79.54653846153846,710.0,0.07313642756680731
1750,2023-01-21,53,49958,Germany,False,11,3,False,0.3792749566000864,0.1840540211518646,31.0,2126.31,68.59064516129033,2.0,710,5.413782486980026,2.0,31.0,2126.31,4,2,1,421,At Risk,68.59064516129033,710.0,0.04360056258790436
5916,2023-01-21,42,24936,Portugal,True,8,3,True,0.3644754084233433,0.4992657452084462,73.0,7943.61,108.81657534246575,7.0,710,4.209342622527003,7.0,73.0,7943.61,2,5,5,255,At Risk,108.81657534246575,710.0,0.10267229254571027
8571,2023-01-22,56,120353,Germany,False,9,3,False,0.304476823614094,0.2048723957600494,30.0,2588.85,86.295,0.0,709,4.591343047084228,0.0,30.0,2588.85,5,2,2,522,At Risk,86.295,709.0,0.04225352112676056
5564,2023-01-22,24,32701,Spain,False,9,4,True,0.507381633424179,0.3589449688077461,54.0,5958.73,110.34685185185184,0.0,709,4.952214490027253,0.0,54.0,5958.73,5,3,4,534,At Risk,110.34685185185184,709.0,0.07605633802816901
4216,2023-01-22,47,51060,Spain,False,6,8,False,0.3776615638309755,0.1664828287197802,33.0,3037.01,92.03060606060605,2.0,709,4.913298469149293,2.0,33.0,3037.0099999999998,4,2,2,422,At Risk,92.03060606060605,709.0,0.04647887323943662
177,2023-01-22,26,36268,Italy,False,7,4,True,0.4341369189622466,0.3197545680785924,46.0,5722.69,124.40630434782608,2.0,709,4.130241075688674,2.0,46.0,5722.69,4,3,4,434,At Risk,124.40630434782608,709.0,0.0647887323943662
8715,2023-01-22,38,62964,Italy,True,10,5,False,0.2823174921071421,0.3150989874748723,56.0,6692.53,119.50946428571427,23.0,709,5.584695247632142,23.0,56.0,6692.53,1,4,4,144,Loyal Customers,119.50946428571429,709.0,0.07887323943661972
9301,2023-01-22,36,49480,Spain,False,7,5,False,0.1947859809627655,0.1327635458980106,18.0,1286.88,71.49333333333334,125.0,709,4.35843579428883,125.0,18.0,1286.88,1,1,1,111,Other,71.49333333333334,709.0,0.02535211267605634
2855,2023-01-22,48,36558,France,True,8,9,False,0.3323116026609172,0.4001990989488829,60.0,8889.59,148.15983333333332,1.0,709,5.999693480798276,1.0,60.0,8889.59,5,4,5,545,At Risk,148.15983333333332,709.0,0.08450704225352113
4128,2023-01-22,43,63066,Netherlands,False,10,2,False,0.2687700561574281,0.1867065300510602,30.0,4009.71,133.657,0.0,709,4.6806310168472285,0.0,30.0,4009.71,5,2,2,522,At Risk,133.657,709.0,0.04225352112676056
9236,2023-01-22,30,106057,France,True,6,5,True,0.3943979760250082,0.6279357763049682,104.0,12668.52,121.81269230769232,0.0,709,4.018319392807503,0.0,104.0,12668.52,5,5,5,555,At Risk,121.81269230769232,709.0,0.14647887323943662
4110,2023-01-22,45,51236,Spain,True,3,7,False,0.2436229526359028,0.3508074711418015,44.0,4383.88,99.63363636363636,2.0,709,3.373086885790771,2.0,44.0,4383.88,4,3,3,433,At Risk,99.63363636363637,709.0,0.061971830985915494
9598,2023-01-22,34,16720,Portugal,False,10,6,False,0.4913383284472039,0.1695901346601006,27.0,2476.2999999999997,91.7148148148148,0.0,709,5.947401498534161,0.0,27.0,2476.2999999999997,5,2,1,521,At Risk,91.7148148148148,709.0,0.038028169014084505
8517,2023-01-22,41,60330,France,True,10,2,False,0.2395793268071414,0.3074053143173927,51.0,4166.66,81.69921568627451,3.0,709,4.671873798042142,3.0,51.0,4166.66,3,3,2,332,At Risk,81.69921568627451,709.0,0.07183098591549296
5796,2023-01-23,37,23895,Spain,False,10,4,False,0.4072503928533977,0.1366139542883398,19.0,1965.81,103.46368421052632,15.0,708,5.32217511785602,15.0,19.0,1965.81,1,1,1,111,Other,103.46368421052631,708.0,0.02679830747531735
7999,2023-01-23,32,25211,Spain,True,14,0,True,0.5669548887761893,0.5640378018261257,86.0,8918.68,103.70558139534884,1.0,708,5.770086466632858,1.0,86.0,8918.68,5,5,5,555,At Risk,103.70558139534884,708.0,0.12129760225669958
