antecedent,consequent,confidence,lift,support
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.8985378821444395,2.7393400174088463,0.1445164968289033
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.9202481169694284,2.741210321679471,0.14800826622960164
"['Team Golf St. Louis Cardinals Putter Grip', 'Pelican Sunstream 100 Kayak', ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Perfect Fitness Perfect Rip Deck'],0.9592760180995475,2.774999043906607,0.01510724720302145
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.8978708047636232,2.674553386382493,0.17729637283545926
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']",['Pelican Sunstream 100 Kayak'],0.8242511728617827,2.815656452962365,0.16275921043255184
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']",['Field & Stream Sportsman 16 Gun Fire Safe'],0.841934319740166,2.7450892911044953,0.16625097983325018
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Free 5.0+ Running Shoe""]",0.7632623601587875,2.816424059981137,0.15071616903014323
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""O'Brien Men's Neoprene Life Vest""]",0.874413569108625,2.7237837103887537,0.1726644338345329
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Diamondback Women's Serene Classic Comfort Bi""]",0.7874413569108625,2.806747412123478,0.15549062923109813
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat""]","[""Under Armour Girls' Toddler Spine Surge Runni""]",0.7661920073495636,3.017673993583055,0.11886268082377253
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Pelican Sunstream 100 Kayak'],0.844281120808452,2.8840791062086186,0.1309769828261954
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat""]","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.9003215434083601,2.7447778011404558,0.13967077602793415
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Perfect Fitness Perfect Rip Deck'],0.9375287092328893,2.7120883068779915,0.14544288462908858
"[""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat""]","[""O'Brien Men's Neoprene Life Vest""]",0.8957280661460726,2.7901780138130605,0.13895817002779162
"[""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.9147640791476408,2.788808238687561,0.12848286182569657
"[""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.9299847792998478,2.7702136293599584,0.13062067982612413
"[""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Free 5.0+ Running Shoe""]",0.8193810248604769,3.023500899780981,0.11508586902301718
"[""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck']","[""Diamondback Women's Serene Classic Comfort Bi""]",0.837138508371385,2.9838873985206114,0.117579990023516
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Under Armour Girls' Toddler Spine Surge Runni""]",0.7215189873417721,2.8417277432969654,0.1543504596308701
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.8740839440373085,2.66478817872595,0.18698781443739756
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']",['Pelican Sunstream 100 Kayak'],0.8081279147235176,2.7605791205733015,0.17287821563457564
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']",['Field & Stream Sportsman 16 Gun Fire Safe'],0.8437708194536976,2.7510771164948276,0.18050309983610063
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""O'Brien Men's Neoprene Life Vest""]",0.8674217188540972,2.7020042132474025,0.18556260243711253
"[""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Diamondback Women's Serene Classic Comfort Bi""]",0.7814790139906729,2.7854953018367063,0.16717736763343546
"['Bridgestone e6 Straight Distance NFL San Dieg', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo""]",['Perfect Fitness Perfect Rip Deck'],0.9681818181818181,2.800761792320234,0.015178507803035701
"['Team Golf St. Louis Cardinals Putter Grip', ""Nike Men's Dri-FIT Victory Golf Polo""]","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.9653679653679653,2.875612111655414,0.015891113803178224
"['Team Golf St. Louis Cardinals Putter Grip', ""Nike Men's Dri-FIT Victory Golf Polo""]",['Perfect Fitness Perfect Rip Deck'],0.9393939393939394,2.717484055146393,0.01546355020309271
"['Team Golf St. Louis Cardinals Putter Grip', ""Nike Men's Dri-FIT Victory Golf Polo""]","[""O'Brien Men's Neoprene Life Vest""]",0.9177489177489178,2.8587725999490705,0.01510724720302145
"[""Nike Men's Free 5.0+ Running Shoe"", ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Under Armour Girls' Toddler Spine Surge Runni""]",0.753052382827885,2.9659231232735643,0.13625026722725006
"[""Nike Men's Free 5.0+ Running Shoe"", ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']",['Pelican Sunstream 100 Kayak'],0.8326112642772745,2.8442146717631434,0.15064490843012898
"[""Nike Men's Free 5.0+ Running Shoe"", ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']",['Field & Stream Sportsman 16 Gun Fire Safe'],0.866482867270579,2.825128735224915,0.15677332003135466
"[""Nike Men's Free 5.0+ Running Shoe"", ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.9129578574241828,2.7194942927687444,0.1651820708330364
"[""Nike Men's Free 5.0+ Running Shoe"", ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Diamondback Women's Serene Classic Comfort Bi""]",0.7987396612839701,2.8470189654046107,0.1445164968289033
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""O'Brien Men's Neoprene Life Vest""]",0.9507202426080363,2.9614777279730466,0.08936079241787216
"['ENO Atlas Hammock Straps', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's CJ Elite 2 TD Football Cleat""]",0.9590909090909091,2.8569141853688658,0.015035986603007197
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Perfect Fitness Perfect Rip Deck'],0.9558303886925795,2.7650315078381715,0.1156559538231312
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Pelican Sunstream 100 Kayak'],0.8745583038869258,2.987506494266122,0.1058219910211644
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""]",['Field & Stream Sportsman 16 Gun Fire Safe'],0.9045936395759717,2.9493872082178463,0.10945628162189126
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""]","[""O'Brien Men's Neoprene Life Vest""]",0.9193168433451119,2.8636566620781254,0.11123779662224756
"['Nike Dri-FIT Crew Sock 6 Pack', ""Nike Men's CJ Elite 2 TD Football Cleat""]","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.9504504504504504,2.897603991129952,0.015035986603007197
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']",['Pelican Sunstream 100 Kayak'],0.8846394984326019,3.0219440315250004,0.10054870662010974
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.9247648902821317,2.819297350712395,0.10510938502102188
"[""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's Free 5.0+ Running Shoe"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""O'Brien Men's Neoprene Life Vest""]",0.9272727272727272,2.8884391080617497,0.10539442742107888
"['Pelican Sunstream 100 Kayak', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Under Armour Girls' Toddler Spine Surge Runni""]",0.7492753623188406,2.9510471960202893,0.1473669208294734
"['Pelican Sunstream 100 Kayak', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']",['Field & Stream Sportsman 16 Gun Fire Safe'],0.8525362318840579,2.7796563527019016,0.16767619183353524
"['Pelican Sunstream 100 Kayak', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Dri-FIT Victory Golf Polo""]",0.894927536231884,2.728333286105155,0.17601368203520273
"['Pelican Sunstream 100 Kayak', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Free 5.0+ Running Shoe""]",0.7822463768115943,2.8864747320002895,0.15385163543077032
"['Pelican Sunstream 100 Kayak', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Diamondback Women's Serene Classic Comfort Bi""]",0.7920289855072464,2.8230995056193016,0.15577567163115513
"[""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Under Armour Girls' Toddler Spine Surge Runni""]",0.7742805755395683,3.0495311020338933,0.12271075322454215
"[""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck']","[""Nike Men's Free 5.0+ Running Shoe""]",0.7985611510791367,2.9466759487492835,0.12655882562531176
