date,day_of_week,dow,month,year,week_of_year,is_weekend,weekly_factor,seasonal_factor,trend,temperature,rain,holiday,promotion,local_event,tourism_season,festival_week,economic_slowdown,base_orders,total_orders,online_orders,dine_in_orders,orders_lag_1,orders_lag_7,orders_lag_14,orders_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_14,momentum_1_7,momentum_7_14
2016-02-12,Friday,4,2,2016,6,0,1.0,1.134888723766589,1.0035946593632317,26.397491341164734,0,0,0,0,0,0,0,170.8452393215554,162,56,106,139.0,227.0,195.0,173.0,184.57142857142858,183.85714285714286,175.56666666666666,32.613172915542116,30.2447888527471,-88.0,32.0
2016-02-13,Saturday,5,2,2016,6,1,1.25,1.1374105534447334,1.0036802464909278,25.9672165854688,1,0,0,0,0,0,0,214.0493446205236,187,93,94,162.0,211.0,224.0,168.0,175.28571428571428,181.5,175.2,27.347847482110254,30.593488497743113,-49.0,-13.0
2016-02-14,Sunday,6,2,2016,6,1,1.25,1.1398916654103295,1.0037658336186237,22.55901729941419,1,0,0,0,0,0,0,214.53455770603512,228,114,114,187.0,193.0,219.0,173.0,171.85714285714286,178.85714285714286,175.83333333333334,23.334013595526013,28.139370565529305,-6.0,-26.0
2016-02-15,Monday,0,2,2016,7,0,1.0,1.1423313244563549,1.0038514207463198,24.957033597633615,0,0,0,1,0,0,0,172.00963845278056,177,61,116,228.0,154.0,144.0,200.0,176.85714285714286,179.5,177.66666666666666,31.082838627494425,29.209455792470855,74.0,10.0
2016-02-16,Tuesday,1,2,2016,7,0,1.0,1.1447288076591824,1.0039370078740155,25.85452407007976,1,0,1,0,0,0,0,172.3853420982824,177,97,80,177.0,204.0,167.0,215.0,180.14285714285714,181.85714285714286,176.9,29.43596763274809,27.399767384911403,-27.0,37.0
2016-02-17,Wednesday,2,2,2016,7,0,1.0,1.1470834045927971,1.0040225950017116,30.5255369082966,1,0,0,1,0,0,0,172.75464848439876,207,103,104,177.0,164.0,172.0,143.0,176.28571428571428,182.57142857142858,175.63333333333333,27.493722227169684,27.111491420299423,13.0,-8.0
2016-02-18,Thursday,3,2,2016,7,0,1.0,1.1493944175393112,1.0041081821294078,28.500575745670936,1,0,0,0,0,0,0,173.11745087176308,190,95,95,207.0,139.0,161.0,151.0,182.42857142857142,185.07142857142858,177.76666666666668,29.050858523499507,27.6696564870237,68.0,-22.0
2016-02-19,Friday,4,2,2016,7,0,1.0,1.1516611616957126,1.0041937692571037,22.293937618697427,0,0,0,0,0,0,0,173.47364443053485,172,60,112,190.0,162.0,227.0,167.0,189.71428571428572,187.14285714285714,179.06666666666666,21.845779803845385,26.80085286489438,28.0,-65.0
2016-02-20,Saturday,5,2,2016,7,1,1.25,1.1538829653767877,1.0042793563847998,28.666400177023764,0,0,0,0,0,0,0,217.27890783974712,198,69,129,172.0,187.0,211.0,154.0,191.14285714285714,183.21428571428572,179.23333333333332,19.97855993666363,24.43571966618536,-15.0,-24.0
2016-02-21,Sunday,6,2,2016,7,1,1.25,1.1560591702141552,1.0043649435124955,26.647711669458804,0,0,0,1,0,0,0,217.707244347983,264,92,172,198.0,228.0,193.0,124.0,192.71428571428572,182.28571428571428,180.7,20.030928466701166,23.52879928097475,-30.0,35.0
2016-02-22,Monday,0,2,2016,8,0,1.0,1.1581891313513557,1.0044505306401916,25.878690566649897,0,0,0,0,0,0,0,174.50155313513577,167,58,109,264.0,177.0,154.0,182.0,197.85714285714286,187.35714285714286,185.36666666666667,31.77750027628869,32.10465373133301,87.0,23.0
2016-02-23,Tuesday,1,2,2016,8,0,1.0,1.1602722176349354,1.0045361177678878,29.848639748269367,0,0,0,0,0,0,0,174.83030235854037,192,67,125,167.0,177.0,204.0,186.0,196.42857142857142,188.28571428571428,184.86666666666667,33.069911515137925,31.24205393481577,-10.0,-27.0
2016-02-24,Wednesday,2,2,2016,8,0,1.0,1.1623078118014722,1.0046217048955837,31.208389157561463,0,0,0,0,0,0,0,175.15194832581756,188,65,123,192.0,207.0,164.0,147.0,198.57142857142858,187.42857142857142,185.06666666666666,32.07209141323733,30.94092208290927,-15.0,43.0
2016-02-25,Thursday,3,2,2016,8,0,1.0,1.1642953106604828,1.0047072920232798,31.00860589037274,1,0,0,0,0,0,0,175.46639830336454,167,83,84,188.0,190.0,139.0,174.0,195.85714285714286,189.14285714285714,186.43333333333334,32.043868739737526,30.19897385637508,-2.0,51.0
2016-02-26,Friday,4,2,2016,8,0,1.0,1.1662341252731616,1.0047928791509757,25.79405369399016,1,0,0,0,0,0,0,175.77356167460096,187,93,94,167.0,172.0,162.0,169.0,192.57142857142858,191.14285714285714,186.2,33.87160631392787,27.422217670677654,-5.0,10.0
2016-02-27,Saturday,5,2,2016,8,1,1.25,1.1681236811268956,1.0048784662786716,27.47854692879114,1,0,0,1,0,0,0,220.0916874589858,268,134,134,187.0,198.0,187.0,167.0,194.71428571428572,192.92857142857142,186.8,32.811147931327135,26.163580929088646,-11.0,11.0
2016-02-28,Sunday,6,2,2016,8,1,1.25,1.1699634183055057,1.0049640534063675,29.491961209485968,0,0,0,0,0,0,0,220.45709609952576,241,84,157,268.0,264.0,228.0,195.0,204.71428571428572,198.71428571428572,190.16666666666666,43.049251970714884,32.85265138914526,4.0,36.0
2016-02-29,Monday,0,2,2016,9,0,1.0,1.1717527916551609,1.0050496405340636,31.514274964125107,0,0,0,0,0,0,0,176.65045830717074,188,65,123,241.0,167.0,177.0,224.0,201.42857142857142,199.64285714285714,191.7,38.396428405331115,33.91075877121544,74.0,-10.0
2016-03-01,Tuesday,1,3,2016,9,0,1.0,1.173491270945919,1.0051352276617598,27.237040833760098,0,0,0,0,0,0,0,176.92761236719716,185,64,121,188.0,192.0,177.0,219.0,204.42857142857142,200.42857142857142,190.5,36.00396803528353,33.47034114352199,-4.0,15.0
2016-03-02,Wednesday,2,3,2016,9,0,1.0,1.1751783410288483,1.0052208147894557,28.20194012145098,0,0,0,0,0,0,0,177.197059423791,197,68,129,185.0,188.0,207.0,144.0,203.42857142857142,201.0,189.36666666666667,36.5004892335119,33.105890714493775,-3.0,-19.0
2016-03-03,Thursday,3,3,2016,9,0,1.0,1.1768135019886727,1.0053064019171516,25.52167017741555,0,0,0,0,0,0,0,177.4587221117633,178,62,116,197.0,167.0,190.0,167.0,204.71428571428572,200.28571428571428,191.13333333333333,36.021818784889696,33.074341836415925,30.0,-23.0
2016-03-04,Friday,4,3,2016,9,0,1.0,1.1783962692919097,1.0053919890448475,25.331193592353472,0,0,0,0,0,0,0,177.71252535996317,166,58,108,178.0,187.0,172.0,172.0,206.28571428571428,199.42857142857142,191.5,34.30118698487608,33.51397936961259,-9.0,15.0
2016-03-05,Saturday,5,3,2016,9,1,1.25,1.1799261739304487,1.0054775761725436,31.433886163705026,0,0,0,0,0,0,0,222.4479955173995,225,78,147,166.0,268.0,198.0,161.0,203.28571428571428,199.0,191.3,37.07521312914375,33.927524564532085,-102.0,70.0
2016-03-06,Sunday,6,3,2016,9,1,1.25,1.1814027625605272,1.0055631633002395,33.13885821373883,1,0,0,0,0,0,0,222.74533107225105,217,108,109,225.0,241.0,264.0,227.0,197.14285714285714,200.92857142857142,193.43333333333334,26.66726189811886,34.62650004685011,-16.0,-23.0
2016-03-07,Monday,0,3,2016,10,0,1.0,1.1828255976370667,1.0056487504279357,28.925249517112334,0,0,0,0,0,0,0,178.42606263568385,187,65,122,217.0,188.0,167.0,211.0,193.71428571428572,197.57142857142858,193.1,21.037381694769756,30.012085477775106,29.0,21.0
2016-03-08,Tuesday,1,3,2016,10,0,1.0,1.1841942575433269,1.0057343375556316,32.22031157084242,1,0,0,0,0,0,0,178.6477240721281,180,90,90,187.0,185.0,192.0,193.0,193.57142857142858,199.0,192.3,21.085991739044495,28.900359327018307,2.0,-7.0
2016-03-09,Wednesday,2,3,2016,10,0,1.0,1.1855083367158392,1.0058199246833277,30.360324910934867,0,0,0,0,0,0,0,178.86118589204736,185,64,121,180.0,197.0,188.0,154.0,192.85714285714286,198.14285714285714,191.86666666666667,21.505259600297684,29.29913924400451,-17.0,9.0
2016-03-10,Thursday,3,3,2016,10,0,1.0,1.186767445764585,1.0059055118110236,27.40301302441388,0,0,0,0,0,0,0,179.0663872398729,161,56,105,185.0,178.0,167.0,204.0,191.14285714285714,197.92857142857142,192.9,21.598059877595393,29.389857710845437,7.0,11.0
2016-03-11,Friday,4,3,2016,10,0,1.0,1.1879712115883792,1.0059910989387195,30.4827473959442,0,0,0,0,0,0,0,179.26326969800334,187,65,122,161.0,166.0,187.0,164.0,188.71428571428572,197.5,191.46666666666667,24.1296103416135,29.914622099980136,-5.0,-21.0
2016-03-12,Saturday,5,3,2016,10,1,1.25,1.1891192774854284,1.0060766860664156,34.07007357366933,0,0,0,0,0,0,0,224.3147216306682,205,71,134,187.0,225.0,268.0,139.0,191.71428571428572,197.5,192.23333333333332,22.050807133483815,29.914622099980136,-38.0,-43.0
2016-03-13,Sunday,6,3,2016,10,1,1.25,1.190211303259031,1.0061622731941116,29.40308704562168,0,0,0,0,0,0,0,224.53982071283107,239,83,156,205.0,217.0,241.0,162.0,188.85714285714286,193.0,194.43333333333334,17.9297571226215,22.25032411172762,-12.0,-24.0
2016-03-14,Monday,0,3,2016,11,0,1.0,1.1912469653183813,1.0062478603218077,34.25627923336107,0,0,0,0,0,0,0,179.80345649497016,194,67,127,239.0,187.0,188.0,187.0,192.0,192.85714285714286,197.0,24.43358344574134,21.92244070794607,52.0,-1.0
2016-03-15,Tuesday,1,3,2016,11,0,1.0,1.1922259567744602,1.0063334474495036,21.752062526453777,0,0,1,0,0,0,0,179.96652858294382,212,84,128,194.0,180.0,185.0,228.0,193.0,193.28571428571428,197.23333333333332,24.337899115029188,21.878786956349366,14.0,-5.0
2016-03-16,Wednesday,2,3,2016,11,0,1.0,1.193147987530971,1.0064190345771995,32.12310688967422,0,0,0,0,0,0,0,180.12102685779723,185,64,121,212.0,185.0,197.0,177.0,197.57142857142858,195.21428571428572,196.7,24.493925388805803,22.27858085325835,27.0,-12.0
2016-03-17,Thursday,3,3,2016,11,0,1.0,1.1940127843703014,1.0065046217048956,29.961780423229584,0,0,1,0,0,0,0,180.2669078765159,204,81,123,185.0,161.0,178.0,177.0,197.57142857142858,194.35714285714286,196.96666666666667,24.493925388805803,22.434887470726935,24.0,-17.0
2016-03-18,Friday,4,3,2016,11,0,1.0,1.1948200910344842,1.0065902088325915,28.8439825003266,1,0,0,0,0,0,0,180.40413074276665,171,85,86,204.0,187.0,166.0,207.0,203.71428571428572,196.21428571428572,197.86666666666667,18.436506228262598,22.049519692758018,17.0,21.0
2016-03-19,Saturday,5,3,2016,11,1,1.25,1.1955696683011314,1.0066757959602877,30.05376574466308,0,0,0,0,0,0,0,225.66582139931597,225,78,147,171.0,205.0,225.0,190.0,201.42857142857142,196.57142857142858,196.66666666666666,21.5782077017312,21.557487671926886,-34.0,-20.0
2016-03-20,Sunday,6,3,2016,11,1,1.25,1.1962612940543218,1.0067613830879836,23.850357958913413,1,0,1,0,0,0,0,225.81556405064063,289,158,131,225.0,239.0,217.0,172.0,204.28571428571428,196.57142857142858,197.83333333333334,23.378867136185878,21.557487671926886,-14.0,22.0
2016-03-21,Monday,0,3,2016,12,0,1.0,1.1968947633504183,1.0068469702156797,29.185722504008385,0,0,0,0,0,0,0,180.7634799219572,184,64,120,289.0,194.0,187.0,198.0,211.42857142857142,201.71428571428572,201.73333333333332,38.50046381909855,32.57754906828795,95.0,7.0
2016-03-22,Tuesday,1,3,2016,12,0,1.0,1.197469888478797,1.0069325573433756,30.944832138475103,1,0,0,0,0,0,0,180.86571257214635,161,80,81,184.0,212.0,180.0,264.0,210.0,201.5,201.26666666666668,39.42926155365668,32.691447952496304,-28.0,32.0
2016-03-23,Wednesday,2,3,2016,12,0,1.0,1.197986499017471,1.0070181444710715,34.33300708509808,1,0,0,0,0,0,0,180.9591212012953,155,77,78,161.0,185.0,185.0,167.0,202.71428571428572,200.14285714285714,197.83333333333334,43.49986316344109,34.02003288303295,-24.0,0.0
2016-03-24,Thursday,3,3,2016,12,0,1.0,1.1984444418835865,1.0071037315987676,28.367411439358374,0,0,0,0,0,0,0,181.04368043021435,159,55,104,155.0,204.0,161.0,192.0,198.42857142857142,198.0,197.43333333333334,46.8823248245262,35.93798076601504,-49.0,43.0
2016-03-25,Friday,4,3,2016,12,0,1.0,1.1988435813787903,1.0071893187264636,27.516698260259957,0,0,0,0,0,0,0,181.11936749827464,175,61,114,159.0,171.0,187.0,188.0,192.0,197.85714285714286,196.33333333333334,49.027203333115715,36.09998325773568,-12.0,-16.0
2016-03-26,Saturday,5,3,2016,12,1,1.25,1.199183799229436,1.0072749058541597,28.45391883071818,1,0,0,0,0,0,0,226.48270283824937,245,122,123,175.0,225.0,205.0,167.0,192.57142857142858,197.0,195.9,48.764253105655044,36.517645892615626,-50.0,20.0
2016-03-27,Sunday,6,3,2016,12,1,1.25,1.1994649946216311,1.0073604929818556,32.719456084187776,0,0,0,0,0,0,0,226.55505905559843,211,73,138,245.0,289.0,239.0,187.0,195.42857142857142,199.85714285714286,198.5,51.49063715167759,38.69179428580368,-44.0,50.0
2016-03-28,Monday,0,3,2016,13,0,1.0,1.199687084231113,1.0074460801095515,30.970607540534697,0,0,0,0,0,0,0,181.2930075550038,203,71,132,211.0,184.0,194.0,268.0,184.28571428571428,197.85714285714286,199.3,32.978347875104916,37.20805773538262,27.0,-10.0
2016-03-29,Tuesday,1,3,2016,13,0,1.0,1.1998500022479366,1.0075316672372474,28.403219501095716,0,0,0,0,0,0,0,181.3330309799218,184,64,120,203.0,161.0,212.0,241.0,187.0,198.5,197.13333333333333,33.72437298651142,37.21403788067913,42.0,-51.0
2016-03-30,Wednesday,2,3,2016,13,0,1.0,1.1999537003959782,1.0076172543649435,31.537487319138975,1,0,0,0,0,0,0,181.3641079437074,189,94,95,184.0,155.0,185.0,188.0,190.28571428571428,196.5,195.23333333333332,31.836636577556924,37.185087995469026,29.0,-30.0
2016-03-31,Thursday,3,3,2016,13,0,1.0,1.199998147947238,1.0077028414926394,30.291140045406024,1,0,0,0,0,0,0,181.3862315208505,188,94,94,189.0,159.0,204.0,185.0,195.14285714285714,196.78571428571428,195.26666666666668,27.907159006418574,37.105211268724894,30.0,-45.0
2016-04-01,Friday,4,4,2016,13,0,1.0,1.1999833317309476,1.0077884286203356,32.90510155814604,0,0,0,0,0,0,0,181.399397438359,190,66,124,188.0,175.0,171.0,197.0,199.28571428571428,195.64285714285714,195.36666666666667,23.44293984489644,37.112318383849065,13.0,4.0
2016-04-02,Saturday,5,4,2016,13,1,1.25,1.1999092561374716,1.0078740157480317,27.889303525241516,0,0,0,0,0,0,0,226.754505096845,221,77,144,190.0,245.0,225.0,178.0,201.42857142857142,197.0,195.13333333333333,21.45427030420094,36.48392691414849,-55.0,20.0
2016-04-03,Sunday,6,4,2016,13,1,1.25,1.1997759431170067,1.0079596028757274,29.00581071605703,0,0,0,0,0,0,0,226.748565593263,192,67,125,221.0,211.0,289.0,166.0,198.0,196.71428571428572,196.56666666666666,13.928388277184292,36.26277721009543,10.0,-78.0
2016-04-04,Monday,0,4,2016,14,0,1.0,1.1995834321730785,1.0080451900034235,28.80284714925745,0,0,0,0,0,0,0,181.38514632148048,173,60,113,192.0,203.0,184.0,225.0,195.28571428571428,189.78571428571428,197.43333333333334,12.776466461353888,24.695619578654654,-11.0,19.0
2016-04-05,Tuesday,1,4,2016,14,0,1.0,1.199331780350834,1.0081307771311194,25.576044173145345,1,0,0,0,0,0,0,181.3624919644703,168,84,84,173.0,184.0,161.0,217.0,191.0,189.0,195.7,14.65150731722416,25.066066550372376,-11.0,23.0
2016-04-06,Wednesday,2,4,2016,14,0,1.0,1.1990210622201396,1.0082163642588156,30.839413942200707,0,0,0,0,0,0,0,181.33089840319985,186,65,121,168.0,189.0,155.0,187.0,188.71428571428572,189.5,194.06666666666666,16.987390281365634,24.528633189679585,-21.0,34.0
2016-04-07,Thursday,3,4,2016,14,0,1.0,1.1986513698534829,1.0083019513865117,30.71573430921381,0,0,0,0,0,0,0,181.2903772883073,185,64,121,186.0,188.0,159.0,180.0,188.28571428571428,191.71428571428572,194.03333333333333,17.016798423071116,22.489069383997343,-2.0,29.0
2016-04-08,Friday,4,4,2016,14,0,1.0,1.198222812798691,1.0083875385142074,29.92648100986193,0,0,1,0,0,0,0,181.24094291844628,204,81,123,185.0,190.0,175.0,185.0,187.85714285714286,193.57142857142858,194.2,17.062908812475797,20.57150488386346,-5.0,15.0
2016-04-09,Saturday,5,4,2016,14,1,1.25,1.1977355180464682,1.0084731256419035,29.183014502197963,1,0,0,0,0,0,0,226.4782652956212,253,126,127,204.0,221.0,245.0,161.0,189.85714285714286,195.64285714285714,194.83333333333334,18.142294704443092,20.010024960032016,-17.0,-24.0
2016-04-10,Sunday,6,4,2016,14,1,1.25,1.197189629992766,1.0085587127695994,25.613369273487063,0,0,0,0,0,0,0,226.3942560312407,217,75,142,253.0,192.0,211.0,187.0,194.42857142857142,196.21428571428572,197.9,28.41863908808888,21.58054170357606,61.0,-19.0
2016-04-11,Monday,0,4,2016,15,0,1.0,1.1965853103959965,1.0086442998972955,28.567329551503747,0,0,0,0,0,0,0,181.0393429007637,148,51,97,217.0,173.0,203.0,205.0,198.0,196.64285714285714,198.9,29.608557321603346,21.953121883676722,44.0,-30.0
2016-04-12,Tuesday,1,4,2016,15,0,1.0,1.195922738329098,1.0087298870249914,28.76799336687459,0,0,0,0,0,0,0,180.95445130879943,183,64,119,148.0,168.0,184.0,239.0,194.42857142857142,192.71428571428572,197.0,34.26785249013599,25.381484988467193,-20.0,-16.0
2016-04-13,Wednesday,2,4,2016,15,0,1.0,1.1952021101264736,1.0088154741526874,27.353273698658825,0,0,0,0,0,0,0,180.8607575153296,199,69,130,183.0,186.0,189.0,194.0,196.57142857142858,192.64285714285714,195.13333333333333,32.776298056457186,25.409287044934445,-3.0,-3.0
2016-04-14,Thursday,3,4,2016,15,0,1.0,1.1944236393258123,1.0089010612803837,29.23732483129259,0,0,0,0,0,0,0,180.75829160012853,185,64,121,199.0,185.0,188.0,212.0,198.42857142857142,193.35714285714286,195.3,32.444091104838364,25.439542638780576,14.0,-3.0
2016-04-15,Friday,4,4,2016,15,0,1.0,1.1935875566048129,1.0089866484080794,30.891530400684253,0,0,0,0,0,0,0,180.64708624804183,175,61,114,185.0,204.0,190.0,185.0,198.42857142857142,193.14285714285714,194.4,32.444091104838364,25.500700270496882,-19.0,14.0
2016-04-16,Saturday,5,4,2016,15,1,1.25,1.19269410971283,1.0090722355357755,35.29326318927308,0,0,0,0,0,0,0,225.65897092467688,229,80,149,175.0,253.0,221.0,204.0,194.28571428571428,192.07142857142858,194.06666666666666,33.4500338102186,25.95399564825993,-78.0,32.0
2016-04-17,Sunday,6,4,2016,15,1,1.25,1.1917435633974591,1.0091578226634714,30.11091160836848,1,0,0,0,0,0,0,225.49825117713505,253,126,127,229.0,217.0,192.0,171.0,190.85714285714286,192.64285714285714,194.9,27.045816505999532,26.716768410227306,12.0,25.0
2016-04-18,Monday,0,4,2016,16,0,1.0,1.1907361993260892,1.0092434097911671,30.30946113847275,1,0,0,0,0,0,0,180.2613992954456,167,83,84,253.0,148.0,173.0,225.0,196.0,197.0,197.63333333333333,35.07610772781579,31.20157786937172,105.0,-25.0
2016-04-19,Tuesday,1,4,2016,16,0,1.0,1.1896723160024345,1.0093289969188637,29.260278052823217,1,0,0,0,0,0,0,180.11561480593173,181,90,91,167.0,183.0,168.0,289.0,198.71428571428572,196.57142857142858,195.7,31.27146881591536,31.595311934901698,-16.0,15.0
2016-04-20,Wednesday,2,4,2016,16,0,1.0,1.188552228678084,1.0094145840465594,23.67129778800708,0,0,0,1,0,0,0,179.96129302930493,226,79,147,181.0,199.0,186.0,184.0,198.42857142857142,197.5,192.1,31.44761327910889,30.873812652348484,-18.0,13.0
2016-04-21,Thursday,3,4,2016,16,0,1.0,1.1873762692590863,1.0095001711742555,29.289271836606662,1,0,0,0,0,0,0,179.79848205979448,184,92,92,226.0,185.0,185.0,161.0,202.28571428571428,200.35714285714286,193.5,33.139675545154326,31.570695133442932,41.0,0.0
2016-04-22,Friday,4,4,2016,16,0,1.0,1.186144786207596,1.0095857583019514,29.48792994020287,0,0,0,0,0,0,0,179.6272325158953,176,61,115,184.0,175.0,204.0,155.0,202.14285714285714,200.28571428571428,194.26666666666668,33.22864512950929,31.60922107776247,9.0,-29.0
2016-04-23,Saturday,5,4,2016,16,1,1.25,1.1848581444386186,1.009671345429647,36.63263355938679,0,0,0,0,0,0,0,224.3094969072404,218,76,142,176.0,229.0,253.0,159.0,202.28571428571428,198.28571428571428,194.96666666666667,33.09438162646493,32.23573881800855,-53.0,-24.0
2016-04-24,Sunday,6,4,2016,16,1,1.25,1.1835167252118788,1.0097569325573434,28.59875336625057,0,0,0,0,0,0,0,224.07454089004855,220,77,143,218.0,253.0,217.0,175.0,200.71428571428572,195.78571428571428,196.93333333333334,31.852337882350692,28.844886419042773,-35.0,36.0
2016-04-25,Monday,0,4,2016,17,0,1.0,1.1821209260188432,1.0098425196850394,30.010688327942997,0,0,0,0,0,0,0,179.0633961754921,187,65,122,220.0,167.0,148.0,245.0,196.0,196.0,198.43333333333334,24.392621835301053,29.025188000451337,53.0,19.0
2016-04-26,Tuesday,1,4,2016,17,0,1.0,1.180671160464937,1.0099281068127353,28.92942271413112,0,0,0,0,0,0,0,178.85894847851233,186,65,121,187.0,181.0,183.0,211.0,198.85714285714286,198.78571428571428,196.5,21.41983949075083,25.750813494031636,6.0,-2.0
2016-04-27,Wednesday,2,4,2016,17,0,1.0,1.1791678581469818,1.0100136939404314,25.452358794490493,0,0,0,0,0,0,0,178.64635262742894,210,73,137,186.0,226.0,199.0,203.0,199.57142857142858,199.0,195.66666666666666,20.799496330898315,25.621505390229213,-40.0,27.0
2016-04-28,Thursday,3,4,2016,17,0,1.0,1.1776114645258986,1.0100992810681273,32.30904166983999,0,0,1,0,0,0,0,178.4256740542792,182,72,110,210.0,184.0,185.0,184.0,197.28571428571428,199.78571428571428,195.9,18.117342388940507,25.789617980970597,26.0,-1.0
2016-04-29,Friday,4,4,2016,17,0,1.0,1.1760024407947072,1.0101848681958234,31.05592113779568,0,0,0,0,0,0,0,178.1969805978252,205,71,134,182.0,176.0,175.0,189.0,197.0,199.57142857142858,195.83333333333334,18.375708603117104,25.933982119440024,6.0,1.0
2016-04-30,Saturday,5,4,2016,17,1,1.25,1.1743412637418644,1.0102704553235191,31.09015902822236,0,0,0,0,0,0,0,222.45042810481695,219,76,143,205.0,218.0,229.0,188.0,201.14285714285714,201.71428571428572,196.36666666666667,15.962754267654695,24.968991758790665,-13.0,-11.0
2016-05-01,Sunday,6,5,2016,17,1,1.25,1.1726284256099824,1.0103560424512152,25.903258916114897,0,0,0,0,0,0,0,222.14479038095644,221,77,144,219.0,220.0,253.0,190.0,201.28571428571428,201.0,197.4,16.14222501922932,24.2613970046119,-1.0,-33.0
2016-05-02,Monday,0,5,2016,18,0,1.0,1.1708644339499654,1.0104416295789114,32.751604630306566,0,0,0,0,0,0,0,177.4635249984589,190,66,124,221.0,187.0,167.0,221.0,201.42857142857142,198.71428571428572,198.43333333333334,16.33867745420006,20.143441656237595,34.0,20.0
2016-05-03,Tuesday,1,5,2016,18,0,1.0,1.1690498114706127,1.0105272167066073,24.24693738515379,1,0,0,0,0,0,0,177.20349782651735,190,95,95,190.0,186.0,181.0,192.0,201.85714285714286,200.35714285714286,197.4,15.931400560199597,18.202312375744523,4.0,5.0
2016-05-04,Wednesday,2,5,2016,18,0,1.0,1.1671850958837275,1.0106128038343034,30.11982607558718,1,0,0,0,0,0,0,176.93583035169962,194,97,97,190.0,210.0,226.0,173.0,202.42857142857142,201.0,197.33333333333334,15.328156475988399,17.61555256890055,-20.0,-16.0
