date,day_of_week,dow,month,year,week_of_year,is_weekend,weekly_factor,seasonal_factor,trend,temperature,rain,holiday,promotion,local_event,tourism_season,festival_week,economic_slowdown,base_orders,total_orders
2016-01-21,Thursday,3,1,2016,3,0,1.0,1.0707352244352744,1.00171174255392,27.933707528528377,1,0,0,0,0,0,0,160.88520712243817,154
2016-01-22,Friday,4,1,2016,3,0,1.0,1.0739449085781345,1.0017973296816158,23.019916527447123,0,0,0,0,0,0,0,161.38127124581132,124
2016-01-23,Saturday,5,1,2016,3,1,1.25,1.0771326812487214,1.001882916809312,24.059218676499842,0,0,0,0,0,0,0,202.3426560900195,182
2016-01-24,Sunday,6,1,2016,3,1,1.25,1.0802975978411946,1.0019685039370079,19.740635333419362,0,0,0,0,0,0,0,202.95453148419097,186
2016-01-25,Monday,0,1,2016,4,0,1.0,1.0834387205224634,1.0020540910647038,22.53878785254762,0,0,0,0,0,0,0,162.8496303476164,147
2016-01-26,Tuesday,1,1,2016,4,0,1.0,1.0865551185100863,1.0021396781924,24.660523694633913,0,0,0,0,0,0,0,163.33199952030043,174
2016-01-27,Wednesday,2,1,2016,4,0,1.0,1.089645868348082,1.0022252653200958,21.0293126851372,0,0,0,0,0,0,0,163.8105929265154,169
2016-01-28,Thursday,3,1,2016,4,0,1.0,1.09271005418057,1.002310852447792,25.762596764065524,1,0,0,0,0,0,0,164.28527188260003,167
2016-01-29,Friday,4,1,2016,4,0,1.0,1.0957467680231576,1.0023964395754879,22.98542233140147,1,0,0,0,0,0,0,164.7558988414142,195
2016-01-30,Saturday,5,1,2016,4,1,1.25,1.0987551100319954,1.0024820267031838,24.062674252219942,0,0,0,0,0,0,0,206.52792179162896,224
2016-01-31,Sunday,6,1,2016,4,1,1.25,1.1017341887704208,1.00256761383088,23.281589601832852,0,0,0,0,0,0,0,207.10556563339895,219
2016-02-01,Monday,0,2,2016,5,0,1.0,1.10468312147311,1.0026532009585758,30.790990627182314,1,0,0,0,0,0,0,166.14211016848876,144
2016-02-02,Tuesday,1,2,2016,5,0,1.0,1.1076010343076599,1.002738788086272,25.339560041169197,0,0,0,0,0,0,0,166.5951778237146,167
2016-02-03,Wednesday,2,2,2016,5,0,1.0,1.110487062633524,1.0028243752139678,22.351220344808496,0,0,0,0,0,0,0,167.0435242152987,172
2016-02-04,Thursday,3,2,2016,5,0,1.0,1.1133403512582236,1.0029099623416637,28.134652299220743,0,0,0,0,0,0,0,167.48701946307597,161
2016-02-05,Friday,4,2,2016,5,0,1.0,1.1161600546907602,1.0029955494693599,22.14547178462494,0,0,0,1,0,0,0,167.92553510254646,227
2016-02-06,Saturday,5,2,2016,5,1,1.25,1.1189453373921527,1.0030811365970558,26.5738576546219,0,0,0,0,0,0,0,210.4486801539931,211
2016-02-07,Sunday,6,2,2016,5,1,1.25,1.1216953740230253,1.003166723724752,20.205758329511937,1,0,0,0,0,0,0,210.98390125797908,193
2016-02-08,Monday,0,2,2016,6,0,1.0,1.1244093496881735,1.0032523108524478,22.235909337713384,0,0,0,0,0,0,0,169.2099417628137,154
2016-02-09,Tuesday,1,2,2016,6,0,1.0,1.1270864601780355,1.0033378979801437,26.944906716509145,0,0,0,0,0,0,0,169.62728396953668,204
2016-02-10,Wednesday,2,2,2016,6,0,1.0,1.1297259122069963,1.0034234851078399,28.701695350336045,0,0,0,0,0,0,0,170.03902680650666,164
2016-02-11,Thursday,3,2,2016,6,0,1.0,1.1323269236484557,1.0035090722355358,27.13045102599269,0,0,0,0,0,0,0,170.445051092667,139
2016-02-12,Friday,4,2,2016,6,0,1.0,1.134888723766589,1.0035946593632317,26.397491341164734,0,0,0,0,0,0,0,170.8452393215554,162
2016-02-13,Saturday,5,2,2016,6,1,1.25,1.1374105534447334,1.0036802464909278,25.9672165854688,1,0,0,0,0,0,0,214.0493446205236,187
2016-02-14,Sunday,6,2,2016,6,1,1.25,1.1398916654103295,1.0037658336186237,22.55901729941419,1,0,0,0,0,0,0,214.53455770603514,228
2016-02-15,Monday,0,2,2016,7,0,1.0,1.1423313244563549,1.0038514207463198,24.957033597633618,0,0,0,1,0,0,0,172.00963845278056,177
2016-02-16,Tuesday,1,2,2016,7,0,1.0,1.1447288076591824,1.0039370078740157,25.854524070079762,1,0,1,0,0,0,0,172.3853420982824,177
2016-02-17,Wednesday,2,2,2016,7,0,1.0,1.1470834045927971,1.0040225950017116,30.5255369082966,1,0,0,1,0,0,0,172.75464848439876,207
2016-02-18,Thursday,3,2,2016,7,0,1.0,1.1493944175393112,1.0041081821294078,28.500575745670936,1,0,0,0,0,0,0,173.11745087176308,190
2016-02-19,Friday,4,2,2016,7,0,1.0,1.1516611616957126,1.0041937692571037,22.293937618697427,0,0,0,0,0,0,0,173.47364443053485,172
2016-02-20,Saturday,5,2,2016,7,1,1.25,1.1538829653767877,1.0042793563847998,28.666400177023764,0,0,0,0,0,0,0,217.27890783974712,198
2016-02-21,Sunday,6,2,2016,7,1,1.25,1.1560591702141552,1.0043649435124957,26.647711669458804,0,0,0,1,0,0,0,217.707244347983,264
2016-02-22,Monday,0,2,2016,8,0,1.0,1.1581891313513555,1.0044505306401916,25.878690566649897,0,0,0,0,0,0,0,174.50155313513577,167
2016-02-23,Tuesday,1,2,2016,8,0,1.0,1.1602722176349354,1.0045361177678878,29.848639748269367,0,0,0,0,0,0,0,174.83030235854037,192
2016-02-24,Wednesday,2,2,2016,8,0,1.0,1.1623078118014722,1.0046217048955837,31.208389157561463,0,0,0,0,0,0,0,175.15194832581756,188
2016-02-25,Thursday,3,2,2016,8,0,1.0,1.1642953106604828,1.0047072920232798,31.00860589037274,1,0,0,0,0,0,0,175.46639830336454,167
2016-02-26,Friday,4,2,2016,8,0,1.0,1.1662341252731616,1.0047928791509757,25.79405369399016,1,0,0,0,0,0,0,175.77356167460096,187
2016-02-27,Saturday,5,2,2016,8,1,1.25,1.1681236811268956,1.0048784662786716,27.47854692879114,1,0,0,1,0,0,0,220.0916874589858,268
2016-02-28,Sunday,6,2,2016,8,1,1.25,1.1699634183055057,1.0049640534063677,29.491961209485968,0,0,0,0,0,0,0,220.45709609952576,241
2016-02-29,Monday,0,2,2016,9,0,1.0,1.1717527916551607,1.0050496405340636,31.514274964125107,0,0,0,0,0,0,0,176.65045830717074,188
2016-03-01,Tuesday,1,3,2016,9,0,1.0,1.1734912709459193,1.0051352276617598,27.237040833760098,0,0,0,0,0,0,0,176.92761236719716,185
2016-03-02,Wednesday,2,3,2016,9,0,1.0,1.1751783410288485,1.0052208147894557,28.20194012145098,0,0,0,0,0,0,0,177.197059423791,197
2016-03-03,Thursday,3,3,2016,9,0,1.0,1.1768135019886727,1.0053064019171516,25.52167017741555,0,0,0,0,0,0,0,177.4587221117633,178
2016-03-04,Friday,4,3,2016,9,0,1.0,1.1783962692919097,1.0053919890448477,25.331193592353472,0,0,0,0,0,0,0,177.71252535996317,166
2016-03-05,Saturday,5,3,2016,9,1,1.25,1.1799261739304487,1.0054775761725436,31.433886163705026,0,0,0,0,0,0,0,222.4479955173995,225
2016-03-06,Sunday,6,3,2016,9,1,1.25,1.1814027625605272,1.0055631633002395,33.13885821373883,1,0,0,0,0,0,0,222.74533107225105,217
2016-03-07,Monday,0,3,2016,10,0,1.0,1.1828255976370667,1.0056487504279357,28.925249517112334,0,0,0,0,0,0,0,178.42606263568385,187
2016-03-08,Tuesday,1,3,2016,10,0,1.0,1.1841942575433269,1.0057343375556316,32.22031157084242,1,0,0,0,0,0,0,178.6477240721281,180
2016-03-09,Wednesday,2,3,2016,10,0,1.0,1.1855083367158392,1.0058199246833277,30.360324910934867,0,0,0,0,0,0,0,178.86118589204736,185
2016-03-10,Thursday,3,3,2016,10,0,1.0,1.186767445764585,1.0059055118110236,27.40301302441388,0,0,0,0,0,0,0,179.0663872398729,161
2016-03-11,Friday,4,3,2016,10,0,1.0,1.1879712115883792,1.0059910989387195,30.482747395944198,0,0,0,0,0,0,0,179.26326969800334,187
2016-03-12,Saturday,5,3,2016,10,1,1.25,1.1891192774854284,1.0060766860664156,34.07007357366933,0,0,0,0,0,0,0,224.3147216306682,205
2016-03-13,Sunday,6,3,2016,10,1,1.25,1.1902113032590307,1.0061622731941116,29.40308704562168,0,0,0,0,0,0,0,224.53982071283107,239
2016-03-14,Monday,0,3,2016,11,0,1.0,1.1912469653183813,1.0062478603218077,34.25627923336107,0,0,0,0,0,0,0,179.80345649497016,194
2016-03-15,Tuesday,1,3,2016,11,0,1.0,1.1922259567744602,1.0063334474495036,21.752062526453777,0,0,1,0,0,0,0,179.96652858294382,212
2016-03-16,Wednesday,2,3,2016,11,0,1.0,1.193147987530971,1.0064190345771995,32.12310688967422,0,0,0,0,0,0,0,180.12102685779723,185
2016-03-17,Thursday,3,3,2016,11,0,1.0,1.1940127843703014,1.0065046217048956,29.961780423229584,0,0,1,0,0,0,0,180.2669078765159,204
2016-03-18,Friday,4,3,2016,11,0,1.0,1.1948200910344842,1.0065902088325915,28.8439825003266,1,0,0,0,0,0,0,180.40413074276663,171
2016-03-19,Saturday,5,3,2016,11,1,1.25,1.1955696683011314,1.0066757959602877,30.053765744663078,0,0,0,0,0,0,0,225.66582139931597,225
2016-03-20,Sunday,6,3,2016,11,1,1.25,1.1962612940543218,1.0067613830879836,23.850357958913413,1,0,1,0,0,0,0,225.81556405064063,289
2016-03-21,Monday,0,3,2016,12,0,1.0,1.1968947633504183,1.0068469702156795,29.185722504008385,0,0,0,0,0,0,0,180.7634799219572,184
2016-03-22,Tuesday,1,3,2016,12,0,1.0,1.1974698884787973,1.0069325573433756,30.944832138475103,1,0,0,0,0,0,0,180.86571257214635,161
2016-03-23,Wednesday,2,3,2016,12,0,1.0,1.1979864990174707,1.0070181444710715,34.33300708509808,1,0,0,0,0,0,0,180.95912120129526,155
2016-03-24,Thursday,3,3,2016,12,0,1.0,1.1984444418835865,1.0071037315987676,28.367411439358378,0,0,0,0,0,0,0,181.04368043021435,159
2016-03-25,Friday,4,3,2016,12,0,1.0,1.1988435813787903,1.0071893187264636,27.516698260259957,0,0,0,0,0,0,0,181.11936749827464,175
2016-03-26,Saturday,5,3,2016,12,1,1.25,1.1991837992294359,1.0072749058541595,28.45391883071818,1,0,0,0,0,0,0,226.48270283824937,245
2016-03-27,Sunday,6,3,2016,12,1,1.25,1.1994649946216311,1.0073604929818556,32.719456084187776,0,0,0,0,0,0,0,226.55505905559843,211
2016-03-28,Monday,0,3,2016,13,0,1.0,1.199687084231113,1.0074460801095515,30.970607540534694,0,0,0,0,0,0,0,181.2930075550038,203
2016-03-29,Tuesday,1,3,2016,13,0,1.0,1.1998500022479366,1.0075316672372474,28.403219501095716,0,0,0,0,0,0,0,181.3330309799218,184
2016-03-30,Wednesday,2,3,2016,13,0,1.0,1.1999537003959782,1.0076172543649435,31.537487319138975,1,0,0,0,0,0,0,181.3641079437074,189
2016-03-31,Thursday,3,3,2016,13,0,1.0,1.199998147947238,1.0077028414926394,30.291140045406024,1,0,0,0,0,0,0,181.38623152085046,188
2016-04-01,Friday,4,4,2016,13,0,1.0,1.1999833317309476,1.0077884286203356,32.90510155814604,0,0,0,0,0,0,0,181.399397438359,190
2016-04-02,Saturday,5,4,2016,13,1,1.25,1.1999092561374716,1.0078740157480315,27.889303525241516,0,0,0,0,0,0,0,226.754505096845,221
2016-04-03,Sunday,6,4,2016,13,1,1.25,1.1997759431170067,1.0079596028757274,29.00581071605703,0,0,0,0,0,0,0,226.748565593263,192
2016-04-04,Monday,0,4,2016,14,0,1.0,1.1995834321730785,1.0080451900034235,28.80284714925745,0,0,0,0,0,0,0,181.38514632148048,173
2016-04-05,Tuesday,1,4,2016,14,0,1.0,1.199331780350834,1.0081307771311194,25.576044173145345,1,0,0,0,0,0,0,181.3624919644703,168
2016-04-06,Wednesday,2,4,2016,14,0,1.0,1.1990210622201396,1.0082163642588156,30.839413942200707,0,0,0,0,0,0,0,181.33089840319982,186
2016-04-07,Thursday,3,4,2016,14,0,1.0,1.1986513698534829,1.0083019513865115,30.71573430921381,0,0,0,0,0,0,0,181.2903772883073,185
2016-04-08,Friday,4,4,2016,14,0,1.0,1.198222812798691,1.0083875385142074,29.92648100986193,0,0,1,0,0,0,0,181.24094291844628,204
2016-04-09,Saturday,5,4,2016,14,1,1.25,1.1977355180464682,1.0084731256419035,29.183014502197963,1,0,0,0,0,0,0,226.47826529562118,253
2016-04-10,Sunday,6,4,2016,14,1,1.25,1.197189629992766,1.0085587127695994,25.613369273487063,0,0,0,0,0,0,0,226.3942560312407,217
2016-04-11,Monday,0,4,2016,15,0,1.0,1.1965853103959965,1.0086442998972955,28.567329551503747,0,0,0,0,0,0,0,181.0393429007637,148
2016-04-12,Tuesday,1,4,2016,15,0,1.0,1.195922738329098,1.0087298870249914,28.76799336687459,0,0,0,0,0,0,0,180.95445130879943,183
2016-04-13,Wednesday,2,4,2016,15,0,1.0,1.1952021101264736,1.0088154741526874,27.353273698658825,0,0,0,0,0,0,0,180.86075751532962,199
2016-04-14,Thursday,3,4,2016,15,0,1.0,1.1944236393258123,1.0089010612803835,29.23732483129259,0,0,0,0,0,0,0,180.75829160012853,185
2016-04-15,Friday,4,4,2016,15,0,1.0,1.1935875566048129,1.0089866484080794,30.891530400684253,0,0,0,0,0,0,0,180.64708624804183,175
2016-04-16,Saturday,5,4,2016,15,1,1.25,1.1926941097128299,1.0090722355357755,35.29326318927308,0,0,0,0,0,0,0,225.65897092467688,229
2016-04-17,Sunday,6,4,2016,15,1,1.25,1.1917435633974593,1.0091578226634714,30.11091160836848,1,0,0,0,0,0,0,225.49825117713502,253
2016-04-18,Monday,0,4,2016,16,0,1.0,1.1907361993260892,1.0092434097911673,30.30946113847275,1,0,0,0,0,0,0,180.26139929544559,167
2016-04-19,Tuesday,1,4,2016,16,0,1.0,1.1896723160024343,1.0093289969188635,29.260278052823214,1,0,0,0,0,0,0,180.11561480593173,181
2016-04-20,Wednesday,2,4,2016,16,0,1.0,1.188552228678084,1.0094145840465594,23.67129778800708,0,0,0,1,0,0,0,179.96129302930493,226
2016-04-21,Thursday,3,4,2016,16,0,1.0,1.1873762692590863,1.0095001711742555,29.289271836606662,1,0,0,0,0,0,0,179.79848205979448,184
2016-04-22,Friday,4,4,2016,16,0,1.0,1.186144786207596,1.0095857583019514,29.48792994020287,0,0,0,0,0,0,0,179.6272325158953,176
2016-04-23,Saturday,5,4,2016,16,1,1.25,1.1848581444386186,1.0096713454296473,36.63263355938679,0,0,0,0,0,0,0,224.3094969072404,218
2016-04-24,Sunday,6,4,2016,16,1,1.25,1.1835167252118788,1.0097569325573434,28.59875336625057,0,0,0,0,0,0,0,224.07454089004855,220
2016-04-25,Monday,0,4,2016,17,0,1.0,1.1821209260188432,1.0098425196850394,30.010688327942997,0,0,0,0,0,0,0,179.0633961754921,187
2016-04-26,Tuesday,1,4,2016,17,0,1.0,1.180671160464937,1.0099281068127353,28.929422714131118,0,0,0,0,0,0,0,178.85894847851233,186
2016-04-27,Wednesday,2,4,2016,17,0,1.0,1.1791678581469818,1.0100136939404314,25.452358794490493,0,0,0,0,0,0,0,178.64635262742894,210
2016-04-28,Thursday,3,4,2016,17,0,1.0,1.1776114645258986,1.0100992810681273,32.30904166983999,0,0,1,0,0,0,0,178.4256740542792,182
2016-04-29,Friday,4,4,2016,17,0,1.0,1.1760024407947072,1.0101848681958234,31.05592113779568,0,0,0,0,0,0,0,178.1969805978252,205
2016-04-30,Saturday,5,4,2016,17,1,1.25,1.1743412637418644,1.0102704553235193,31.09015902822236,0,0,0,0,0,0,0,222.45042810481698,219
2016-05-01,Sunday,6,5,2016,17,1,1.25,1.1726284256099824,1.0103560424512152,25.903258916114897,0,0,0,0,0,0,0,222.14479038095644,221
2016-05-02,Monday,0,5,2016,18,0,1.0,1.1708644339499654,1.0104416295789114,32.751604630306566,0,0,0,0,0,0,0,177.4635249984589,190
2016-05-03,Tuesday,1,5,2016,18,0,1.0,1.1690498114706127,1.0105272167066073,24.24693738515379,1,0,0,0,0,0,0,177.20349782651735,190
2016-05-04,Wednesday,2,5,2016,18,0,1.0,1.1671850958837275,1.0106128038343034,30.11982607558718,1,0,0,0,0,0,0,176.93583035169962,194
2016-05-05,Thursday,3,5,2016,18,0,1.0,1.165270839744782,1.0106983909619993,34.83490886466903,0,0,0,0,0,0,0,176.66060441474835,197
2016-05-06,Friday,4,5,2016,18,0,1.0,1.1633076102891833,1.0107839780896952,25.193771539067093,0,0,0,0,0,0,0,176.37790411051762,176
2016-05-07,Saturday,5,5,2016,18,1,1.25,1.161295989264189,1.0108695652173914,26.36590627440113,0,0,0,0,0,0,0,220.10976970428584,241
2016-05-08,Sunday,6,5,2016,18,1,1.25,1.1592365727565233,1.0109551523450873,28.260782733089084,1,0,0,0,0,0,0,219.7380348778252,210
2016-05-09,Monday,0,5,2016,19,0,1.0,1.157129971015743,1.0110407394727834,26.346071588438548,0,1,0,0,0,0,0,175.48583123428156,188
2016-05-10,Tuesday,1,5,2016,19,0,1.0,1.1549768082734082,1.0111263266004793,23.09685012047201,0,0,0,0,0,0,0,175.1741186187356,172
2016-05-11,Wednesday,2,5,2016,19,0,1.0,1.1527777225581086,1.0112119137281752,27.844575052323513,0,0,0,0,0,0,0,174.85538503967885,167
2016-05-12,Thursday,3,5,2016,19,0,1.0,1.1505333655064016,1.0112975008558713,24.33975713414177,0,1,0,0,0,0,0,174.5297275781878,193
2016-05-13,Friday,4,5,2016,19,0,1.0,1.1482444021697191,1.0113830879835672,28.832997400391505,0,0,0,0,0,0,0,174.19724538393834,188
2016-05-14,Saturday,5,5,2016,19,1,1.25,1.1459115108172975,1.0114686751112634,24.537302838163463,1,0,0,0,0,0,0,217.32254955770964,227
2016-05-15,Sunday,6,5,2016,19,1,1.25,1.1435353827351924,1.0115542622389593,31.82657235181224,0,0,0,0,0,0,0,216.89026695503316,208
2016-05-16,Monday,0,5,2016,20,0,1.0,1.1411167220214355,1.0116398493666552,24.706076224063068,0,0,0,0,0,0,0,173.15987231633045,163
2016-05-17,Tuesday,1,5,2016,20,0,1.0,1.1386562453773956,1.0117254364943513,25.96662772025275,1,0,0,0,0,0,0,172.8011230307197,160
2016-05-18,Wednesday,2,5,2016,20,0,1.0,1.1361546818954031,1.0118110236220472,29.24828574687917,1,0,1,0,0,0,0,172.43607475223538,200
2016-05-19,Thursday,3,5,2016,20,0,1.0,1.1336127728427068,1.0118966107497431,22.98804569283347,0,0,0,0,0,0,0,172.064838411323,148
2016-05-20,Friday,4,5,2016,20,0,1.0,1.1310312714418171,1.0119821978774393,27.23394337590324,0,0,0,0,0,0,0,171.6875267912707,158
2016-05-21,Saturday,5,5,2016,20,1,1.25,1.1284109426473128,1.0120677850051352,30.34197539521292,0,0,0,0,0,0,0,214.1303181188667,207
2016-05-22,Sunday,6,5,2016,20,1,1.25,1.125752562919167,1.0121533721328313,21.465178442274663,1,1,0,0,0,0,0,213.64392238983976,251
2016-05-23,Monday,0,5,2016,21,0,1.0,1.1230569199926654,1.0122389592605272,26.706747575230192,0,0,0,0,0,0,0,170.52029518255634,169
2016-05-24,Tuesday,1,5,2016,21,0,1.0,1.1203248126449845,1.0123245463882231,26.795889014994497,1,0,0,0,0,0,0,170.11984616524575,185
2016-05-25,Wednesday,2,5,2016,21,0,1.0,1.1175570504584946,1.0124101335159192,28.223321138256665,0,0,0,0,0,0,0,169.71391239995123,173
2016-05-26,Thursday,3,5,2016,21,0,1.0,1.114754453580865,1.0124957206436151,22.026870546409,0,0,0,0,0,0,0,169.30261707285558,162
2016-05-27,Friday,4,5,2016,21,0,1.0,1.1119178524820352,1.0125813077713113,21.634522784848937,0,0,0,0,0,0,0,168.8860849800791,162
2016-05-28,Saturday,5,5,2016,21,1,1.25,1.1090480877081301,1.0126668948990072,27.018229082257204,0,0,0,0,0,0,0,210.58055311370137,193
2016-05-29,Sunday,6,5,2016,21,1,1.25,1.1061460096323867,1.012752482026703,26.198254501318893,0,0,0,0,0,0,0,210.04727188858746,246
2016-05-30,Monday,0,5,2016,22,0,1.0,1.1032124782031705,1.0128380691543992,25.912102461196156,0,1,0,0,0,0,0,167.60633944355084,201
2016-05-31,Tuesday,1,5,2016,22,0,1.0,1.1002483626891553,1.0129236562820951,26.051762762948684,0,0,0,0,0,0,0,167.17013915302317,176
2016-06-01,Wednesday,2,6,2016,22,0,1.0,1.097254541421738,1.0130092434097913,22.82265290635143,1,0,1,0,1,0,0,166.72934892503883,191
2016-06-02,Thursday,3,6,2016,22,0,1.0,1.0942319015347728,1.0130948305374872,25.40835616822165,0,0,0,0,1,0,0,166.28410242811245,176
2016-06-03,Friday,4,6,2016,22,0,1.0,1.0911813387016918,1.013180417665183,25.43828435498063,1,0,0,0,1,0,0,165.83453467413506,168
2016-06-04,Saturday,5,6,2016,22,1,1.25,1.088103756870099,1.0132660047928792,22.262133589425847,0,0,0,0,1,0,0,206.72597747322897,229
2016-06-05,Sunday,6,6,2016,22,1,1.25,1.085000067993911,1.0133515919205751,29.847326933129814,0,0,0,0,1,0,0,206.15372740041784,213
2016-06-06,Monday,0,6,2016,23,0,1.0,1.0818711917631243,1.0134371790482712,25.51505835089158,0,0,0,0,1,0,0,164.46127330110178,171
2016-06-07,Tuesday,1,6,2016,23,0,1.0,1.0787180553312934,1.0135227661759671,20.36199227495672,0,0,0,0,1,0,0,163.99579610449987,167
2016-06-08,Wednesday,2,6,2016,23,0,1.0,1.075541593040793,1.013608353303663,25.746740477941138,1,0,0,0,1,0,0,163.5266914547515,176
2016-06-09,Thursday,3,6,2016,23,0,1.0,1.0723427461459536,1.0136939404313592,20.69309229661571,0,0,0,0,1,0,0,163.05410157505145,180
2016-06-10,Friday,4,6,2016,23,0,1.0,1.0691224625341467,1.013779527559055,25.817376937934693,0,0,0,0,1,0,0,162.5781697455961,176
2016-06-11,Saturday,5,6,2016,23,1,1.25,1.065881696444906,1.0138651146867512,26.769871559267514,0,1,0,0,1,0,0,202.62380032661693,268
2016-06-12,Sunday,6,6,2016,23,1,1.25,1.0626214081871654,1.0139507018144471,20.669023454303137,0,0,0,0,1,0,0,202.0210729864561,234
2016-06-13,Monday,0,6,2016,24,0,1.0,1.059342563854698,1.014036288942143,25.857256580467872,0,0,0,0,1,0,0,161.13177032545096,165
2016-06-14,Tuesday,1,6,2016,24,0,1.0,1.0560461350398431,1.0141218760698392,24.040649532801655,1,0,0,0,1,0,0,160.64392315243626,182
2016-06-15,Wednesday,2,6,2016,24,0,1.0,1.0527330985456014,1.014207463197535,25.10283540726354,1,0,0,0,1,0,0,160.15346479500226,166
2016-06-16,Thursday,3,6,2016,24,0,1.0,1.0494044360961872,1.014293050325231,28.1606007527712,0,0,0,0,1,0,0,159.6605439769246,170
2016-06-17,Friday,4,6,2016,24,0,1.0,1.0460611340461226,1.0143786374529271,21.56689235429751,0,0,0,0,1,0,0,159.16531017692543,182
2016-06-18,Saturday,5,6,2016,24,1,1.25,1.0427041830879593,1.014464224580623,19.874000661325493,0,0,0,0,1,0,0,198.3348919806185,228
2016-06-19,Sunday,6,6,2016,24,1,1.25,1.0393345779587153,1.0145498117083191,19.298185609059196,0,0,0,0,1,0,0,197.71063131936748,209
2016-06-20,Monday,0,6,2016,25,0,1.0,1.0359533171451125,1.014635398836015,19.35023500235931,0,0,0,0,1,0,0,157.6672360675536,157
2016-06-21,Tuesday,1,6,2016,25,0,1.0,1.0325614025877035,1.014720985963711,21.39676500114286,0,0,0,0,1,0,0,157.16425867528,174
2016-06-22,Wednesday,2,6,2016,25,0,1.0,1.029159839383975,1.014806573091407,22.48144789364868,0,0,0,0,1,0,0,156.6597254652832,179
2016-06-23,Thursday,3,6,2016,25,0,1.0,1.0257496354905162,1.014892160219103,22.11755417251587,0,0,0,0,1,0,0,156.15378951103915,162
2016-06-24,Friday,4,6,2016,25,0,1.0,1.022331801424339,1.0149777473467991,23.598139818325023,0,0,0,0,1,0,0,155.6466043276006,183
2016-06-25,Saturday,5,6,2016,25,1,1.25,1.0189073499634398,1.015063334474495,20.98437317380571,0,0,0,0,1,0,0,193.92290478271133,223
2016-06-26,Sunday,6,6,2016,25,1,1.25,1.0154772958466927,1.015148921602191,25.134467023806582,0,0,0,0,1,0,0,193.28637783567734,203
2016-06-27,Monday,0,6,2016,26,0,1.0,1.0120426554731585,1.015234508729887,19.808162273944063,0,0,0,0,1,0,0,154.11909422144737,186
2016-06-28,Tuesday,1,6,2016,26,0,1.0,1.008604446600906,1.015320095857583,28.590729829814165,1,0,0,0,1,0,0,153.60845451078248,186
